'47.txt', 1.55, 4.51, 85, 0.1757, 0.0, 1
'184.txt', 1.49, 4.44, 278, 0.0693, 0.039, 1
'195.txt', 1.75, 4.63, 63, 0.25, 0.0, 1
'105.txt', 1.46, 4.36, 127, 0.1327, 0.0, 1
'394.txt', 1.44, 4.32, 169, 0.1127, 0.0211, 1
'248.txt', 1.46, 4.49, 307, 0.0642, 0.0, 1
'497.txt', 1.42, 4.57, 138, 0.1345, 0.042, 1
'313.txt', 1.57, 4.83, 184, 0.1026, 0.0513, 1
'24.txt', 1.53, 4.63, 91, 0.1646, 0.0, 1
'332.txt', 1.43, 4.17, 119, 0.1386, 0.0594, 1
'103.txt', 1.44, 4.5, 97, 0.1279, 0.0, 1
'296.txt', 1.51, 4.77, 102, 0.1628, 0.0, 1
'43.txt', 1.43, 4.26, 88, 0.2027, 0.0, 1
'69.txt', 1.3, 4.5, 118, 0.1386, 0.0, 1
'482.txt', 1.65, 4.94, 76, 0.2462, 0.0615, 1
'366.txt', 1.44, 4.51, 81, 0.1944, 0.0556, 1
'149.txt', 1.36, 4.35, 173, 0.1042, 0.0347, 1
'292.txt', 1.42, 4.55, 197, 0.1, 0.0353, 1
'235.txt', 1.57, 4.93, 70, 0.2131, 0.0656, 1
'89.txt', 1.55, 4.66, 76, 0.2344, 0.0, 1
'198.txt', 1.55, 4.98, 281, 0.0693, 0.0087, 1
'101.txt', 1.57, 4.45, 113, 0.1263, 0.0526, 1
'129.txt', 1.52, 4.52, 197, 0.0875, 0.0, 1
'491.txt', 1.45, 4.59, 88, 0.1974, 0.0, 1
'485.txt', 1.58, 4.88, 195, 0.1056, 0.0621, 1
'390.txt', 1.51, 4.67, 261, 0.0718, 0.0431, 1
'462.txt', 1.61, 4.7, 98, 0.1609, 0.0575, 1
'106.txt', 1.62, 4.91, 99, 0.1899, 0.0, 1
'277.txt', 1.97, 5.63, 41, 0.3429, 0.0, 1
'151.txt', 1.6, 4.79, 49, 0.2791, 0.0, 1
'122.txt', 1.42, 4.37, 326, 0.0586, 0.0, 1
'417.txt', 1.39, 4.4, 157, 0.0963, 0.0, 1
'343.txt', 1.53, 4.77, 221, 0.0781, 0.0208, 1
'276.txt', 1.34, 4.37, 357, 0.0554, 0.0163, 1
'264.txt', 1.44, 4.38, 76, 0.1765, 0.0588, 1
'140.txt', 1.64, 4.79, 304, 0.0625, 0.0039, 1
'102.txt', 1.58, 4.69, 76, 0.209, 0.0746, 1
'401.txt', 1.4, 4.44, 284, 0.0711, 0.0293, 1
'374.txt', 1.68, 5.16, 115, 0.1474, 0.0, 1
'493.txt', 1.73, 4.96, 56, 0.3111, 0.0667, 1
'467.txt', 1.44, 4.5, 212, 0.0874, 0.0, 1
'324.txt', 1.25, 4.22, 286, 0.0643, 0.0, 1
'152.txt', 1.4, 4.57, 356, 0.049, 0.0196, 1
'486.txt', 1.35, 4.03, 297, 0.0602, 0.0, 1
'391.txt', 1.41, 4.23, 142, 0.1271, 0.0085, 1
'438.txt', 1.42, 4.45, 261, 0.0793, 0.0, 1
'263.txt', 1.53, 4.65, 89, 0.2051, 0.0128, 1
'267.txt', 1.33, 4.31, 295, 0.0645, 0.0242, 1
'56.txt', 1.45, 4.51, 171, 0.0921, 0.0329, 1
'283.txt', 1.58, 5.19, 115, 0.1531, 0.051, 1
'344.txt', 1.46, 4.25, 127, 0.1333, 0.0381, 1
'253.txt', 1.38, 4.68, 251, 0.0798, 0.0094, 1
'64.txt', 1.31, 3.99, 859, 0.0266, 0.014, 1
'90.txt', 1.4, 4.46, 85, 0.1857, 0.0, 1
'393.txt', 1.69, 4.97, 224, 0.1006, 0.0223, 1
'381.txt', 1.49, 4.62, 116, 0.134, 0.0, 1
'17.txt', 1.37, 4.29, 136, 0.1391, 0.087, 1
'444.txt', 1.38, 4.4, 147, 0.123, 0.0, 1
'190.txt', 1.35, 4.18, 124, 0.1376, 0.0826, 1
'484.txt', 1.57, 4.66, 115, 0.1485, 0.099, 1
'269.txt', 1.59, 4.86, 97, 0.1364, 0.0, 1
'46.txt', 1.49, 4.24, 131, 0.1455, 0.0, 1
'480.txt', 1.28, 4.19, 128, 0.1091, 0.0, 1
'400.txt', 1.3, 4.49, 236, 0.0833, 0.0098, 1
'496.txt', 1.43, 4.44, 307, 0.0608, 0.0152, 1
'51.txt', 1.51, 4.63, 81, 0.1714, 0.0, 1
'192.txt', 1.41, 4.56, 292, 0.0705, 0.0207, 1
'382.txt', 1.45, 4.64, 51, 0.3182, 0.0, 1
'255.txt', 1.27, 4.15, 360, 0.066, 0.0066, 1
'349.txt', 1.83, 5.26, 129, 0.1402, 0.0093, 1
'125.txt', 1.39, 4.18, 320, 0.0578, 0.0144, 1
'437.txt', 1.39, 4.24, 155, 0.1145, 0.0, 1
'397.txt', 1.47, 4.46, 236, 0.0872, 0.0051, 1
'316.txt', 1.27, 4.1, 154, 0.1029, 0.0221, 1
'163.txt', 1.71, 5.04, 91, 0.1781, 0.0137, 1
'377.txt', 1.48, 4.55, 85, 0.2113, 0.0, 1
'114.txt', 1.35, 4.06, 256, 0.0822, 0.032, 1
'238.txt', 1.44, 4.69, 239, 0.0754, 0.0101, 1
'155.txt', 1.55, 4.89, 191, 0.1, 0.0, 1
'118.txt', 1.44, 4.98, 108, 0.1263, 0.0, 1
'273.txt', 1.45, 4.42, 319, 0.0674, 0.0, 1
'63.txt', 1.5, 4.55, 128, 0.1121, 0.0, 1
'353.txt', 1.31, 4.12, 268, 0.0699, 0.0, 1
'312.txt', 1.6, 4.72, 71, 0.2, 0.0, 1
'113.txt', 1.4, 4.32, 265, 0.0699, 0.0, 1
'435.txt', 1.5, 4.45, 229, 0.0939, 0.0, 1
'19.txt', 1.39, 4.46, 342, 0.0629, 0.0629, 1
'197.txt', 1.51, 4.85, 110, 0.1489, 0.0, 1
'210.txt', 1.54, 5.08, 165, 0.1014, 0.0435, 1
'298.txt', 1.53, 4.57, 119, 0.1474, 0.0, 1
'244.txt', 1.57, 4.87, 241, 0.0654, 0.1121, 1
'205.txt', 1.63, 4.83, 284, 0.0656, 0.0041, 1
'191.txt', 1.44, 4.53, 48, 0.2558, 0.0, 1
'161.txt', 1.53, 4.58, 234, 0.0754, 0.0, 1
'261.txt', 1.42, 4.28, 144, 0.1301, 0.0976, 1
'215.txt', 1.53, 4.75, 36, 0.3438, 0.0, 1
'31.txt', 1.57, 4.69, 269, 0.0807, 0.0, 1
'193.txt', 1.42, 4.4, 231, 0.0969, 0.0102, 1
'448.txt', 1.39, 4.51, 147, 0.1032, 0.0317, 1
'371.txt', 1.44, 4.39, 291, 0.07, 0.0123, 1
'50.txt', 1.57, 4.8, 98, 0.1875, 0.025, 1
'310.txt', 1.49, 4.5, 152, 0.122, 0.0407, 1
'228.txt', 1.48, 4.63, 265, 0.0679, 0.0, 1
'247.txt', 1.46, 4.41, 262, 0.0749, 0.0, 1
'423.txt', 1.36, 4.33, 132, 0.1518, 0.0, 1
'414.txt', 1.43, 4.19, 43, 0.3243, 0.0, 1
'431.txt', 1.35, 4.4, 134, 0.1379, 0.0, 1
'243.txt', 1.37, 3.96, 82, 0.1918, 0.0, 1
'67.txt', 1.49, 4.49, 273, 0.0752, 0.0487, 1
'217.txt', 1.42, 4.39, 234, 0.0739, 0.0443, 1
'189.txt', 1.58, 4.69, 272, 0.0664, 0.0575, 1
'134.txt', 1.38, 4.18, 163, 0.1395, 0.0, 1
'117.txt', 1.41, 4.41, 250, 0.0791, 0.0326, 1
'164.txt', 1.77, 5.12, 49, 0.2791, 0.0, 1
'33.txt', 1.49, 4.71, 88, 0.2143, 0.2857, 1
'142.txt', 1.37, 4.11, 127, 0.1132, 0.0849, 1
'156.txt', 1.52, 4.81, 71, 0.2069, 0.0, 1
'361.txt', 1.44, 4.45, 144, 0.1167, 0.0333, 1
'315.txt', 1.59, 4.96, 106, 0.1667, 0.0556, 1
'481.txt', 1.34, 4.19, 147, 0.1094, 0.0, 1
'112.txt', 1.34, 4.24, 129, 0.1495, 0.0, 1
'309.txt', 1.51, 4.42, 168, 0.1127, 0.0, 1
'354.txt', 1.53, 4.76, 95, 0.1757, 0.0541, 1
'251.txt', 1.63, 5.28, 49, 0.3, 0.0, 1
'439.txt', 1.37, 4.22, 159, 0.1007, 0.0647, 1
'175.txt', 1.74, 5.11, 40, 0.3429, 0.0, 1
'352.txt', 1.56, 4.88, 127, 0.1364, 0.0455, 1
'260.txt', 1.45, 4.66, 33, 0.3793, 0.2759, 1
'291.txt', 1.31, 4.12, 109, 0.1613, 0.0, 1
'317.txt', 1.44, 4.56, 66, 0.2364, 0.0, 1
'133.txt', 1.47, 4.5, 92, 0.1711, 0.0, 1
'450.txt', 1.88, 5.25, 18, 0.6875, 0.0, 1
'413.txt', 1.51, 4.7, 73, 0.2623, 0.2131, 1
'44.txt', 1.31, 4.2, 75, 0.2031, 0.0625, 1
'363.txt', 1.43, 4.56, 287, 0.0714, 0.0168, 1
'153.txt', 1.3, 4.24, 195, 0.0977, 0.0115, 1
'408.txt', 1.3, 4.11, 169, 0.094, 0.0201, 1
'456.txt', 1.52, 4.01, 121, 0.1515, 0.0, 1
'445.txt', 1.52, 4.74, 123, 0.1429, 0.0, 1
'200.txt', 1.27, 4.14, 266, 0.0603, 0.0086, 1
'471.txt', 1.45, 4.51, 223, 0.0919, 0.0054, 1
'39.txt', 1.53, 4.69, 325, 0.0643, 0.0143, 1
'137.txt', 1.35, 4.6, 286, 0.0593, 0.0, 1
'78.txt', 1.39, 4.33, 277, 0.0733, 0.1379, 1
'201.txt', 1.45, 4.7, 220, 0.095, 0.0447, 1
'446.txt', 1.51, 4.69, 280, 0.0596, 0.0511, 1
'21.txt', 1.54, 4.74, 114, 0.1327, 0.0306, 1
'237.txt', 1.54, 4.84, 41, 0.3514, 0.0, 1
'154.txt', 1.61, 4.92, 55, 0.2857, 0.0, 1
'222.txt', 1.56, 4.98, 62, 0.2889, 0.0, 1
'265.txt', 1.33, 4.05, 281, 0.07, 0.0082, 1
'362.txt', 1.5, 4.65, 341, 0.0549, 0.0916, 1
'398.txt', 1.38, 4.33, 250, 0.0865, 0.0192, 1
'128.txt', 1.44, 4.24, 83, 0.1733, 0.0267, 1
'373.txt', 1.51, 4.7, 222, 0.087, 0.0217, 1
'284.txt', 1.45, 4.41, 229, 0.0968, 0.0, 1
'359.txt', 1.46, 4.72, 153, 0.1119, 0.0149, 1
'416.txt', 1.33, 4.02, 276, 0.0681, 0.0, 1
'389.txt', 1.46, 4.38, 152, 0.1452, 0.0403, 1
'410.txt', 1.48, 4.57, 74, 0.2308, 0.0154, 1
'278.txt', 1.75, 5.11, 40, 0.3333, 0.0, 1
'407.txt', 1.57, 4.94, 76, 0.1912, 0.0, 1
'194.txt', 1.66, 5.15, 46, 0.2683, 0.1951, 1
'159.txt', 1.56, 4.81, 301, 0.065, 0.0, 1
'378.txt', 1.44, 4.42, 154, 0.1288, 0.053, 1
'287.txt', 1.57, 4.67, 137, 0.1391, 0.0348, 1
'3.txt', 1.56, 4.51, 118, 0.15, 0.2, 1
'415.txt', 1.53, 4.31, 37, 0.3438, 0.0, 1
'329.txt', 1.68, 4.97, 155, 0.1288, 0.0, 1
'246.txt', 1.69, 4.94, 210, 0.0899, 0.0169, 1
'23.txt', 1.47, 4.63, 94, 0.1728, 0.0, 1
'73.txt', 1.38, 4.8, 88, 0.1842, 0.0, 1
'150.txt', 1.44, 4.58, 214, 0.0919, 0.0216, 1
'311.txt', 1.58, 5.05, 116, 0.1633, 0.0816, 1
'473.txt', 1.53, 4.39, 56, 0.2449, 0.0, 1
'464.txt', 1.41, 4.48, 117, 0.1359, 0.0, 1
'392.txt', 1.43, 4.45, 143, 0.123, 0.0328, 1
'41.txt', 1.53, 4.59, 86, 0.2, 0.0, 1
'303.txt', 1.55, 4.64, 78, 0.2031, 0.0781, 1
'461.txt', 1.31, 4.24, 281, 0.0773, 0.0215, 1
'18.txt', 1.67, 4.92, 138, 0.1379, 0.0086, 1
'176.txt', 1.37, 4.37, 131, 0.113, 0.0, 1
'385.txt', 1.55, 4.62, 139, 0.1391, 0.0, 1
'338.txt', 1.4, 4.34, 152, 0.1136, 0.0303, 1
'489.txt', 1.37, 4.25, 206, 0.0955, 0.0, 1
'42.txt', 1.3, 4.12, 129, 0.1339, 0.0089, 1
'301.txt', 1.49, 4.53, 185, 0.1007, 0.0067, 1
'5.txt', 1.55, 4.78, 106, 0.1429, 0.022, 1
'472.txt', 1.43, 4.7, 92, 0.1605, 0.0, 1
'66.txt', 1.48, 4.88, 263, 0.08, 0.0, 1
'220.txt', 1.44, 4.77, 220, 0.0833, 0.0, 1
'266.txt', 1.38, 4.44, 203, 0.0778, 0.0222, 1
'213.txt', 1.44, 4.98, 48, 0.2927, 0.0488, 1
'452.txt', 1.34, 4.23, 211, 0.0769, 0.011, 1
'300.txt', 1.45, 4.24, 289, 0.0687, 0.0, 1
'331.txt', 1.51, 4.65, 167, 0.1176, 0.0147, 1
'288.txt', 1.44, 4.55, 126, 0.1647, 0.0, 1
'470.txt', 1.37, 4.61, 160, 0.1127, 0.0141, 1
'187.txt', 1.39, 4.34, 109, 0.1368, 0.0, 1
'71.txt', 1.49, 4.7, 92, 0.1807, 0.1205, 1
'337.txt', 1.49, 4.76, 121, 0.1238, 0.0, 1
'402.txt', 1.47, 4.79, 42, 0.2895, 0.1053, 1
'147.txt', 1.49, 4.49, 226, 0.0942, 0.0, 1
'139.txt', 1.35, 4.6, 286, 0.0593, 0.0, 1
'16.txt', 1.38, 4.24, 315, 0.0655, 0.0145, 1
'409.txt', 1.47, 4.69, 117, 0.1616, 0.0, 1
'188.txt', 1.45, 4.73, 73, 0.1563, 0.0, 1
'254.txt', 1.74, 5.37, 88, 0.1918, 0.0822, 1
'202.txt', 1.53, 4.61, 82, 0.2027, 0.1081, 1
'434.txt', 1.38, 4.17, 121, 0.1154, 0.0192, 1
'369.txt', 1.44, 4.15, 324, 0.0625, 0.0294, 1
'318.txt', 1.49, 4.59, 111, 0.1848, 0.1087, 1
'116.txt', 1.26, 4.27, 175, 0.1141, 0.0, 1
'360.txt', 1.42, 4.55, 354, 0.0636, 0.0495, 1
'274.txt', 1.45, 4.51, 250, 0.0766, 0.0, 1
'49.txt', 1.49, 4.52, 81, 0.2388, 0.0746, 1
'58.txt', 1.41, 4.43, 93, 0.1585, 0.0, 1
'126.txt', 1.42, 4.68, 269, 0.0598, 0.0171, 1
'22.txt', 1.46, 4.69, 89, 0.1875, 0.0, 1
'60.txt', 1.47, 4.59, 248, 0.0741, 0.0463, 1
'223.txt', 1.42, 4.76, 75, 0.2258, 0.0645, 1
'77.txt', 1.41, 4.58, 97, 0.1765, 0.0, 1
'186.txt', 1.28, 4.16, 221, 0.0789, 0.0368, 1
'275.txt', 1.53, 4.97, 69, 0.25, 0.0, 1
'231.txt', 1.44, 4.47, 318, 0.0625, 0.0331, 1
'457.txt', 1.5, 4.44, 234, 0.0816, 0.0153, 1
'227.txt', 1.53, 4.47, 50, 0.2667, 0.0, 1
'306.txt', 1.37, 4.59, 98, 0.2, 0.16, 1
'403.txt', 1.46, 4.45, 74, 0.1692, 0.0, 1
'479.txt', 1.34, 4.31, 215, 0.0865, 0.0216, 1
'327.txt', 1.28, 4.34, 131, 0.1402, 0.0374, 1
'36.txt', 1.59, 5.23, 124, 0.1284, 0.0, 1
'345.txt', 1.65, 4.81, 135, 0.1186, 0.178, 1
'170.txt', 1.34, 4.57, 226, 0.0994, 0.0663, 1
'308.txt', 1.44, 4.32, 247, 0.0737, 0.0138, 1
'386.txt', 1.49, 4.37, 277, 0.0773, 0.0227, 1
'249.txt', 1.48, 4.67, 199, 0.0941, 0.0, 1
'32.txt', 1.42, 4.81, 275, 0.0583, 0.0958, 1
'6.txt', 1.56, 4.51, 100, 0.1444, 0.0, 1
'336.txt', 1.39, 4.57, 104, 0.1444, 0.0, 1
'172.txt', 1.5, 4.39, 137, 0.1121, 0.0, 1
'214.txt', 1.64, 5.02, 69, 0.2642, 0.0755, 1
'426.txt', 1.48, 4.49, 284, 0.0675, 0.0338, 1
'282.txt', 1.43, 4.49, 265, 0.0759, 0.0268, 1
'82.txt', 1.49, 4.82, 86, 0.1918, 0.0, 1
'372.txt', 1.51, 4.39, 83, 0.1972, 0.0, 1
'206.txt', 1.52, 4.55, 126, 0.1273, 0.0727, 1
'259.txt', 1.49, 4.46, 40, 0.3429, 0.0, 1
'13.txt', 1.55, 4.75, 135, 0.1441, 0.0, 1
'131.txt', 1.26, 3.92, 257, 0.0746, 0.0219, 1
'412.txt', 1.79, 4.95, 52, 0.3333, 0.0, 1
'468.txt', 1.41, 4.15, 208, 0.0971, 0.0857, 1
'271.txt', 1.51, 4.86, 232, 0.0928, 0.0052, 1
'290.txt', 1.32, 4.03, 132, 0.1386, 0.1485, 1
'307.txt', 1.4, 4.41, 238, 0.0746, 0.0398, 1
'48.txt', 1.49, 4.52, 83, 0.2174, 0.0, 1
'34.txt', 1.55, 4.61, 74, 0.2031, 0.0, 1
'355.txt', 1.4, 4.47, 91, 0.1795, 0.0, 1
'405.txt', 1.49, 4.72, 260, 0.0748, 0.0421, 1
'411.txt', 1.43, 4.29, 89, 0.1646, 0.0127, 1
'53.txt', 1.6, 4.89, 365, 0.0535, 0.0472, 1
'83.txt', 1.49, 4.48, 104, 0.1522, 0.0543, 1
'225.txt', 1.39, 4.29, 142, 0.1368, 0.0769, 1
'330.txt', 1.61, 5.23, 82, 0.25, 0.0, 1
'380.txt', 1.54, 4.76, 89, 0.175, 0.0875, 1
'272.txt', 1.8, 5.08, 79, 0.25, 0.0625, 1
'350.txt', 1.51, 4.13, 118, 0.1443, 0.0309, 1
'302.txt', 1.38, 4.27, 212, 0.0894, 0.0279, 1
'203.txt', 1.43, 4.79, 138, 0.1593, 0.0177, 1
'424.txt', 1.54, 4.47, 164, 0.102, 0.034, 1
'81.txt', 1.55, 4.77, 184, 0.1037, 0.1402, 1
'121.txt', 1.5, 4.87, 252, 0.0762, 0.0048, 1
'65.txt', 1.62, 4.8, 306, 0.0677, 0.0, 1
'319.txt', 1.55, 4.66, 125, 0.14, 0.13, 1
'96.txt', 1.26, 4.5, 190, 0.0844, 0.0, 1
'490.txt', 1.53, 4.91, 128, 0.1321, 0.0377, 1
'281.txt', 1.38, 4.2, 88, 0.1972, 0.0563, 1
'433.txt', 1.42, 4.79, 120, 0.1744, 0.0349, 1
'447.txt', 1.49, 4.53, 144, 0.1393, 0.0, 1
'169.txt', 1.51, 4.09, 49, 0.3023, 0.0, 1
'293.txt', 1.44, 4.42, 187, 0.1006, 0.0, 1
'209.txt', 1.43, 4.68, 40, 0.3243, 0.1622, 1
'430.txt', 1.41, 4.38, 153, 0.1172, 0.0, 1
'79.txt', 1.38, 4.47, 287, 0.0776, 0.0733, 1
'7.txt', 1.66, 4.8, 103, 0.2169, 0.0361, 1
'334.txt', 1.47, 4.56, 112, 0.1515, 0.0, 1
'466.txt', 1.39, 4.42, 188, 0.0807, 0.0435, 1
'339.txt', 1.53, 5.03, 132, 0.1261, 0.0, 1
'75.txt', 1.52, 4.37, 134, 0.1379, 0.0431, 1
'148.txt', 1.37, 4.16, 359, 0.0633, 0.07, 1
'399.txt', 1.4, 4.3, 277, 0.0649, 0.0, 1
'115.txt', 1.45, 4.05, 75, 0.2, 0.0, 1
'279.txt', 1.41, 4.39, 311, 0.0604, 0.0377, 1
'356.txt', 1.45, 4.3, 312, 0.0692, 0.0538, 1
'177.txt', 1.74, 5.29, 73, 0.2097, 0.0, 1
'388.txt', 1.37, 4.18, 154, 0.1103, 0.0588, 1
'146.txt', 1.5, 4.39, 48, 0.3684, 0.0, 1
'483.txt', 1.51, 4.46, 266, 0.0756, 0.1378, 1
'4.txt', 1.58, 4.68, 89, 0.1757, 0.0, 1
'370.txt', 1.52, 4.45, 344, 0.0569, 0.0, 1
'376.txt', 1.62, 4.79, 95, 0.1688, 0.1039, 1
'341.txt', 1.44, 4.35, 99, 0.1786, 0.0714, 1
'68.txt', 1.34, 4.2, 459, 0.0519, 0.0338, 1
'109.txt', 1.41, 4.43, 118, 0.1101, 0.1835, 1
'185.txt', 1.56, 4.58, 364, 0.0537, 0.0101, 1
'1.txt', 1.41, 4.4, 376, 0.0571, 0.0, 1
'218.txt', 1.35, 4.25, 267, 0.0687, 0.0, 1
'495.txt', 1.44, 4.39, 195, 0.0938, 0.0, 1
'375.txt', 1.52, 4.65, 306, 0.0615, 0.0077, 1
'224.txt', 1.31, 4.31, 121, 0.1386, 0.0, 1
'15.txt', 1.55, 4.6, 131, 0.1589, 0.0, 1
'95.txt', 1.64, 5.07, 47, 0.3095, 0.0, 1
'28.txt', 1.45, 4.54, 144, 0.1416, 0.0177, 1
'487.txt', 1.61, 4.58, 209, 0.093, 0.0581, 1
'62.txt', 1.46, 4.44, 166, 0.1088, 0.034, 1
'136.txt', 1.35, 4.3, 114, 0.1354, 0.0, 1
'387.txt', 1.41, 4.15, 114, 0.1327, 0.0612, 1
'130.txt', 1.38, 4.18, 67, 0.1803, 0.0, 1
'216.txt', 1.37, 4.18, 174, 0.1088, 0.0, 1
'459.txt', 1.47, 4.31, 102, 0.1765, 0.0, 1
'384.txt', 1.48, 4.42, 300, 0.07, 0.0247, 1
'171.txt', 1.36, 4.31, 309, 0.0639, 0.0, 1
'256.txt', 1.43, 4.3, 250, 0.0806, 0.0095, 1
'179.txt', 1.44, 4.33, 250, 0.0688, 0.0183, 1
'100.txt', 1.39, 4.24, 37, 0.3636, 0.0, 1
'477.txt', 1.49, 4.38, 131, 0.1282, 0.0, 1
'458.txt', 1.53, 4.66, 150, 0.1095, 0.0365, 1
'135.txt', 1.59, 4.73, 24, 0.5, 0.0, 1
'204.txt', 1.57, 4.56, 205, 0.0988, 0.0, 1
'252.txt', 1.61, 4.98, 105, 0.1928, 0.0, 1
'469.txt', 1.36, 4.17, 254, 0.0766, 0.0144, 1
'455.txt', 1.51, 4.25, 92, 0.1831, 0.1268, 1
'245.txt', 1.42, 4.5, 123, 0.1495, 0.0841, 1
'88.txt', 1.45, 4.72, 220, 0.0944, 0.0, 1
'35.txt', 1.46, 4.51, 170, 0.1111, 0.0069, 1
'297.txt', 1.73, 5.39, 101, 0.1905, 0.0238, 1
'239.txt', 1.45, 4.52, 73, 0.2154, 0.0, 1
'440.txt', 1.61, 4.81, 270, 0.0746, 0.0, 1
'441.txt', 1.4, 4.15, 53, 0.2766, 0.0, 1
'226.txt', 1.36, 4.65, 156, 0.1022, 0.0365, 1
'173.txt', 1.36, 4.52, 249, 0.0667, 0.0, 1
'304.txt', 1.5, 4.88, 157, 0.1077, 0.0462, 1
'257.txt', 1.75, 5.25, 45, 0.3, 0.2, 1
'236.txt', 1.34, 4.03, 79, 0.1791, 0.1642, 1
'429.txt', 1.49, 4.38, 129, 0.1364, 0.1909, 1
'162.txt', 1.56, 5.03, 71, 0.1967, 0.0984, 1
'25.txt', 1.77, 5.15, 48, 0.3333, 0.0256, 1
'144.txt', 1.47, 4.38, 248, 0.0817, 0.024, 1
'474.txt', 1.37, 4.25, 186, 0.1046, 0.0261, 1
'57.txt', 1.39, 4.36, 82, 0.1944, 0.0, 1
'492.txt', 1.54, 4.82, 89, 0.1667, 0.0513, 1
'158.txt', 1.42, 4.54, 177, 0.1026, 0.0321, 1
'422.txt', 1.33, 4.14, 312, 0.059, 0.0554, 1
'127.txt', 1.44, 4.58, 311, 0.0639, 0.0752, 1
'357.txt', 1.26, 4.11, 194, 0.0838, 0.0299, 1
'475.txt', 1.38, 4.24, 363, 0.0588, 0.0261, 1
'295.txt', 1.68, 5.08, 152, 0.1163, 0.0388, 1
'196.txt', 1.35, 4.12, 71, 0.2105, 0.0, 1
'108.txt', 1.32, 4.33, 71, 0.2, 0.0, 1
'328.txt', 2.0, 5.7, 11, 1.0, 0.0, 1
'119.txt', 1.47, 4.91, 255, 0.0651, 0.0372, 1
'240.txt', 1.77, 5.44, 77, 0.2031, 0.0, 1
'180.txt', 1.33, 4.41, 84, 0.2143, 0.1857, 1
'340.txt', 1.51, 4.7, 104, 0.1667, 0.0, 1
'98.txt', 1.5, 4.68, 81, 0.2059, 0.0, 1
'91.txt', 1.64, 4.69, 94, 0.1558, 0.0, 1
