Filename,NP/S,VP/S,PP/S,NPlen,VPlen,PPlen,cli,fks
514.txt, 4.52, 1.96, 1.83, 1.65, 1.98, 1.0, 11.953, 39.929
465.txt, 4.63, 2.29, 0.75, 1.67, 1.96, 1.0, 10.821, 50.87
409.txt, 4.33, 2.03, 1.23, 1.89, 2.1, 1.0, 13.667, 33.083
386.txt, 5.56, 2.56, 1.72, 2.02, 1.78, 1.06, 12.581, 36.226
93.txt, 10.18, 3.41, 1.95, 1.57, 1.65, 1.0, 13.39, 35.52
218.txt, 4.0, 2.2, 1.0, 1.8, 2.09, 1.0, 11.077, 40.711
73.txt, 5.2, 2.4, 1.8, 2.04, 1.81, 1.0, 11.49, 47.916
534.txt, 4.82, 1.76, 1.71, 2.04, 1.7, 1.0, 11.114, 44.575
251.txt, 5.88, 2.38, 2.0, 1.83, 1.52, 1.0, 11.105, 46.027
320.txt, 5.08, 2.23, 1.85, 1.75, 1.71, 1.0, 13.954, 31.356
453.txt, 5.68, 2.16, 2.16, 1.98, 1.73, 1.02, 11.849, 37.841
383.txt, 4.11, 2.39, 1.17, 1.95, 1.79, 1.05, 12.327, 43.936
87.txt, 6.69, 3.08, 2.0, 1.75, 1.93, 1.0, 12.296, 37.538
232.txt, 8.5, 1.5, 3.5, 2.35, 1.33, 1.0, 14.748, 27.344
501.txt, 6.67, 2.48, 2.52, 1.97, 1.6, 1.0, 12.914, 36.015
109.txt, 4.93, 2.4, 1.6, 2.14, 1.67, 1.0, 11.962, 40.31
333.txt, 3.8, 1.73, 1.33, 1.91, 1.62, 1.0, 14.951, 29.567
502.txt, 4.44, 2.33, 1.78, 2.2, 1.81, 1.0, 12.615, 38.162
461.txt, 3.84, 2.48, 0.84, 1.7, 2.29, 1.0, 13.016, 39.901
330.txt, 4.16, 2.0, 1.32, 1.99, 1.8, 1.0, 11.449, 39.153
367.txt, 5.44, 2.33, 1.67, 1.92, 1.67, 1.0, 9.817, 49.644
180.txt, 6.17, 2.7, 1.87, 1.71, 1.81, 1.0, 10.15, 54.869
166.txt, 4.36, 2.64, 0.85, 1.51, 1.55, 1.07, 11.201, 46.427
401.txt, 4.68, 2.24, 0.85, 1.57, 1.93, 1.03, 12.109, 45.499
161.txt, 3.24, 1.95, 0.81, 2.12, 1.78, 1.0, 11.3, 44.653
304.txt, 7.64, 4.01, 2.28, 1.95, 2.26, 1.0, 10.334, 45.958
122.txt, 5.0, 3.0, 1.44, 1.78, 1.67, 1.0, 11.321, 42.498
336.txt, 3.94, 2.06, 1.44, 2.0, 1.79, 1.0, 13.662, 28.895
194.txt, 4.82, 2.27, 1.06, 1.66, 1.74, 1.01, 9.26, 52.935
126.txt, 6.18, 3.18, 2.0, 1.72, 1.6, 1.05, 12.579, 39.155
260.txt, 4.27, 2.13, 1.27, 1.91, 1.75, 1.0, 12.096, 43.698
482.txt, 5.85, 2.67, 1.56, 1.99, 1.78, 1.0, 14.027, 32.132
423.txt, 6.81, 2.67, 2.47, 1.88, 2.12, 1.03, 11.472, 41.576
121.txt, 4.45, 2.55, 1.27, 1.86, 1.5, 1.0, 12.742, 38.114
412.txt, 4.4, 2.2, 1.45, 2.16, 1.95, 1.0, 13.814, 32.203
445.txt, 4.19, 2.19, 1.06, 1.84, 1.74, 1.0, 11.507, 43.721
478.txt, 5.34, 2.78, 1.19, 1.89, 1.52, 1.0, 9.918, 47.157
556.txt, 4.69, 2.53, 1.17, 1.83, 1.64, 1.0, 11.853, 42.171
303.txt, 8.19, 4.38, 2.5, 1.96, 2.2, 1.0, 10.491, 44.944
204.txt, 5.06, 2.56, 1.5, 1.73, 1.59, 1.04, 11.274, 49.265
273.txt, 2.89, 2.0, 0.78, 1.81, 1.61, 1.0, 11.642, 43.23
203.txt, 4.22, 2.44, 1.22, 2.39, 1.59, 1.0, 11.288, 46.324
62.txt, 6.65, 3.09, 1.96, 1.76, 1.87, 1.0, 10.133, 50.013
148.txt, 5.21, 2.84, 1.47, 1.62, 1.78, 1.0, 10.024, 53.174
337.txt, 5.33, 2.33, 1.67, 1.83, 1.71, 1.0, 11.786, 43.858
477.txt, 6.72, 2.52, 1.97, 2.1, 1.53, 1.01, 11.097, 38.895
464.txt, 3.82, 1.94, 0.88, 1.92, 1.79, 1.0, 10.203, 49.895
77.txt, 7.67, 3.11, 2.17, 1.67, 1.68, 1.0, 12.377, 38.03
389.txt, 4.74, 2.19, 1.32, 1.94, 1.65, 1.0, 13.145, 35.48
262.txt, 4.74, 2.26, 1.32, 1.81, 1.53, 1.0, 12.107, 38.812
433.txt, 5.44, 2.59, 1.3, 1.65, 1.87, 1.01, 12.07, 43.903
284.txt, 7.0, 4.0, 2.0, 2.0, 1.0, 1.0, 17.366, 23.425
302.txt, 7.37, 4.07, 2.23, 1.95, 2.29, 1.0, 10.269, 45.453
213.txt, 10.5, 2.5, 1.0, 1.95, 1.2, 1.0, 14.591, 33.592
428.txt, 3.0, 2.0, 1.0, 2.05, 1.79, 1.0, 11.388, 42.104
150.txt, 4.29, 2.57, 1.29, 2.17, 1.61, 1.0, 11.679, 42.174
307.txt, 7.29, 4.04, 2.2, 1.95, 2.27, 1.0, 10.393, 45.254
285.txt, 5.47, 2.33, 1.53, 1.73, 1.77, 1.0, 12.092, 39.975
414.txt, 3.77, 1.97, 0.91, 1.94, 2.0, 1.0, 13.059, 36.219
325.txt, 3.44, 1.88, 1.0, 1.91, 1.63, 1.0, 16.262, 19.592
271.txt, 8.0, 5.0, 1.0, 1.88, 1.6, 1.0, 16.531, 34.532
436.txt, 4.38, 2.1, 1.71, 1.8, 2.11, 1.0, 11.129, 46.547
287.txt, 4.45, 2.18, 1.55, 2.12, 1.75, 1.0, 13.257, 32.802
99.txt, 5.16, 2.55, 1.23, 1.89, 1.72, 1.0, 12.0, 45.766
319.txt, 4.48, 2.35, 1.09, 1.97, 1.89, 1.0, 12.279, 35.89
413.txt, 3.71, 1.93, 1.14, 2.33, 1.81, 1.0, 13.068, 32.807
455.txt, 3.5, 1.83, 1.25, 1.98, 1.77, 1.0, 11.446, 45.781
69.txt, 6.5, 3.14, 2.21, 1.77, 1.57, 1.0, 12.749, 34.064
289.txt, 6.0, 2.34, 1.76, 1.72, 1.78, 1.0, 12.733, 36.275
496.txt, 4.95, 2.21, 1.58, 1.88, 1.88, 1.03, 12.345, 36.738
247.txt, 6.45, 2.33, 2.19, 1.82, 1.61, 1.0, 10.866, 45.99
361.txt, 5.62, 2.42, 2.15, 1.88, 1.68, 1.0, 11.1, 47.833
206.txt, 4.11, 1.56, 1.78, 1.88, 1.64, 1.0, 12.752, 42.251
130.txt, 4.45, 2.45, 1.27, 1.88, 1.81, 1.0, 11.882, 42.934
329.txt, 4.7, 2.12, 1.45, 1.92, 1.63, 1.0, 14.377, 30.489
354.txt, 4.88, 2.47, 1.0, 1.82, 1.69, 1.0, 11.51, 47.932
351.txt, 4.46, 2.31, 1.46, 1.91, 1.63, 1.0, 13.193, 40.432
518.txt, 6.14, 2.71, 2.14, 1.81, 1.61, 1.0, 12.409, 39.037
164.txt, 5.32, 2.68, 1.36, 1.56, 1.69, 1.03, 11.28, 48.364
559.txt, 6.82, 3.16, 1.96, 1.83, 1.66, 1.0, 12.196, 39.521
227.txt, 5.1, 2.3, 2.2, 2.47, 1.57, 1.0, 12.472, 37.144
261.txt, 4.78, 1.83, 2.11, 1.81, 1.67, 1.03, 10.7, 44.56
481.txt, 5.12, 2.51, 1.24, 1.93, 1.59, 1.0, 10.632, 44.335
399.txt, 5.5, 2.29, 1.57, 1.94, 1.83, 1.0, 11.74, 42.319
79.txt, 4.8, 1.77, 1.33, 1.85, 1.77, 1.0, 13.199, 33.615
89.txt, 9.23, 3.08, 1.31, 1.48, 1.65, 1.0, 14.818, 29.955
292.txt, 3.83, 2.08, 0.96, 1.77, 1.56, 1.0, 12.931, 42.546
370.txt, 5.29, 2.5, 1.5, 1.97, 1.93, 1.0, 11.295, 43.515
441.txt, 4.13, 2.38, 1.5, 2.06, 1.79, 1.0, 10.741, 46.581
463.txt, 5.11, 2.41, 1.61, 1.86, 1.95, 1.0, 11.01, 42.719
387.txt, 4.33, 2.17, 1.33, 1.98, 2.04, 1.06, 10.45, 49.011
485.txt, 4.41, 2.03, 1.31, 2.02, 1.64, 1.0, 13.812, 35.627
76.txt, 4.9, 2.4, 1.3, 1.9, 1.54, 1.0, 12.747, 38.341
279.txt, 4.5, 2.57, 1.36, 1.98, 1.61, 1.0, 12.026, 41.255
97.txt, 5.47, 2.47, 1.41, 1.78, 1.55, 1.04, 10.296, 53.346
513.txt, 5.31, 2.54, 1.85, 1.9, 1.76, 1.0, 11.441, 43.921
84.txt, 6.62, 3.0, 1.92, 2.14, 1.79, 1.0, 12.992, 36.624
78.txt, 4.5, 2.1, 1.15, 1.82, 1.95, 1.0, 12.006, 41.826
276.txt, 2.89, 2.0, 0.78, 1.81, 1.61, 1.0, 11.808, 42.432
137.txt, 4.08, 2.31, 0.62, 1.96, 1.63, 1.0, 12.215, 38.38
235.txt, 7.41, 2.64, 2.86, 1.84, 1.53, 1.0, 12.924, 36.699
551.txt, 3.66, 1.88, 0.75, 1.82, 1.53, 1.0, 12.269, 40.993
338.txt, 4.91, 2.36, 1.68, 1.92, 1.83, 1.0, 13.308, 34.156
539.txt, 5.32, 2.0, 2.04, 1.86, 1.68, 1.0, 12.993, 35.655
74.txt, 3.67, 2.06, 1.06, 1.94, 1.78, 1.0, 12.267, 39.677
165.txt, 6.58, 4.0, 1.11, 1.52, 1.54, 1.0, 10.032, 49.935
267.txt, 3.17, 1.92, 1.08, 2.03, 1.65, 1.0, 12.387, 37.496
266.txt, 6.56, 2.57, 2.07, 1.72, 1.67, 1.03, 11.467, 41.842
438.txt, 3.35, 1.5, 1.2, 1.79, 1.77, 1.0, 9.982, 46.222
160.txt, 5.09, 2.82, 1.45, 1.88, 1.87, 1.0, 10.516, 49.974
94.txt, 10.64, 2.79, 1.93, 1.38, 1.54, 1.0, 14.704, 31.318
497.txt, 5.14, 2.33, 1.71, 1.99, 1.86, 1.03, 12.879, 36.463
105.txt, 5.14, 2.28, 1.42, 1.77, 1.63, 1.0, 12.078, 43.065
64.txt, 6.71, 3.36, 1.64, 1.91, 1.79, 1.0, 11.421, 41.84
108.txt, 4.36, 2.43, 1.14, 1.77, 1.62, 1.0, 11.851, 44.575
103.txt, 5.21, 2.68, 1.84, 1.83, 1.55, 1.0, 11.226, 46.071
479.txt, 4.38, 2.15, 1.15, 2.18, 1.89, 1.0, 11.08, 41.187
467.txt, 6.38, 2.5, 2.0, 1.74, 1.82, 1.0, 9.682, 44.027
155.txt, 4.67, 2.63, 0.81, 1.58, 1.49, 1.05, 11.112, 47.272
493.txt, 2.0, 0.0, 1.0, 1.5, 0.0, 1.0, 23.651, -29.899
360.txt, 3.76, 2.0, 1.06, 2.02, 1.62, 1.0, 12.489, 41.288
495.txt, 5.76, 2.62, 1.66, 1.75, 1.72, 1.0, 13.577, 34.452
332.txt, 3.75, 1.67, 1.33, 2.02, 1.9, 1.0, 11.972, 39.916
550.txt, 4.89, 2.26, 1.4, 1.97, 1.53, 1.0, 11.811, 42.727
127.txt, 6.0, 2.62, 2.23, 1.76, 1.59, 1.0, 11.514, 43.892
95.txt, 4.5, 2.3, 1.1, 2.16, 1.57, 1.0, 12.022, 41.088
512.txt, 5.09, 2.13, 2.03, 1.71, 1.65, 1.0, 11.909, 39.707
212.txt, 5.0, 2.33, 1.0, 2.04, 1.57, 1.0, 12.596, 41.255
451.txt, 4.27, 2.15, 0.73, 1.89, 1.75, 1.0, 13.27, 32.087
531.txt, 8.36, 3.29, 2.46, 1.87, 1.8, 1.0, 14.055, 29.948
377.txt, 3.0, 1.75, 0.92, 2.19, 1.86, 1.0, 11.409, 39.941
61.txt, 5.42, 2.58, 1.67, 1.8, 1.68, 1.0, 11.215, 43.417
75.txt, 5.83, 2.7, 1.87, 1.79, 1.84, 1.0, 12.48, 36.747
200.txt, 3.55, 1.82, 1.23, 1.71, 1.55, 1.0, 12.268, 38.745
98.txt, 5.73, 2.18, 1.36, 1.67, 1.46, 1.07, 9.93, 57.59
152.txt, 4.9, 2.5, 1.2, 1.88, 1.48, 1.0, 13.627, 33.927
301.txt, 7.61, 4.14, 2.37, 1.97, 2.27, 1.0, 10.35, 44.714
104.txt, 5.6, 2.87, 1.53, 1.6, 1.56, 1.0, 12.136, 40.286
373.txt, 4.31, 2.23, 1.38, 2.0, 1.9, 1.0, 12.611, 36.545
381.txt, 4.07, 1.93, 1.44, 1.91, 2.02, 1.0, 11.631, 40.899
265.txt, 4.73, 2.4, 1.27, 1.94, 1.75, 1.0, 11.003, 42.764
471.txt, 6.5, 2.33, 2.0, 2.06, 1.57, 1.0, 10.067, 43.366
554.txt, 3.92, 2.08, 1.15, 1.67, 1.52, 1.0, 13.273, 38.872
258.txt, 4.94, 2.41, 1.59, 1.77, 1.66, 1.0, 13.87, 31.151
315.txt, 4.59, 1.69, 1.66, 1.76, 1.78, 1.0, 14.636, 28.429
509.txt, 5.53, 2.6, 1.87, 2.08, 1.69, 1.0, 11.657, 41.355
344.txt, 4.65, 2.35, 1.59, 1.96, 1.8, 1.0, 12.134, 35.546
371.txt, 3.0, 2.0, 1.0, 2.05, 1.79, 1.0, 11.388, 42.104
480.txt, 4.19, 2.05, 1.38, 1.98, 1.79, 1.0, 12.362, 40.321
507.txt, 6.28, 2.5, 2.44, 1.92, 2.16, 1.04, 14.595, 26.041
222.txt, 9.0, 1.0, 4.5, 3.11, 1.5, 1.0, 11.855, 30.707
255.txt, 6.44, 3.22, 1.78, 1.77, 1.76, 1.03, 9.568, 49.467
181.txt, 4.71, 1.89, 1.79, 1.79, 1.62, 1.0, 11.785, 44.629
215.txt, 8.5, 1.0, 3.0, 2.71, 1.5, 1.0, 13.789, 28.335
144.txt, 4.18, 2.29, 1.24, 1.85, 1.46, 1.0, 11.886, 41.736
443.txt, 4.34, 2.34, 0.97, 1.79, 1.87, 1.0, 11.111, 46.24
348.txt, 5.23, 2.08, 1.91, 1.99, 1.9, 1.0, 13.078, 36.751
515.txt, 5.55, 2.28, 2.21, 1.66, 1.75, 1.0, 11.849, 40.112
244.txt, 7.26, 2.26, 3.16, 1.78, 1.58, 1.0, 12.916, 38.654
197.txt, 6.93, 2.93, 1.8, 1.82, 1.64, 1.0, 10.392, 50.955
544.txt, 3.6, 2.07, 1.4, 1.83, 1.81, 1.0, 12.875, 38.771
431.txt, 3.6, 1.8, 1.4, 1.89, 1.78, 1.0, 11.286, 42.251
217.txt, 4.18, 2.55, 1.09, 1.93, 1.82, 1.0, 11.219, 43.644
345.txt, 4.0, 1.83, 1.67, 2.15, 2.0, 1.0, 10.967, 46.319
238.txt, 7.68, 2.58, 3.11, 1.78, 1.65, 1.0, 11.514, 41.363
223.txt, 6.88, 2.5, 1.88, 2.35, 1.6, 1.0, 12.268, 40.866
393.txt, 5.7, 2.4, 1.51, 1.87, 1.82, 1.01, 12.391, 42.567
419.txt, 4.16, 1.84, 1.68, 2.03, 1.94, 1.0, 10.42, 47.906
196.txt, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 15.251, 6.359
362.txt, 4.44, 2.2, 1.6, 1.94, 1.55, 1.0, 10.71, 49.438
66.txt, 6.97, 3.0, 2.02, 1.71, 1.86, 1.0, 11.284, 44.391
136.txt, 3.38, 2.13, 0.75, 1.74, 1.79, 1.0, 12.03, 37.29
552.txt, 3.92, 2.0, 0.92, 1.74, 1.96, 1.0, 11.695, 43.709
138.txt, 5.46, 2.29, 1.54, 1.69, 1.78, 1.0, 12.78, 37.704
368.txt, 4.07, 2.2, 1.27, 1.89, 2.0, 1.0, 11.161, 45.429
486.txt, 6.8, 3.2, 2.2, 2.02, 2.13, 1.0, 13.301, 30.637
270.txt, 4.13, 2.75, 1.0, 1.94, 1.64, 1.0, 12.411, 42.15
402.txt, 3.45, 1.82, 1.27, 2.05, 1.7, 1.0, 12.689, 38.329
199.txt, 4.69, 2.77, 1.38, 1.77, 1.72, 1.0, 10.834, 46.758
192.txt, 5.3, 2.36, 1.73, 1.74, 1.72, 1.01, 11.264, 47.631
310.txt, 4.21, 2.29, 1.29, 2.02, 1.78, 1.0, 12.267, 40.758
458.txt, 4.62, 2.38, 1.38, 1.85, 2.0, 1.0, 14.184, 29.661
296.txt, 3.33, 2.2, 0.8, 1.94, 1.88, 1.0, 10.787, 45.119
118.txt, 5.0, 2.5, 1.6, 2.0, 1.52, 1.06, 11.809, 41.762
110.txt, 5.86, 2.71, 1.71, 1.78, 1.68, 1.0, 10.635, 48.99
198.txt, 5.12, 2.65, 1.71, 1.83, 1.6, 1.0, 11.576, 46.312
355.txt, 3.33, 2.0, 1.11, 1.97, 1.72, 1.0, 13.294, 34.228
135.txt, 4.47, 2.24, 1.35, 1.64, 1.5, 1.0, 12.492, 36.793
216.txt, 4.18, 2.55, 1.09, 1.93, 1.82, 1.0, 11.219, 43.644
410.txt, 5.28, 2.24, 1.75, 1.9, 2.03, 1.01, 12.976, 34.9
326.txt, 4.0, 2.11, 1.11, 2.08, 1.74, 1.0, 11.672, 42.225
494.txt, 5.04, 2.17, 1.67, 1.79, 1.81, 1.0, 14.608, 24.244
498.txt, 5.33, 2.33, 1.5, 2.02, 1.9, 1.0, 12.805, 31.67
440.txt, 6.15, 2.5, 2.08, 2.04, 1.8, 1.0, 14.344, 28.497
541.txt, 6.26, 2.24, 2.66, 1.8, 1.75, 1.0, 14.74, 28.86
503.txt, 5.15, 1.99, 1.73, 1.95, 1.67, 1.01, 13.414, 33.102
176.txt, 6.47, 2.67, 2.0, 1.67, 1.68, 1.02, 12.182, 41.74
510.txt, 4.18, 1.88, 1.35, 1.86, 1.84, 1.0, 13.683, 33.254
323.txt, 5.29, 2.48, 1.38, 1.72, 1.93, 1.0, 13.404, 35.521
288.txt, 4.29, 2.57, 1.07, 1.68, 1.72, 1.0, 12.049, 43.831
275.txt, 2.89, 2.0, 0.78, 1.81, 1.61, 1.0, 12.03, 42.432
316.txt, 3.3, 1.9, 1.1, 2.03, 1.74, 1.0, 11.13, 43.441
357.txt, 4.87, 2.29, 1.26, 1.83, 2.07, 1.0, 12.946, 35.327
555.txt, 4.17, 1.88, 1.29, 1.82, 1.71, 1.0, 12.18, 41.858
560.txt, 3.94, 1.97, 1.48, 1.98, 1.82, 1.0, 12.272, 37.301
256.txt, 5.42, 2.67, 1.92, 2.22, 1.63, 1.04, 11.809, 38.381
253.txt, 6.45, 2.55, 2.27, 2.2, 1.61, 1.0, 13.748, 27.532
305.txt, 7.4, 4.09, 2.27, 1.96, 2.28, 1.0, 10.313, 45.647
516.txt, 5.05, 2.14, 1.55, 1.72, 1.81, 1.0, 12.826, 42.067
119.txt, 7.17, 2.87, 2.26, 1.7, 1.53, 1.02, 11.487, 43.188
141.txt, 4.5, 2.5, 1.5, 1.69, 1.53, 1.0, 11.351, 44.204
470.txt, 6.0, 1.9, 1.9, 1.95, 1.68, 1.0, 10.792, 42.552
278.txt, 5.74, 2.65, 1.91, 1.78, 1.64, 1.05, 11.643, 40.248
491.txt, 3.67, 2.0, 1.33, 2.09, 1.92, 1.0, 12.177, 39.161
242.txt, 3.09, 1.64, 1.27, 2.24, 1.61, 1.0, 12.865, 35.802
172.txt, 4.67, 2.44, 1.67, 1.98, 1.55, 1.07, 13.629, 33.365
400.txt, 4.52, 2.2, 1.36, 1.99, 1.69, 1.0, 14.619, 27.075
277.txt, 7.0, 1.5, 3.0, 1.43, 1.33, 1.0, 13.897, 35.914
132.txt, 6.07, 2.8, 2.07, 1.84, 1.5, 1.0, 12.867, 35.247
519.txt, 4.19, 1.63, 1.5, 1.9, 1.85, 1.0, 12.168, 41.607
343.txt, 3.8, 1.7, 1.4, 2.0, 1.71, 1.0, 12.838, 35.828
350.txt, 3.0, 0.0, 2.0, 1.67, 0.0, 1.0, 11.891, 18.444
540.txt, 5.42, 2.37, 2.37, 1.84, 1.89, 1.0, 14.424, 31.622
342.txt, 3.86, 1.86, 1.36, 1.8, 2.0, 1.0, 13.852, 36.604
125.txt, 5.92, 2.62, 1.92, 1.84, 1.59, 1.0, 11.733, 42.564
158.txt, 5.24, 2.59, 1.29, 1.66, 1.84, 1.0, 10.364, 51.55
169.txt, 3.57, 2.43, 1.0, 1.96, 1.65, 1.0, 11.486, 43.28
334.txt, 5.23, 1.98, 1.81, 1.96, 1.61, 1.0, 14.006, 31.029
245.txt, 3.59, 1.68, 1.14, 1.89, 1.49, 1.0, 13.202, 38.282
106.txt, 5.43, 2.61, 1.7, 1.74, 1.83, 1.0, 9.702, 52.183
331.txt, 4.95, 1.89, 2.05, 2.0, 1.56, 1.0, 12.865, 36.558
528.txt, 4.73, 2.27, 1.47, 1.97, 1.97, 1.0, 13.725, 33.496
403.txt, 4.33, 2.29, 1.0, 1.8, 1.8, 1.0, 13.745, 37.651
561.txt, 4.79, 2.16, 1.74, 2.0, 1.76, 1.0, 11.647, 44.443
67.txt, 6.29, 3.14, 1.29, 2.48, 1.5, 1.0, 11.456, 42.251
211.txt, 7.5, 1.5, 2.0, 3.0, 1.33, 1.0, 14.1, 25.703
422.txt, 6.11, 2.78, 2.11, 1.84, 2.34, 1.05, 11.224, 44.362
317.txt, 3.72, 1.9, 0.93, 1.79, 1.75, 1.0, 12.074, 38.399
168.txt, 6.8, 3.36, 1.07, 1.43, 1.56, 1.05, 11.83, 45.439
145.txt, 6.43, 2.73, 2.03, 1.75, 1.62, 1.0, 11.143, 43.603
182.txt, 4.56, 2.33, 1.56, 1.8, 1.57, 1.0, 11.464, 48.233
88.txt, 12.04, 5.35, 3.08, 1.88, 1.91, 1.0, 12.902, 29.051
220.txt, 11.5, 1.5, 6.0, 2.17, 1.33, 1.0, 12.449, 35.322
424.txt, 3.8, 1.95, 1.25, 2.07, 2.05, 1.0, 12.883, 37.383
189.txt, 4.54, 2.15, 1.5, 1.82, 1.59, 1.03, 11.309, 47.212
375.txt, 5.46, 2.68, 1.54, 1.92, 1.76, 1.0, 13.461, 31.627
382.txt, 4.69, 2.23, 1.85, 2.0, 1.69, 1.0, 12.86, 33.078
364.txt, 4.21, 2.03, 1.38, 2.02, 1.92, 1.0, 12.127, 39.754
452.txt, 5.29, 2.18, 1.57, 1.84, 1.9, 1.0, 14.319, 30.541
340.txt, 5.96, 2.64, 1.77, 1.86, 1.77, 1.0, 13.775, 32.362
439.txt, 4.73, 2.08, 1.64, 1.76, 1.74, 1.03, 12.711, 37.39
398.txt, 5.24, 2.28, 1.59, 1.88, 1.92, 1.0, 11.796, 41.353
535.txt, 5.0, 2.45, 1.85, 1.85, 1.69, 1.0, 14.095, 28.402
446.txt, 4.3, 2.1, 1.5, 2.12, 1.76, 1.0, 11.179, 45.858
429.txt, 4.53, 2.47, 1.03, 1.79, 1.87, 1.0, 12.393, 39.19
537.txt, 6.88, 2.84, 2.2, 1.79, 1.69, 1.01, 13.659, 33.411
390.txt, 4.83, 2.22, 1.72, 1.97, 1.73, 1.03, 11.982, 40.71
394.txt, 3.0, 2.0, 1.0, 2.05, 1.79, 1.0, 11.388, 42.104
272.txt, 2.9, 2.0, 0.8, 1.93, 1.6, 1.0, 11.972, 41.147
308.txt, 3.86, 1.62, 1.57, 1.9, 1.74, 1.0, 13.628, 28.275
