Filename,NP/S,VP/S,PP/S,NPlen,VPlen,PPlen,cli,fks
469.txt, 4.33, 2.11, 1.22, 1.62, 1.74, 1.0, 11.486, 44.239
483.txt, 3.2, 1.9, 1.0, 1.81, 2.11, 1.0, 12.068, 35.856
448.txt, 5.0, 2.83, 1.33, 1.73, 1.94, 1.0, 10.649, 47.516
11.txt, 3.57, 2.14, 1.0, 1.88, 1.8, 1.0, 11.36, 47.244
322.txt, 4.36, 2.14, 1.32, 1.94, 1.45, 1.0, 12.633, 41.991
291.txt, 4.55, 1.9, 1.65, 1.9, 1.76, 1.0, 10.299, 49.424
252.txt, 3.83, 2.33, 1.17, 1.91, 2.14, 1.0, 9.545, 51.358
113.txt, 3.75, 1.89, 1.11, 1.66, 1.58, 1.0, 12.897, 36.602
435.txt, 4.78, 2.22, 1.44, 1.77, 1.7, 1.0, 9.975, 46.581
154.txt, 5.03, 2.32, 1.45, 1.76, 1.82, 1.0, 10.604, 49.014
231.txt, 4.0, 2.5, 1.17, 1.83, 2.0, 1.0, 10.245, 50.907
462.txt, 4.17, 2.5, 1.33, 1.84, 2.07, 1.0, 9.727, 51.304
352.txt, 6.29, 2.86, 2.0, 2.48, 1.65, 1.0, 8.83, 56.03
221.txt, 3.2, 1.9, 0.9, 1.69, 1.68, 1.0, 10.693, 41.056
264.txt, 6.31, 2.62, 2.0, 1.84, 1.71, 1.0, 10.592, 51.12
324.txt, 4.17, 2.5, 1.17, 1.84, 1.93, 1.0, 9.44, 53.578
234.txt, 8.2, 2.9, 2.6, 1.68, 1.76, 1.0, 8.833, 48.76
408.txt, 4.17, 2.5, 1.17, 1.84, 2.0, 1.0, 10.059, 50.907
406.txt, 5.67, 2.07, 1.6, 1.92, 1.58, 1.0, 7.098, 63.982
170.txt, 3.88, 2.5, 1.13, 2.1, 1.7, 1.0, 11.689, 42.394
465.txt, 4.5, 2.25, 1.75, 1.94, 1.78, 1.0, 10.916, 48.186
409.txt, 3.63, 2.13, 1.38, 2.07, 1.94, 1.0, 9.351, 54.254
386.txt, 3.71, 2.43, 1.29, 2.08, 1.76, 1.0, 10.795, 46.465
93.txt, 5.03, 1.9, 1.11, 1.66, 1.41, 1.0, 8.266, 64.942
42.txt, 4.9, 2.35, 1.43, 1.8, 1.77, 1.0, 8.842, 55.733
218.txt, 4.39, 2.13, 1.03, 1.65, 1.65, 1.0, 10.337, 51.13
73.txt, 4.5, 2.3, 1.05, 1.84, 1.7, 1.0, 12.577, 42.795
251.txt, 6.0, 2.72, 1.5, 1.59, 1.63, 1.0, 8.641, 51.405
57.txt, 4.0, 2.5, 1.17, 1.96, 2.07, 1.0, 10.28, 50.476
320.txt, 8.36, 3.45, 2.09, 1.9, 1.79, 1.0, 9.424, 52.862
31.txt, 2.9, 1.8, 1.1, 1.83, 1.78, 1.0, 11.774, 40.932
453.txt, 3.71, 1.71, 1.36, 1.92, 2.0, 1.0, 10.322, 46.144
383.txt, 4.33, 2.44, 1.11, 2.23, 1.68, 1.0, 10.122, 45.486
87.txt, 14.38, 6.13, 5.0, 1.94, 1.84, 1.0, 9.658, 33.225
17.txt, 4.14, 2.29, 1.14, 1.93, 1.94, 1.0, 10.059, 54.712
232.txt, 5.0, 2.29, 2.43, 1.83, 1.69, 1.0, 11.143, 45.422
109.txt, 5.9, 2.42, 1.42, 1.75, 1.54, 1.01, 8.276, 61.276
333.txt, 3.44, 1.89, 1.11, 2.06, 1.76, 1.0, 11.005, 46.976
461.txt, 4.71, 2.29, 1.71, 1.94, 1.88, 1.0, 9.819, 47.134
330.txt, 3.18, 1.82, 1.18, 2.11, 1.7, 1.0, 11.384, 41.888
367.txt, 5.09, 2.09, 1.36, 1.73, 1.48, 1.0, 11.724, 43.393
180.txt, 4.64, 2.57, 1.14, 1.78, 1.75, 1.0, 10.356, 49.467
166.txt, 5.9, 3.33, 1.29, 1.79, 1.79, 1.0, 10.686, 53.035
401.txt, 5.15, 1.75, 1.85, 1.76, 1.77, 1.03, 6.828, 56.912
161.txt, 4.58, 2.45, 1.21, 1.89, 1.72, 1.0, 12.651, 41.877
304.txt, 4.22, 2.11, 1.22, 1.74, 1.63, 1.0, 11.546, 43.543
122.txt, 4.39, 2.32, 0.84, 1.51, 1.73, 1.0, 9.588, 55.851
336.txt, 4.71, 2.71, 1.14, 1.88, 1.84, 1.0, 10.144, 51.751
194.txt, 4.69, 2.69, 0.92, 1.66, 1.91, 1.0, 10.662, 51.478
126.txt, 5.26, 2.7, 1.43, 1.62, 1.77, 1.0, 9.875, 52.793
55.txt, 5.28, 2.86, 1.31, 1.57, 1.82, 1.0, 10.235, 52.742
260.txt, 4.21, 2.14, 1.14, 1.88, 1.57, 1.0, 8.958, 51.12
482.txt, 4.67, 2.5, 1.33, 1.71, 2.07, 1.0, 10.27, 47.361
423.txt, 4.0, 2.67, 1.17, 1.83, 2.13, 1.0, 9.549, 53.013
121.txt, 5.38, 2.75, 1.13, 1.57, 1.82, 1.0, 10.01, 55.101
412.txt, 5.81, 2.12, 2.08, 1.77, 1.69, 1.0, 6.795, 60.965
445.txt, 4.83, 2.17, 2.0, 1.97, 1.85, 1.0, 12.583, 41.468
478.txt, 3.88, 2.13, 1.0, 1.84, 2.0, 1.0, 11.767, 47.253
303.txt, 4.0, 2.5, 1.17, 2.0, 2.07, 1.0, 10.314, 45.816
204.txt, 3.7, 2.0, 0.7, 1.63, 2.0, 1.0, 10.296, 51.422
273.txt, 6.17, 2.58, 1.5, 1.85, 1.65, 1.11, 7.931, 51.107
203.txt, 4.7, 2.12, 1.48, 1.77, 1.66, 1.0, 10.775, 51.331
62.txt, 5.32, 2.48, 1.76, 1.86, 1.85, 1.0, 10.435, 50.567
148.txt, 4.17, 2.5, 1.17, 1.8, 1.93, 1.0, 10.108, 52.473
337.txt, 4.33, 1.47, 0.93, 1.78, 1.77, 1.0, 8.178, 55.474
477.txt, 5.27, 2.13, 2.2, 2.05, 1.59, 1.0, 9.71, 45.387
464.txt, 4.83, 2.25, 1.67, 1.91, 1.63, 1.0, 10.293, 48.986
77.txt, 4.0, 2.33, 1.5, 1.83, 2.21, 1.0, 10.314, 48.432
389.txt, 7.0, 2.89, 1.89, 1.84, 1.65, 1.0, 6.987, 55.8
262.txt, 8.38, 3.0, 1.81, 1.54, 1.81, 1.0, 8.738, 48.907
24.txt, 3.57, 2.0, 1.71, 1.84, 2.0, 1.0, 11.325, 42.135
433.txt, 5.38, 3.0, 2.0, 1.91, 1.63, 1.0, 10.707, 45.997
284.txt, 9.18, 3.18, 1.73, 1.64, 1.43, 1.0, 7.884, 53.644
10.txt, 4.29, 2.43, 1.43, 1.77, 1.59, 1.0, 11.719, 44.548
302.txt, 6.55, 3.0, 2.0, 1.86, 1.82, 1.0, 10.016, 51.25
213.txt, 4.67, 2.5, 1.33, 1.79, 1.87, 1.0, 10.321, 50.45
428.txt, 3.86, 2.29, 1.14, 1.78, 1.88, 1.0, 10.234, 50.497
150.txt, 5.45, 2.28, 1.45, 1.66, 1.64, 1.0, 11.072, 47.941
307.txt, 5.0, 2.36, 1.27, 1.75, 1.71, 1.0, 8.55, 53.68
27.txt, 3.13, 1.88, 1.13, 2.08, 1.73, 1.0, 12.303, 34.669
285.txt, 4.0, 2.5, 1.17, 1.83, 2.13, 1.0, 10.236, 47.621
414.txt, 3.44, 2.11, 1.0, 1.9, 1.74, 1.0, 11.831, 41.781
325.txt, 2.82, 1.64, 1.18, 2.03, 1.72, 1.0, 10.191, 47.945
36.txt, 5.53, 2.4, 1.93, 1.77, 1.74, 1.0, 11.557, 45.336
271.txt, 3.71, 2.0, 1.0, 1.85, 2.0, 1.0, 9.948, 50.605
436.txt, 4.33, 2.33, 1.67, 1.81, 2.07, 1.0, 10.708, 47.293
287.txt, 4.22, 2.11, 1.33, 1.74, 1.68, 1.0, 11.028, 45.382
99.txt, 4.29, 2.17, 1.38, 2.08, 1.85, 1.0, 11.513, 46.421
319.txt, 4.42, 1.95, 1.42, 1.87, 1.59, 1.0, 10.165, 50.056
413.txt, 4.17, 2.33, 1.17, 1.84, 2.14, 1.0, 10.586, 48.714
455.txt, 4.6, 2.2, 1.5, 2.0, 1.73, 1.0, 10.601, 38.781
69.txt, 2.89, 1.78, 1.0, 1.92, 1.88, 1.0, 11.536, 42.828
2.txt, 5.67, 2.67, 2.33, 1.91, 1.63, 1.0, 13.052, 38.923
289.txt, 4.8, 2.2, 1.7, 1.9, 2.05, 1.0, 11.46, 42.687
496.txt, 4.67, 2.47, 1.07, 1.77, 1.54, 1.0, 12.238, 38.524
16.txt, 4.14, 2.29, 1.14, 1.93, 1.94, 1.0, 10.059, 54.712
247.txt, 6.5, 2.92, 1.17, 1.6, 1.63, 1.0, 9.641, 51.36
48.txt, 3.67, 2.22, 1.11, 1.76, 1.65, 1.0, 11.542, 47.382
361.txt, 3.88, 2.29, 1.35, 1.91, 1.67, 1.0, 9.132, 48.2
206.txt, 6.85, 3.31, 1.77, 1.67, 1.88, 1.0, 10.868, 49.608
130.txt, 4.69, 2.54, 1.23, 1.69, 1.61, 1.0, 11.28, 46.301
329.txt, 5.36, 2.0, 1.73, 1.97, 1.73, 1.0, 9.522, 52.383
354.txt, 4.0, 2.33, 1.17, 1.88, 2.0, 1.0, 9.983, 49.7
1.txt, 3.11, 2.0, 1.11, 1.89, 1.89, 1.0, 11.739, 48.212
351.txt, 5.4, 2.5, 1.5, 1.96, 1.56, 1.0, 9.169, 54.21
164.txt, 4.67, 3.17, 1.33, 1.75, 1.84, 1.0, 10.621, 48.053
227.txt, 4.0, 2.0, 1.5, 2.04, 1.83, 1.0, 11.282, 45.262
261.txt, 5.25, 3.13, 1.38, 1.67, 1.84, 1.0, 9.306, 50.18
481.txt, 5.11, 2.67, 1.56, 1.73, 1.69, 1.0, 10.312, 58.572
399.txt, 3.88, 1.75, 1.25, 1.87, 1.71, 1.0, 10.513, 48.829
79.txt, 4.72, 2.24, 1.28, 1.77, 1.72, 1.0, 11.475, 47.021
19.txt, 4.83, 2.83, 1.33, 1.79, 1.88, 1.0, 9.975, 55.068
89.txt, 6.18, 2.77, 2.0, 1.83, 1.75, 1.0, 9.876, 50.935
14.txt, 4.14, 2.29, 1.14, 1.93, 1.94, 1.0, 10.059, 54.712
292.txt, 3.56, 1.89, 1.11, 2.0, 1.65, 1.0, 13.064, 36.197
370.txt, 4.78, 2.0, 1.5, 2.19, 1.47, 1.0, 9.236, 49.781
441.txt, 4.57, 2.14, 1.57, 1.91, 1.8, 1.0, 11.31, 48.324
463.txt, 4.22, 2.22, 1.56, 1.84, 1.75, 1.0, 10.251, 50.01
387.txt, 3.22, 2.0, 1.11, 2.03, 1.72, 1.0, 11.299, 44.911
485.txt, 4.96, 2.5, 1.13, 1.55, 1.73, 1.0, 11.632, 42.596
76.txt, 3.25, 1.92, 1.0, 1.92, 2.04, 1.0, 11.896, 44.197
279.txt, 5.25, 2.38, 1.63, 2.21, 1.37, 1.04, 9.051, 48.887
23.txt, 4.25, 2.5, 1.25, 1.65, 1.7, 1.0, 11.538, 43.82
97.txt, 4.68, 2.13, 1.66, 1.87, 1.72, 1.0, 11.145, 47.49
84.txt, 5.04, 2.29, 1.11, 1.68, 1.42, 1.0, 8.639, 64.094
78.txt, 5.88, 3.13, 1.25, 1.64, 1.84, 1.0, 10.793, 52.327
276.txt, 4.6, 2.1, 1.2, 1.72, 1.67, 1.0, 9.355, 51.828
137.txt, 4.84, 2.37, 1.21, 1.68, 1.56, 1.0, 11.357, 47.247
235.txt, 10.9, 3.7, 3.1, 1.57, 1.78, 1.0, 6.386, 54.817
338.txt, 4.0, 1.92, 1.62, 2.19, 1.68, 1.0, 9.155, 54.72
74.txt, 4.57, 2.29, 1.24, 1.67, 2.02, 1.0, 11.769, 41.091
165.txt, 4.36, 2.82, 0.91, 1.73, 1.77, 1.0, 11.001, 47.382
267.txt, 3.0, 1.85, 0.85, 1.95, 1.75, 1.0, 10.983, 47.147
266.txt, 3.45, 2.27, 1.0, 2.53, 1.6, 1.0, 11.585, 43.432
438.txt, 3.25, 2.0, 0.83, 1.82, 1.75, 1.0, 11.202, 40.384
3.txt, 5.27, 2.53, 1.27, 1.75, 1.53, 1.0, 10.27, 54.948
160.txt, 5.58, 2.76, 1.42, 1.74, 1.53, 1.0, 11.247, 49.438
94.txt, 6.8, 3.8, 1.8, 2.32, 1.74, 1.0, 10.896, 44.958
497.txt, 7.27, 3.45, 1.45, 1.6, 1.39, 1.0, 11.088, 43.622
105.txt, 5.37, 2.58, 1.58, 1.76, 1.8, 1.03, 11.365, 44.109
64.txt, 4.17, 2.17, 1.17, 1.76, 2.08, 1.0, 10.864, 48.235
108.txt, 3.9, 2.2, 1.1, 1.85, 1.73, 1.0, 12.841, 38.319
103.txt, 5.59, 2.66, 1.02, 1.38, 1.59, 1.0, 11.151, 45.177
479.txt, 4.3, 2.5, 0.8, 1.67, 1.76, 1.0, 11.873, 45.431
49.txt, 5.21, 2.29, 1.33, 1.71, 2.05, 1.0, 9.59, 55.31
467.txt, 5.4, 2.8, 1.6, 1.78, 2.07, 1.0, 10.739, 49.114
155.txt, 4.86, 2.55, 0.93, 1.54, 1.67, 1.0, 8.621, 57.351
493.txt, 4.62, 2.54, 1.46, 1.97, 1.61, 1.0, 11.672, 44.232
360.txt, 4.15, 2.38, 1.23, 2.28, 1.77, 1.06, 10.704, 41.941
495.txt, 5.36, 2.43, 1.36, 1.71, 1.59, 1.0, 11.36, 40.775
332.txt, 4.0, 2.33, 1.17, 1.92, 2.07, 1.0, 10.464, 48.714
127.txt, 4.45, 2.17, 0.93, 1.73, 1.52, 1.0, 13.067, 35.095
5.txt, 4.92, 2.58, 1.42, 1.86, 1.52, 1.0, 12.43, 45.987
95.txt, 5.0, 2.46, 1.2, 1.45, 1.81, 1.0, 9.784, 53.284
212.txt, 4.27, 2.19, 1.19, 1.81, 1.89, 1.0, 9.851, 55.311
451.txt, 3.56, 1.89, 1.56, 1.91, 1.71, 1.0, 10.199, 47.451
377.txt, 3.62, 1.92, 1.23, 1.81, 1.68, 1.0, 11.095, 46.216
61.txt, 4.43, 2.26, 1.22, 1.79, 1.67, 1.04, 11.498, 46.658
75.txt, 4.79, 2.71, 1.36, 1.82, 1.66, 1.0, 10.874, 51.041
200.txt, 4.17, 2.5, 1.17, 1.88, 1.93, 1.0, 10.28, 51.358
98.txt, 4.65, 2.29, 1.65, 1.89, 1.9, 1.04, 11.748, 45.702
152.txt, 4.76, 2.63, 1.17, 1.69, 1.98, 1.02, 9.769, 57.426
301.txt, 9.45, 3.82, 2.36, 1.86, 1.62, 1.0, 8.414, 49.577
104.txt, 4.5, 1.79, 1.5, 1.73, 1.7, 1.0, 11.398, 43.527
373.txt, 5.1, 2.3, 1.4, 1.65, 1.57, 1.0, 9.936, 50.057
381.txt, 6.08, 2.46, 2.38, 1.92, 1.53, 1.0, 8.218, 59.567
265.txt, 4.33, 2.67, 1.33, 1.88, 1.94, 1.0, 10.648, 47.621
471.txt, 7.1, 2.5, 3.0, 1.82, 1.6, 1.0, 10.024, 48.396
258.txt, 4.13, 2.63, 1.25, 1.82, 1.67, 1.0, 12.035, 42.037
315.txt, 4.33, 2.22, 1.22, 1.77, 1.75, 1.0, 11.441, 45.258
344.txt, 4.64, 2.0, 1.27, 1.84, 1.77, 1.0, 8.273, 52.988
22.txt, 3.63, 2.63, 1.0, 2.07, 1.67, 1.0, 11.296, 47.383
371.txt, 4.0, 2.17, 1.33, 1.83, 2.15, 1.0, 10.426, 49.7
480.txt, 3.67, 2.22, 0.89, 1.91, 2.05, 1.0, 11.902, 44.891
52.txt, 2.83, 1.67, 0.83, 1.85, 1.9, 1.0, 11.651, 43.516
222.txt, 4.62, 2.38, 1.38, 1.53, 1.61, 1.0, 9.769, 42.028
38.txt, 4.5, 2.67, 1.33, 1.7, 1.88, 1.0, 10.586, 48.714
255.txt, 8.91, 3.36, 2.91, 1.96, 1.41, 1.0, 6.684, 59.821
181.txt, 3.88, 1.81, 0.97, 1.84, 1.57, 1.06, 11.293, 47.849
215.txt, 4.52, 2.44, 1.0, 1.66, 1.71, 1.0, 9.443, 54.494
144.txt, 5.04, 2.64, 1.04, 1.56, 1.82, 1.0, 10.514, 52.929
443.txt, 4.83, 2.17, 2.0, 1.97, 1.85, 1.0, 12.265, 44.516
348.txt, 4.58, 2.42, 1.33, 1.95, 1.55, 1.0, 8.614, 57.06
244.txt, 6.82, 2.41, 1.82, 1.67, 1.71, 1.0, 5.934, 64.137
197.txt, 5.12, 2.71, 1.29, 1.56, 1.59, 1.0, 10.925, 49.865
431.txt, 5.56, 2.78, 2.0, 1.76, 1.76, 1.0, 10.143, 48.939
217.txt, 4.0, 1.9, 1.1, 1.51, 1.92, 1.0, 10.549, 53.086
33.txt, 3.83, 1.77, 1.37, 1.95, 1.49, 1.0, 11.803, 39.971
345.txt, 5.11, 2.22, 2.17, 1.77, 1.63, 1.0, 8.768, 52.646
238.txt, 5.67, 2.44, 2.0, 1.57, 1.59, 1.0, 8.582, 49.404
223.txt, 3.83, 1.75, 1.42, 1.63, 1.67, 1.0, 12.021, 37.711
393.txt, 4.11, 2.0, 1.06, 1.76, 1.42, 1.0, 10.518, 49.158
419.txt, 4.29, 2.0, 1.21, 1.85, 1.43, 1.0, 11.867, 41.615
196.txt, 6.28, 3.04, 1.4, 1.66, 1.64, 1.0, 10.641, 54.854
21.txt, 3.71, 2.14, 1.29, 1.69, 1.8, 1.0, 11.795, 41.747
362.txt, 4.33, 2.67, 1.17, 1.85, 1.94, 1.0, 10.408, 49.883
66.txt, 5.38, 2.75, 1.5, 1.79, 1.77, 1.0, 9.518, 51.144
136.txt, 4.84, 2.53, 0.89, 1.99, 1.67, 1.0, 10.141, 50.143
138.txt, 4.65, 2.23, 1.23, 1.73, 1.88, 1.0, 9.489, 59.155
368.txt, 5.65, 2.41, 1.88, 1.98, 1.59, 1.0, 10.19, 45.262
486.txt, 5.09, 2.57, 1.09, 1.96, 1.46, 1.0, 11.986, 33.356
43.txt, 3.76, 1.84, 1.14, 1.81, 1.75, 1.02, 10.579, 49.251
270.txt, 6.82, 1.91, 1.59, 1.55, 1.38, 1.0, 4.21, 64.294
402.txt, 4.0, 2.5, 1.17, 1.79, 2.0, 1.0, 9.812, 53.578
8.txt, 4.0, 2.17, 1.33, 1.92, 2.0, 1.0, 11.118, 48.467
199.txt, 4.11, 2.56, 1.0, 1.86, 1.61, 1.0, 11.307, 50.313
192.txt, 4.33, 2.33, 1.17, 1.77, 2.21, 1.0, 10.848, 47.485
310.txt, 6.84, 2.63, 1.79, 1.81, 1.56, 1.0, 10.146, 46.628
458.txt, 4.17, 1.83, 1.58, 2.02, 1.68, 1.0, 10.663, 46.647
296.txt, 7.54, 2.62, 1.77, 1.63, 1.76, 1.0, 8.581, 54.496
118.txt, 4.28, 2.28, 1.06, 1.64, 1.78, 1.0, 10.484, 43.742
110.txt, 5.43, 3.14, 1.57, 2.0, 1.64, 1.0, 11.587, 46.55
198.txt, 4.88, 2.75, 0.96, 1.66, 1.82, 1.0, 11.533, 47.733
355.txt, 4.14, 2.43, 1.43, 2.03, 1.82, 1.0, 11.609, 43.945
135.txt, 4.67, 2.71, 0.94, 1.71, 1.78, 1.0, 10.746, 48.239
216.txt, 2.56, 1.31, 0.51, 1.67, 1.9, 1.0, 11.566, 42.227
410.txt, 5.6, 2.4, 1.8, 1.79, 1.69, 1.0, 7.797, 55.365
326.txt, 4.42, 2.0, 1.75, 1.92, 1.5, 1.0, 9.477, 51.96
50.txt, 4.68, 2.24, 1.28, 1.91, 1.48, 1.0, 9.113, 54.835
494.txt, 4.38, 2.19, 1.56, 1.99, 1.8, 1.0, 10.439, 48.723
498.txt, 4.67, 2.5, 1.33, 2.04, 1.93, 1.0, 10.083, 50.478
440.txt, 6.29, 2.36, 1.93, 1.93, 1.48, 1.0, 8.215, 51.932
176.txt, 5.0, 3.2, 1.7, 1.86, 1.72, 1.0, 11.033, 49.251
323.txt, 4.82, 2.29, 1.59, 1.77, 1.82, 1.0, 9.647, 56.422
288.txt, 5.07, 2.36, 1.64, 1.9, 1.82, 1.0, 10.568, 49.556
275.txt, 6.1, 2.7, 1.4, 2.3, 1.63, 1.0, 7.709, 55.105
316.txt, 5.86, 2.29, 2.14, 1.83, 1.63, 1.0, 10.021, 50.822
357.txt, 6.82, 2.82, 1.45, 1.71, 1.94, 1.0, 8.404, 52.801
256.txt, 8.2, 2.8, 1.9, 1.54, 1.75, 1.0, 6.696, 61.094
253.txt, 4.56, 2.11, 1.67, 1.9, 1.68, 1.0, 9.105, 52.582
305.txt, 4.69, 2.54, 1.38, 1.64, 1.91, 1.0, 11.012, 42.746
119.txt, 4.34, 2.16, 1.06, 1.63, 1.7, 1.0, 10.831, 49.008
60.txt, 3.68, 1.84, 1.08, 1.91, 1.54, 1.0, 11.849, 43.256
141.txt, 4.13, 2.02, 0.89, 1.59, 1.73, 1.0, 9.564, 53.819
470.txt, 4.5, 2.3, 1.5, 1.76, 1.83, 1.07, 10.705, 48.398
278.txt, 6.71, 2.88, 1.41, 2.06, 1.31, 1.04, 7.219, 59.86
44.txt, 4.81, 2.33, 1.37, 1.65, 1.81, 1.0, 9.472, 57.848
7.txt, 2.75, 1.88, 1.13, 1.95, 1.93, 1.0, 11.815, 45.168
491.txt, 3.89, 2.22, 1.33, 1.97, 1.8, 1.0, 11.332, 45.688
242.txt, 5.14, 2.29, 1.64, 1.93, 1.56, 1.0, 9.901, 48.639
46.txt, 5.03, 2.41, 1.18, 1.61, 1.72, 1.0, 10.414, 54.733
172.txt, 5.5, 2.81, 1.69, 1.84, 1.56, 1.0, 10.091, 54.732
400.txt, 3.71, 1.86, 1.43, 1.88, 2.08, 1.0, 10.96, 47.244
32.txt, 4.09, 2.18, 1.32, 1.82, 1.65, 1.0, 10.048, 53.768
277.txt, 5.67, 2.08, 1.17, 1.65, 1.52, 1.0, 8.241, 51.305
132.txt, 5.6, 2.8, 2.2, 2.04, 2.14, 1.0, 10.462, 49.694
343.txt, 4.62, 2.05, 1.67, 1.8, 1.6, 1.0, 9.529, 50.724
350.txt, 3.75, 2.25, 1.13, 2.13, 1.72, 1.0, 9.598, 54.322
56.txt, 5.5, 3.13, 2.0, 2.07, 1.92, 1.0, 11.135, 43.193
342.txt, 4.33, 2.33, 1.22, 1.79, 1.81, 1.0, 11.144, 48.805
125.txt, 5.28, 2.36, 1.6, 1.55, 1.63, 1.0, 10.283, 48.793
158.txt, 5.33, 2.8, 1.2, 1.84, 1.81, 1.0, 12.528, 40.417
169.txt, 4.67, 3.17, 1.17, 1.75, 1.89, 1.0, 10.734, 47.485
334.txt, 4.36, 1.91, 1.27, 1.85, 1.71, 1.0, 10.073, 47.719
245.txt, 4.0, 2.33, 1.33, 1.79, 2.07, 1.0, 10.28, 48.714
41.txt, 4.82, 2.05, 1.55, 1.68, 1.53, 1.03, 11.12, 49.624
106.txt, 5.89, 2.89, 2.0, 2.02, 1.54, 1.0, 11.205, 47.885
331.txt, 2.93, 1.57, 1.14, 1.93, 2.05, 1.0, 10.587, 45.093
403.txt, 3.9, 2.3, 1.2, 1.85, 1.61, 1.0, 10.796, 49.758
67.txt, 5.33, 2.67, 1.83, 1.84, 2.06, 1.0, 9.011, 51.314
211.txt, 5.31, 2.77, 1.23, 1.58, 2.0, 1.0, 9.952, 53.033
422.txt, 5.0, 2.43, 1.29, 2.14, 1.94, 1.0, 11.447, 48.877
317.txt, 4.43, 1.93, 1.93, 1.84, 1.85, 1.0, 8.692, 55.07
168.txt, 6.48, 4.04, 1.0, 1.5, 1.89, 1.0, 8.534, 61.224
145.txt, 4.81, 2.33, 1.15, 1.62, 1.75, 1.0, 10.243, 52.937
182.txt, 5.57, 2.62, 1.67, 1.8, 1.85, 1.03, 10.989, 46.081
68.txt, 4.0, 2.33, 1.33, 1.96, 2.07, 1.0, 10.262, 50.45
88.txt, 5.5, 2.75, 1.38, 1.73, 1.71, 1.0, 9.834, 51.986
220.txt, 5.25, 3.0, 1.75, 1.9, 2.08, 1.0, 9.717, 50.16
40.txt, 3.29, 2.0, 0.65, 1.77, 1.68, 1.0, 9.216, 51.738
424.txt, 2.82, 1.64, 0.82, 1.87, 1.56, 1.0, 11.75, 43.113
189.txt, 6.5, 3.22, 1.78, 1.73, 1.74, 1.03, 10.215, 55.363
375.txt, 3.94, 2.06, 1.38, 1.84, 1.52, 1.0, 9.214, 49.456
382.txt, 6.0, 2.88, 1.75, 2.21, 1.74, 1.0, 9.206, 52.018
364.txt, 4.48, 1.96, 1.07, 1.74, 1.47, 1.0, 6.719, 61.166
452.txt, 3.0, 2.0, 1.14, 2.0, 1.79, 1.0, 10.453, 48.349
340.txt, 7.0, 3.0, 1.38, 1.73, 1.67, 1.0, 8.415, 61.408
439.txt, 3.5, 1.67, 1.39, 1.84, 1.6, 1.0, 9.878, 45.543
398.txt, 4.0, 2.5, 1.17, 1.83, 1.93, 1.0, 10.272, 51.21
446.txt, 4.33, 2.17, 1.67, 1.85, 1.85, 1.0, 12.294, 43.391
