Filename,NP/S,VP/S,PP/S,NPlen,VPlen,PPlen,cli,fks
483.txt, 5.83, 2.75, 1.25, 1.96, 1.79, 1.0, 13.091, 43.159
448.txt, 4.0, 1.58, 1.58, 1.95, 1.68, 1.0, 13.348, 36.104
11.txt, 5.3, 2.19, 1.78, 1.76, 1.39, 1.0, 11.697, 48.394
322.txt, 4.45, 2.05, 1.55, 2.13, 1.59, 1.03, 12.548, 44.866
291.txt, 4.41, 1.76, 1.31, 1.99, 1.86, 1.0, 11.89, 37.821
252.txt, 4.92, 1.77, 2.15, 1.69, 1.48, 1.0, 10.857, 46.581
113.txt, 4.78, 2.11, 1.59, 1.78, 1.79, 1.0, 11.321, 49.988
435.txt, 4.21, 1.95, 1.26, 1.87, 1.71, 1.02, 12.497, 42.01
154.txt, 4.42, 2.08, 1.33, 1.77, 1.6, 1.0, 9.309, 39.822
231.txt, 3.48, 1.9, 1.0, 1.55, 1.45, 1.0, 10.655, 43.596
462.txt, 5.23, 2.23, 1.85, 1.59, 1.21, 1.04, 13.886, 33.573
352.txt, 4.76, 2.24, 1.06, 2.04, 1.37, 1.0, 11.724, 48.453
221.txt, 4.67, 1.58, 1.58, 2.04, 1.95, 1.0, 11.076, 43.862
264.txt, 3.65, 1.62, 1.24, 2.15, 1.56, 1.0, 11.895, 42.804
324.txt, 4.62, 2.03, 1.25, 1.69, 1.5, 1.01, 12.149, 42.396
234.txt, 5.14, 2.29, 1.19, 1.94, 1.48, 1.0, 10.646, 50.976
408.txt, 4.16, 1.79, 1.26, 1.87, 1.38, 1.04, 11.856, 46.864
406.txt, 5.57, 2.29, 1.71, 1.53, 1.56, 1.0, 10.39, 49.708
170.txt, 4.87, 2.45, 0.97, 1.71, 1.57, 1.0, 12.17, 50.532
465.txt, 3.96, 1.68, 1.2, 2.07, 1.7, 1.0, 13.372, 39.582
409.txt, 4.7, 2.1, 1.5, 1.66, 1.71, 1.0, 15.138, 33.379
386.txt, 5.0, 2.17, 1.91, 1.75, 1.8, 1.0, 10.642, 52.012
93.txt, 4.69, 1.69, 1.56, 1.84, 1.63, 1.0, 12.947, 34.207
42.txt, 5.36, 2.27, 1.36, 1.72, 1.62, 1.0, 10.767, 46.856
218.txt, 4.63, 2.25, 1.0, 1.73, 1.67, 1.0, 9.647, 50.829
73.txt, 4.1, 1.5, 1.5, 1.83, 1.73, 1.0, 10.065, 43.485
251.txt, 4.19, 1.9, 1.33, 1.73, 1.63, 1.0, 14.328, 35.412
57.txt, 4.49, 1.85, 1.66, 1.93, 1.72, 1.03, 12.957, 39.973
320.txt, 4.77, 2.13, 1.32, 1.8, 1.7, 1.0, 11.665, 41.256
31.txt, 3.87, 1.63, 1.4, 1.73, 1.63, 1.0, 12.582, 45.675
453.txt, 5.0, 2.23, 1.57, 1.81, 1.63, 1.0, 13.215, 32.783
383.txt, 4.78, 1.96, 1.61, 2.03, 1.33, 1.0, 13.099, 38.443
87.txt, 5.19, 2.06, 1.63, 1.82, 1.45, 1.04, 11.1, 46.744
17.txt, 6.5, 3.5, 1.75, 2.15, 1.5, 1.0, 9.54, 54.785
232.txt, 4.5, 1.83, 1.33, 1.59, 1.73, 1.0, 13.349, 38.991
109.txt, 3.2, 1.6, 1.1, 1.97, 1.63, 1.0, 12.909, 33.931
333.txt, 4.28, 1.74, 1.39, 1.69, 1.74, 1.0, 10.793, 49.87
461.txt, 4.93, 2.0, 1.43, 1.74, 1.82, 1.0, 14.275, 30.441
330.txt, 4.27, 2.45, 1.09, 1.68, 1.26, 1.0, 9.229, 54.885
367.txt, 3.71, 1.93, 1.14, 2.02, 1.67, 1.0, 12.139, 44.309
180.txt, 5.05, 2.41, 1.77, 1.95, 1.58, 1.0, 12.446, 44.381
166.txt, 6.63, 2.81, 1.85, 1.69, 1.53, 1.0, 12.089, 46.368
401.txt, 4.55, 1.61, 1.97, 2.08, 1.43, 1.01, 10.949, 48.345
161.txt, 9.4, 3.6, 2.8, 1.7, 1.5, 1.0, 9.486, 56.59
304.txt, 3.26, 1.3, 0.83, 1.77, 1.5, 1.0, 14.986, 18.173
122.txt, 4.64, 1.93, 1.36, 1.72, 1.44, 1.0, 11.032, 47.352
336.txt, 2.38, 1.5, 0.38, 1.79, 1.75, 1.0, 9.662, 51.795
194.txt, 4.38, 2.0, 1.25, 2.03, 1.81, 1.0, 12.966, 36.854
126.txt, 4.92, 2.25, 1.17, 2.02, 1.63, 1.0, 10.533, 54.193
55.txt, 4.59, 1.68, 2.0, 2.32, 1.38, 1.0, 12.216, 44.445
260.txt, 4.72, 2.16, 1.22, 1.71, 1.71, 1.0, 12.389, 42.251
482.txt, 4.8, 1.76, 2.0, 1.82, 1.52, 1.0, 12.753, 32.876
423.txt, 6.42, 2.0, 2.33, 1.73, 1.5, 1.0, 11.14, 51.456
121.txt, 4.5, 2.5, 1.13, 1.67, 1.35, 1.0, 11.289, 50.223
412.txt, 3.61, 1.51, 1.24, 1.84, 1.68, 1.02, 12.839, 42.676
445.txt, 4.57, 1.93, 1.57, 1.77, 1.52, 1.05, 13.823, 32.833
478.txt, 4.41, 1.93, 1.48, 1.84, 1.46, 1.0, 10.83, 52.492
303.txt, 4.4, 1.76, 1.2, 1.68, 1.61, 1.0, 11.205, 46.87
204.txt, 5.67, 2.58, 1.92, 1.74, 1.39, 1.0, 12.053, 44.135
273.txt, 3.79, 1.48, 1.27, 1.82, 1.31, 1.0, 13.948, 29.163
203.txt, 5.29, 1.93, 1.96, 1.75, 1.33, 1.0, 13.379, 34.08
62.txt, 7.18, 3.27, 1.45, 1.72, 1.81, 1.0, 10.691, 52.658
148.txt, 2.71, 1.14, 0.86, 2.05, 2.38, 1.0, 11.593, 39.4
337.txt, 3.73, 1.27, 1.53, 2.45, 1.74, 1.0, 10.715, 42.67
477.txt, 4.1, 1.86, 1.38, 2.05, 1.62, 1.0, 12.591, 43.803
464.txt, 8.86, 3.0, 1.14, 1.65, 1.14, 1.0, 16.236, 31.234
77.txt, 4.75, 1.88, 1.75, 1.73, 1.6, 1.0, 14.241, 34.378
389.txt, 4.73, 1.97, 1.73, 1.94, 1.63, 1.02, 13.408, 40.017
262.txt, 3.69, 1.69, 1.0, 2.33, 1.45, 1.0, 12.71, 39.555
24.txt, 4.0, 1.73, 1.36, 2.18, 1.84, 1.0, 13.748, 28.553
433.txt, 4.53, 1.59, 2.06, 1.73, 1.81, 1.0, 12.389, 35.793
284.txt, 4.26, 1.79, 1.24, 1.84, 1.56, 1.0, 11.288, 46.806
10.txt, 4.56, 1.97, 1.44, 2.0, 1.79, 1.0, 11.381, 48.1
302.txt, 3.44, 1.56, 1.0, 2.23, 1.29, 1.0, 13.471, 31.304
213.txt, 4.54, 1.92, 1.15, 1.8, 1.68, 1.0, 11.579, 46.336
428.txt, 4.91, 1.91, 1.27, 2.09, 1.48, 1.0, 10.348, 53.945
150.txt, 6.07, 2.8, 1.87, 1.81, 1.68, 1.0, 12.187, 47.356
307.txt, 4.21, 1.39, 1.85, 2.21, 1.52, 1.0, 11.143, 47.166
27.txt, 5.71, 2.42, 1.74, 1.68, 1.73, 1.0, 11.997, 38.979
285.txt, 5.09, 1.82, 1.64, 1.59, 1.55, 1.0, 13.118, 37.326
414.txt, 4.71, 2.07, 1.36, 1.86, 1.38, 1.0, 9.889, 52.742
325.txt, 5.05, 2.1, 1.67, 1.82, 1.75, 1.0, 10.998, 47.684
36.txt, 5.33, 2.25, 1.17, 1.81, 1.37, 1.0, 12.678, 42.196
271.txt, 4.31, 2.0, 1.5, 1.59, 1.73, 1.0, 13.063, 39.684
436.txt, 5.5, 2.13, 1.88, 1.73, 1.76, 1.0, 9.965, 51.512
287.txt, 4.11, 1.67, 1.67, 1.72, 1.5, 1.0, 13.717, 37.376
99.txt, 4.75, 1.69, 2.0, 1.93, 1.52, 1.0, 12.229, 41.14
319.txt, 4.22, 1.72, 1.22, 1.91, 1.29, 1.0, 14.017, 25.845
413.txt, 4.67, 1.78, 1.56, 1.86, 1.56, 1.0, 13.587, 37.315
455.txt, 5.31, 2.0, 1.85, 1.8, 1.46, 1.0, 12.537, 38.38
69.txt, 4.07, 1.93, 1.07, 1.96, 1.7, 1.0, 11.711, 42.104
2.txt, 4.56, 1.97, 1.44, 2.0, 1.79, 1.0, 11.381, 48.1
289.txt, 4.68, 1.74, 1.74, 1.84, 2.03, 1.0, 10.441, 50.076
496.txt, 4.88, 2.0, 1.84, 2.06, 1.66, 1.0, 13.205, 34.171
16.txt, 5.0, 2.09, 1.36, 1.75, 1.35, 1.0, 11.116, 40.796
247.txt, 4.74, 2.32, 1.21, 1.67, 1.5, 1.0, 11.348, 47.416
48.txt, 4.45, 1.64, 1.55, 1.84, 1.83, 1.0, 10.857, 46.558
361.txt, 4.74, 1.74, 1.68, 2.1, 1.42, 1.0, 11.137, 41.228
206.txt, 4.08, 1.69, 1.46, 1.77, 1.41, 1.0, 13.242, 41.753
130.txt, 5.52, 2.81, 1.29, 1.75, 1.47, 1.0, 10.004, 51.681
329.txt, 4.33, 1.75, 0.92, 2.18, 1.67, 1.0, 11.076, 49.717
354.txt, 4.67, 1.67, 2.33, 2.43, 1.4, 1.14, 12.882, 33.239
1.txt, 5.0, 1.8, 1.8, 2.36, 1.44, 1.0, 12.369, 32.744
351.txt, 4.32, 1.89, 1.21, 2.02, 1.5, 1.0, 10.822, 47.892
164.txt, 5.55, 1.7, 2.5, 2.18, 2.0, 1.0, 11.402, 40.571
227.txt, 5.13, 1.83, 1.57, 1.89, 1.48, 1.0, 13.465, 32.16
261.txt, 3.93, 1.27, 1.27, 2.39, 1.21, 1.0, 13.644, 28.67
481.txt, 4.72, 2.22, 1.39, 2.0, 1.35, 1.0, 12.284, 48.568
399.txt, 4.19, 1.76, 1.26, 1.81, 1.58, 1.0, 13.065, 38.495
79.txt, 6.11, 2.39, 1.83, 1.69, 1.65, 1.0, 11.499, 46.719
19.txt, 5.86, 2.29, 1.57, 1.46, 1.5, 1.0, 13.586, 37.807
89.txt, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 16.689, 4.633
14.txt, 4.69, 1.69, 1.75, 1.57, 1.56, 1.0, 12.814, 42.858
292.txt, 4.05, 1.84, 1.11, 2.01, 1.49, 1.0, 16.409, 23.258
370.txt, 6.05, 2.05, 2.43, 2.09, 1.93, 1.0, 11.682, 38.984
441.txt, 4.42, 1.96, 1.08, 1.8, 1.35, 1.04, 11.375, 39.207
463.txt, 4.77, 1.92, 1.77, 2.13, 1.4, 1.0, 11.55, 42.932
387.txt, 4.23, 1.69, 1.46, 1.82, 1.59, 1.0, 14.444, 29.668
485.txt, 4.31, 1.77, 1.19, 2.07, 1.67, 1.0, 13.151, 35.576
76.txt, 4.47, 1.94, 1.47, 1.92, 1.6, 1.0, 11.851, 42.374
279.txt, 2.88, 1.12, 1.0, 1.86, 1.51, 1.0, 13.186, 30.474
23.txt, 5.04, 1.91, 1.91, 1.88, 1.27, 1.0, 11.135, 45.78
97.txt, 5.57, 2.71, 1.71, 1.69, 1.53, 1.0, 13.058, 42.226
84.txt, 5.06, 2.45, 1.09, 1.56, 1.68, 1.0, 11.163, 50.819
78.txt, 5.0, 2.22, 1.22, 1.67, 1.7, 1.0, 11.563, 41.36
276.txt, 2.39, 0.94, 1.0, 1.63, 1.41, 1.0, 11.031, 32.222
137.txt, 5.09, 2.11, 1.34, 1.74, 1.58, 1.0, 11.816, 47.988
235.txt, 4.11, 1.67, 1.67, 1.72, 1.5, 1.0, 13.717, 37.376
338.txt, 4.8, 2.0, 1.67, 1.69, 1.7, 1.0, 13.468, 32.016
74.txt, 5.29, 1.86, 1.86, 2.0, 1.77, 1.0, 13.02, 40.165
165.txt, 5.95, 2.32, 2.11, 2.01, 1.48, 1.0, 12.891, 37.702
267.txt, 6.73, 2.53, 2.4, 1.88, 1.55, 1.0, 11.097, 48.791
266.txt, 4.95, 1.85, 1.45, 2.15, 1.92, 1.0, 10.98, 47.008
438.txt, 3.9, 1.61, 1.48, 1.96, 1.76, 1.0, 12.46, 40.539
3.txt, 4.65, 1.96, 1.61, 2.03, 1.56, 1.0, 11.983, 42.839
160.txt, 9.4, 3.6, 2.8, 1.7, 1.5, 1.0, 9.486, 56.59
94.txt, 4.63, 1.75, 1.5, 2.14, 1.5, 1.0, 14.362, 36.479
497.txt, 4.37, 1.93, 1.2, 1.79, 1.59, 1.0, 11.749, 41.188
105.txt, 4.79, 1.97, 1.42, 1.87, 1.49, 1.02, 12.285, 38.185
64.txt, 3.87, 2.07, 0.93, 1.71, 1.52, 1.0, 11.087, 45.375
108.txt, 3.27, 1.56, 0.69, 1.71, 1.65, 1.0, 11.351, 40.799
103.txt, 4.33, 1.75, 1.42, 2.13, 1.52, 1.0, 12.124, 43.924
479.txt, 5.53, 2.07, 2.2, 1.98, 1.46, 1.0, 13.209, 37.792
49.txt, 3.92, 1.77, 1.31, 1.73, 1.83, 1.0, 8.879, 48.302
467.txt, 4.35, 1.85, 1.7, 1.93, 1.84, 1.0, 13.324, 38.252
155.txt, 4.82, 2.0, 1.55, 2.0, 1.95, 1.0, 11.043, 45.237
493.txt, 4.5, 1.67, 1.67, 2.22, 1.3, 1.0, 11.906, 44.575
360.txt, 3.69, 1.15, 1.62, 2.17, 1.67, 1.0, 12.29, 44.087
495.txt, 5.45, 2.55, 1.4, 1.67, 1.68, 1.0, 12.522, 41.845
332.txt, 5.19, 2.06, 1.44, 2.04, 1.21, 1.0, 10.884, 42.865
127.txt, 5.5, 1.88, 2.13, 1.92, 1.77, 1.0, 11.657, 36.547
5.txt, 2.1, 1.1, 0.6, 2.0, 1.45, 1.0, 12.213, 27.452
95.txt, 6.06, 2.38, 2.19, 1.95, 1.61, 1.0, 12.249, 39.22
212.txt, 5.0, 2.07, 1.29, 1.91, 1.59, 1.0, 10.149, 61.842
451.txt, 4.87, 1.6, 1.67, 2.0, 1.79, 1.0, 12.046, 42.359
377.txt, 4.02, 1.57, 1.61, 1.96, 1.81, 1.0, 11.989, 41.334
61.txt, 4.4, 1.9, 0.8, 2.18, 1.79, 1.0, 11.654, 48.805
75.txt, 4.93, 2.21, 1.45, 1.52, 1.52, 1.0, 10.605, 48.917
200.txt, 6.92, 2.8, 2.12, 1.68, 1.86, 1.0, 11.421, 45.754
98.txt, 5.0, 2.67, 1.67, 1.58, 1.54, 1.0, 9.077, 57.774
152.txt, 3.79, 1.64, 1.5, 1.89, 1.43, 1.0, 10.433, 44.482
301.txt, 4.0, 1.56, 1.41, 1.92, 1.83, 1.0, 9.571, 55.202
104.txt, 5.45, 2.36, 1.73, 1.83, 1.65, 1.0, 10.13, 59.326
373.txt, 4.6, 1.8, 1.4, 2.09, 1.11, 1.0, 13.672, 33.149
381.txt, 4.11, 1.44, 1.89, 2.05, 1.62, 1.06, 12.654, 35.72
265.txt, 3.41, 1.59, 0.94, 1.72, 1.63, 1.0, 12.049, 44.92
471.txt, 4.32, 2.02, 1.09, 1.88, 1.32, 1.02, 12.77, 35.055
258.txt, 4.13, 1.69, 1.13, 1.56, 1.37, 1.0, 11.542, 47.046
315.txt, 4.57, 1.96, 1.39, 1.8, 2.07, 1.0, 11.212, 44.969
344.txt, 3.33, 1.44, 1.56, 2.23, 1.46, 1.0, 9.307, 61.602
22.txt, 4.4, 2.0, 1.2, 2.18, 1.68, 1.0, 12.46, 47.256
371.txt, 5.64, 2.09, 1.55, 1.95, 1.57, 1.0, 12.887, 32.985
480.txt, 5.58, 2.67, 1.33, 1.57, 1.53, 1.0, 13.258, 45.638
52.txt, 3.75, 1.58, 1.08, 1.8, 1.21, 1.0, 11.228, 40.88
222.txt, 4.79, 2.07, 1.21, 1.78, 1.66, 1.0, 12.238, 44.833
38.txt, 4.12, 1.88, 1.52, 2.12, 1.47, 1.0, 10.472, 50.566
255.txt, 5.08, 2.5, 1.58, 1.79, 1.73, 1.0, 11.638, 47.238
181.txt, 4.39, 2.13, 1.3, 1.73, 1.61, 1.0, 11.924, 46.463
215.txt, 4.08, 1.92, 1.42, 1.84, 1.83, 1.0, 13.391, 36.03
144.txt, 3.83, 1.42, 1.17, 1.87, 1.88, 1.0, 12.637, 37.378
443.txt, 4.31, 2.0, 1.44, 1.74, 1.38, 1.0, 10.864, 51.486
348.txt, 5.3, 1.8, 1.75, 2.02, 1.58, 1.0, 12.373, 43.151
244.txt, 4.32, 1.74, 1.71, 1.99, 1.76, 1.03, 11.634, 42.662
197.txt, 4.73, 2.0, 1.45, 1.65, 1.64, 1.0, 11.638, 44.049
431.txt, 3.71, 1.76, 0.76, 1.67, 1.51, 1.0, 11.57, 46.409
217.txt, 4.53, 1.88, 1.12, 2.14, 1.5, 1.0, 13.231, 41.214
33.txt, 5.2, 2.4, 1.28, 2.0, 1.45, 1.0, 14.339, 32.571
345.txt, 4.7, 2.2, 1.3, 1.87, 1.64, 1.0, 8.718, 59.802
238.txt, 4.93, 2.36, 1.0, 1.64, 1.52, 1.0, 11.205, 41.593
223.txt, 4.31, 1.77, 1.15, 2.14, 1.35, 1.0, 12.911, 37.177
393.txt, 4.94, 2.12, 1.53, 1.89, 1.5, 1.0, 13.949, 28.299
419.txt, 4.86, 2.0, 1.64, 1.93, 1.55, 1.0, 12.616, 38.172
196.txt, 4.29, 1.82, 1.32, 1.98, 1.67, 1.0, 9.604, 53.734
21.txt, 5.92, 2.17, 1.5, 1.92, 1.31, 1.0, 14.501, 31.34
362.txt, 3.85, 1.6, 1.48, 2.07, 1.8, 1.0, 13.641, 34.934
66.txt, 5.89, 2.26, 1.79, 1.79, 1.53, 1.0, 13.607, 33.442
136.txt, 6.09, 2.18, 1.55, 1.72, 1.63, 1.0, 11.66, 38.5
138.txt, 2.2, 0.87, 0.87, 1.79, 1.15, 1.15, 13.759, 23.269
368.txt, 4.79, 2.05, 1.53, 1.9, 1.59, 1.0, 10.933, 49.322
486.txt, 3.82, 1.55, 1.23, 2.18, 1.65, 1.0, 14.102, 23.297
43.txt, 6.67, 3.17, 1.33, 2.42, 2.16, 1.0, 13.048, 37.145
270.txt, 3.97, 1.79, 1.05, 1.56, 1.81, 1.0, 9.767, 52.44
402.txt, 5.17, 2.03, 1.67, 1.68, 1.85, 1.0, 13.467, 37.181
8.txt, 4.75, 2.38, 0.91, 1.55, 1.47, 1.0, 11.698, 48.246
199.txt, 4.45, 1.82, 1.91, 1.92, 1.55, 1.0, 11.916, 37.016
192.txt, 4.94, 1.84, 1.81, 2.0, 1.34, 1.0, 13.291, 34.508
310.txt, 3.23, 1.35, 0.97, 1.95, 1.52, 1.0, 11.798, 41.458
458.txt, 4.06, 1.88, 1.5, 1.85, 1.47, 1.0, 12.825, 41.441
296.txt, 4.36, 1.82, 1.18, 1.63, 1.75, 1.0, 13.542, 36.936
118.txt, 4.77, 2.38, 0.62, 1.68, 1.81, 1.0, 11.614, 52.803
110.txt, 4.33, 2.17, 1.0, 1.92, 1.5, 1.0, 12.265, 46.132
198.txt, 4.93, 2.3, 1.11, 1.59, 1.63, 1.0, 10.369, 55.896
355.txt, 3.7, 1.65, 1.09, 1.55, 1.5, 1.0, 10.866, 45.2
135.txt, 4.7, 1.9, 0.9, 1.7, 1.53, 1.0, 10.843, 44.406
216.txt, 5.08, 1.92, 1.75, 2.11, 1.39, 1.05, 11.638, 41.721
410.txt, 4.73, 1.87, 1.8, 2.25, 1.68, 1.0, 12.74, 39.773
326.txt, 4.08, 1.46, 1.62, 1.79, 1.68, 1.0, 11.591, 43.888
50.txt, 5.56, 2.67, 1.0, 1.58, 1.42, 1.0, 11.335, 48.541
494.txt, 4.53, 1.67, 1.27, 2.29, 1.52, 1.0, 13.586, 36.41
498.txt, 3.83, 1.63, 1.13, 2.21, 1.77, 1.0, 11.447, 47.513
440.txt, 4.09, 1.86, 1.59, 2.06, 1.49, 1.0, 11.763, 35.438
176.txt, 5.4, 2.2, 1.4, 1.51, 1.68, 1.0, 10.12, 55.297
323.txt, 4.89, 1.83, 1.94, 1.83, 1.61, 1.0, 11.818, 39.963
288.txt, 5.85, 2.23, 2.23, 1.8, 1.55, 1.0, 11.482, 35.167
275.txt, 4.74, 1.84, 1.58, 1.9, 1.6, 1.0, 15.256, 26.042
316.txt, 4.32, 1.84, 1.47, 1.68, 1.63, 1.0, 13.182, 41.155
357.txt, 5.4, 2.4, 1.2, 1.81, 1.5, 1.0, 12.136, 48.779
256.txt, 3.91, 1.63, 1.2, 1.91, 1.53, 1.0, 11.152, 41.577
253.txt, 4.27, 1.69, 1.5, 2.01, 1.77, 1.0, 13.16, 33.86
305.txt, 4.77, 2.0, 1.38, 1.87, 1.69, 1.0, 13.91, 35.1
119.txt, 5.36, 2.55, 1.18, 1.73, 1.61, 1.08, 13.52, 30.676
60.txt, 3.58, 1.33, 1.58, 2.0, 1.63, 1.0, 12.083, 39.458
141.txt, 6.5, 2.75, 2.63, 1.5, 1.64, 1.0, 10.421, 50.762
470.txt, 5.73, 2.55, 1.91, 1.73, 1.86, 1.0, 11.31, 39.869
278.txt, 4.45, 1.65, 1.8, 1.73, 1.3, 1.0, 12.6, 32.706
44.txt, 4.41, 1.7, 1.85, 2.13, 1.7, 1.0, 11.029, 48.237
7.txt, 3.91, 1.27, 1.55, 1.88, 1.79, 1.0, 11.579, 40.196
491.txt, 4.86, 1.43, 1.86, 2.03, 1.3, 1.0, 12.273, 36.567
242.txt, 4.96, 2.08, 1.54, 1.77, 1.41, 1.0, 10.884, 42.835
46.txt, 5.22, 1.91, 2.09, 1.82, 1.68, 1.02, 12.456, 38.192
172.txt, 4.2, 1.93, 1.0, 1.94, 1.45, 1.0, 12.935, 34.643
400.txt, 5.45, 1.75, 1.75, 1.85, 1.8, 1.0, 9.71, 56.169
32.txt, 4.24, 1.73, 1.09, 1.61, 1.67, 1.0, 12.952, 36.856
277.txt, 4.0, 2.03, 1.07, 1.71, 1.59, 1.0, 11.77, 43.55
132.txt, 5.12, 2.31, 1.27, 1.68, 1.67, 1.0, 11.087, 48.41
343.txt, 4.3, 1.6, 2.0, 1.88, 1.63, 1.0, 8.908, 53.922
350.txt, 3.41, 1.65, 1.06, 2.22, 1.54, 1.0, 15.654, 22.675
56.txt, 2.67, 1.0, 1.67, 1.75, 1.33, 1.0, 12.898, 32.769
342.txt, 3.93, 1.6, 1.53, 2.02, 1.25, 1.0, 12.497, 42.206
125.txt, 5.0, 1.67, 1.67, 1.98, 1.27, 1.0, 10.714, 47.034
158.txt, 4.68, 2.08, 1.32, 1.74, 1.56, 1.0, 11.621, 43.938
169.txt, 4.63, 1.89, 1.59, 1.94, 1.86, 1.0, 10.761, 46.319
334.txt, 3.8, 1.3, 1.6, 1.95, 1.62, 1.0, 12.729, 38.762
245.txt, 5.18, 2.18, 1.73, 1.93, 1.75, 1.03, 11.751, 41.328
41.txt, 4.92, 2.17, 1.25, 1.8, 1.58, 1.0, 12.034, 44.337
106.txt, 4.41, 1.84, 1.41, 1.94, 1.44, 1.0, 10.368, 49.182
331.txt, 5.0, 2.13, 2.0, 1.85, 1.38, 1.0, 11.313, 46.918
403.txt, 4.14, 1.71, 1.57, 1.97, 1.42, 1.0, 11.171, 51.156
67.txt, 4.91, 2.09, 1.64, 1.98, 1.52, 1.0, 12.011, 36.992
211.txt, 6.03, 2.53, 1.94, 1.66, 1.59, 1.0, 11.017, 49.695
422.txt, 4.81, 1.86, 1.57, 1.76, 1.36, 1.0, 12.585, 40.48
317.txt, 5.92, 2.17, 1.92, 1.58, 1.42, 1.0, 12.034, 42.435
168.txt, 6.2, 2.2, 2.8, 2.03, 1.36, 1.0, 10.209, 43.718
145.txt, 5.9, 2.4, 1.1, 1.9, 1.33, 1.0, 12.443, 39.875
182.txt, 4.44, 2.33, 0.78, 2.23, 1.62, 1.0, 11.519, 45.236
68.txt, 3.9, 1.52, 1.45, 1.97, 1.68, 1.02, 12.48, 39.197
88.txt, 4.43, 2.0, 2.07, 2.11, 1.64, 1.0, 13.33, 34.753
220.txt, 4.89, 2.0, 1.33, 1.64, 1.28, 1.0, 10.988, 42.985
40.txt, 3.69, 1.62, 1.23, 1.85, 1.38, 1.0, 15.326, 29.971
424.txt, 4.14, 1.53, 1.53, 2.2, 1.27, 1.0, 12.561, 39.172
189.txt, 4.33, 2.33, 1.0, 1.88, 1.5, 1.0, 13.459, 34.364
375.txt, 4.95, 2.15, 1.65, 1.76, 1.65, 1.0, 13.02, 36.507
382.txt, 5.42, 2.21, 1.89, 1.87, 1.67, 1.0, 12.446, 36.701
364.txt, 4.37, 1.75, 1.33, 1.73, 1.43, 1.0, 10.79, 51.071
452.txt, 4.41, 2.06, 1.53, 1.77, 1.6, 1.0, 14.524, 30.808
340.txt, 5.15, 2.31, 1.46, 2.12, 1.33, 1.0, 9.63, 49.866
439.txt, 3.08, 1.67, 1.08, 1.78, 1.35, 1.0, 9.814, 50.763
398.txt, 5.38, 2.0, 2.09, 1.93, 1.59, 1.0, 13.228, 38.071
446.txt, 2.67, 1.83, 0.33, 1.94, 2.0, 1.0, 12.768, 38.71
