Filename,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,class
7.txt,9,81,44,52,43,123,60,68,58,0.55,0.85,0.54,0.82,14.73,2.71,81,42,41.80,37.50,0.66,0.77,5.16,7.30,0.91,24.08,0.76,0.91,18.18,3.02,0.29,0.67,0.01,0.03,0.04,123,9,14,10,9,1,1,3,12,13.6667,13.6667,12.3000,1.1111,1.5556,1.1111,0.1000,0.1111,1.0000,0.1111,0.3333,0.3000,1.3333,1.2000,2
312.txt,13,99,48,70,44,152,63,90,57,0.59,0.63,0.48,0.53,8.53,2.07,99,40,40.70,40.20,0.65,0.80,5.68,8.03,0.91,25.57,0.78,0.70,14.70,2.71,0.23,0.82,0.04,0.00,0.04,150,13,25,20,13,6,5,3,18,11.5385,11.5385,7.5000,1.5385,1.9231,1.5385,0.3000,0.4615,1.0000,0.3846,0.2308,0.1500,1.3846,0.9000,2
444.txt,24,175,76,118,71,273,107,148,96,0.54,0.65,0.43,0.68,18.23,3.02,175,39,43.50,43.70,0.64,0.85,7.49,10.59,0.92,30.73,0.80,0.78,24.02,3.47,0.21,0.77,0.16,0.04,0.20,263,24,39,37,25,9,9,7,26,10.9583,10.5200,7.1081,1.5417,1.5600,1.4800,0.2432,0.3600,1.0417,0.3600,0.2800,0.1892,1.0400,0.7027,2
374.txt,10,94,34,68,32,142,42,79,40,0.56,0.51,0.36,0.40,3.20,1.26,94,38,39.50,40.10,0.66,0.80,5.58,7.89,0.92,25.86,0.86,0.85,14.45,2.69,0.22,0.83,0.11,0.03,0.14,140,10,18,14,10,4,2,5,14,14.0000,14.0000,10.0000,1.4000,1.8000,1.4000,0.2857,0.4000,1.0000,0.2000,0.5000,0.3571,1.4000,1.0000,2
295.txt,14,106,49,79,48,167,73,112,72,0.67,0.64,0.46,0.41,5.28,1.62,106,41,40.30,40.10,0.63,0.80,5.80,8.20,0.91,25.03,0.71,0.69,15.12,2.75,0.20,0.69,0.10,0.01,0.11,167,14,18,16,14,2,2,9,24,11.9286,11.9286,10.4375,1.1429,1.2857,1.1429,0.1250,0.1429,1.0000,0.1429,0.6429,0.5625,1.7143,1.5000,2
436.txt,11,103,37,69,35,148,56,88,52,0.59,0.59,0.36,0.39,4.32,1.47,103,43,41.60,40.90,0.70,0.83,5.99,8.47,0.93,29.92,0.78,0.71,14.29,2.67,0.23,0.79,0.11,0.02,0.14,144,11,23,20,13,5,6,3,15,13.0909,11.0769,7.2000,1.8182,1.7692,1.5385,0.2500,0.3846,1.1818,0.4615,0.2308,0.1500,1.1538,0.7500,2
230.txt,14,95,47,61,44,142,63,80,58,0.56,0.72,0.49,0.82,14.73,2.71,95,42,40.60,36.80,0.67,0.79,5.64,7.97,0.92,26.54,0.76,0.86,16.41,2.86,0.24,0.65,0.14,0.04,0.17,138,14,18,15,14,0,0,2,12,9.8571,9.8571,9.2000,1.0714,1.2857,1.0714,0.0000,0.0000,1.0000,0.0000,0.1429,0.1333,0.8571,0.8000,2
494.txt,28,158,63,108,58,300,94,172,86,0.57,0.50,0.40,0.41,7.85,1.98,158,36,40.40,40.70,0.53,0.78,6.45,9.12,0.89,22.04,0.63,0.65,19.57,3.13,0.17,0.60,0.06,0.01,0.08,296,28,42,36,27,7,5,5,25,10.5714,10.9630,8.2222,1.2857,1.5556,1.3333,0.1944,0.2593,0.9643,0.1852,0.1852,0.1389,0.9259,0.6944,2
261.txt,21,148,62,106,60,275,107,163,103,0.59,0.63,0.42,0.44,10.17,2.26,148,35,39.10,38.60,0.54,0.75,6.31,8.92,0.89,22.11,0.65,0.69,24.92,3.53,0.22,0.56,0.08,0.05,0.13,271,21,47,30,21,7,6,6,27,12.9048,12.9048,9.0333,1.4286,2.2381,1.4286,0.2333,0.3333,1.0000,0.2857,0.2857,0.2000,1.2857,0.9000,2
61.txt,7,76,44,55,40,100,49,64,45,0.64,0.70,0.58,0.84,13.47,2.60,76,40,42.20,39.30,0.76,0.81,5.37,7.60,0.94,33.56,0.86,0.95,17.05,2.92,0.28,0.79,0.11,0.00,0.11,96,7,13,13,7,5,5,4,10,13.7143,13.7143,7.3846,1.8571,1.8571,1.8571,0.3846,0.7143,1.0000,0.7143,0.5714,0.3077,1.4286,0.7692,2
12.txt,38,231,109,168,106,454,190,273,184,0.60,0.67,0.47,0.44,11.46,2.39,231,37,40.80,37.00,0.51,0.74,7.67,10.84,0.89,24.06,0.62,0.66,25.78,3.59,0.14,0.58,0.09,0.03,0.12,450,38,54,49,39,10,9,11,50,11.8421,11.5385,9.1837,1.2895,1.3846,1.2564,0.2041,0.2564,1.0263,0.2308,0.2821,0.2245,1.2821,1.0204,2
16.txt,12,75,32,44,29,116,54,66,51,0.57,0.77,0.43,0.56,5.56,1.67,75,35,39.20,38.40,0.65,0.73,4.92,6.96,0.91,22.50,0.67,0.67,8.00,2.00,0.18,0.68,0.08,0.03,0.11,114,12,15,15,12,2,2,3,11,9.5000,9.5000,7.6000,1.2500,1.2500,1.2500,0.1333,0.1667,1.0000,0.1667,0.2500,0.2000,0.9167,0.7333,2
134.txt,27,157,70,121,70,287,91,181,91,0.63,0.50,0.45,0.39,8.49,2.06,157,37,39.90,39.70,0.55,0.76,6.55,9.27,0.89,23.06,0.67,0.70,28.07,3.75,0.22,0.64,0.09,0.01,0.10,287,27,47,30,27,5,5,14,27,10.6296,10.6296,9.5667,1.1111,1.7407,1.1111,0.1667,0.1852,1.0000,0.1852,0.5185,0.4667,1.0000,0.9000,2
309.txt,28,137,48,88,45,271,98,159,95,0.59,0.60,0.35,0.27,2.95,1.21,137,45,38.80,38.10,0.51,0.80,5.88,8.32,0.88,19.98,0.55,0.51,10.76,2.32,0.13,0.53,0.08,0.02,0.09,269,28,38,33,28,5,5,5,29,9.6071,9.6071,8.1515,1.1786,1.3571,1.1786,0.1515,0.1786,1.0000,0.1786,0.1786,0.1515,1.0357,0.8788,2
28.txt,10,74,26,41,25,122,50,71,49,0.58,0.69,0.35,0.44,3.56,1.33,74,39,39.30,37.30,0.61,0.73,4.74,6.70,0.90,20.05,0.58,0.61,6.72,1.83,0.15,0.47,0.11,0.04,0.15,122,10,18,16,10,6,4,4,12,12.2000,12.2000,7.6250,1.6000,1.8000,1.6000,0.3750,0.6000,1.0000,0.4000,0.4000,0.2500,1.2000,0.7500,2
373.txt,18,130,57,83,53,196,77,114,73,0.58,0.64,0.44,0.56,10.62,2.30,130,39,43.30,42.70,0.66,0.81,6.57,9.29,0.92,29.47,0.73,0.71,16.94,2.91,0.21,0.74,0.07,0.03,0.10,194,18,27,23,18,4,4,6,20,10.7778,10.7778,8.4348,1.2778,1.5000,1.2778,0.1739,0.2222,1.0000,0.2222,0.3333,0.2609,1.1111,0.8696,2
404.txt,10,75,37,52,35,104,43,59,41,0.57,0.69,0.49,0.60,5.40,1.64,75,42,41.50,41.50,0.72,0.83,5.20,7.35,0.93,28.66,0.88,0.80,9.60,2.19,0.20,0.92,0.05,0.03,0.08,102,10,11,10,10,0,0,6,8,10.2000,10.2000,10.2000,1.0000,1.1000,1.0000,0.0000,0.0000,1.0000,0.0000,0.6000,0.6000,0.8000,0.8000,2
410.txt,14,119,59,86,56,193,88,121,83,0.63,0.69,0.50,0.45,6.82,1.85,119,40,40.60,41.80,0.62,0.79,6.06,8.57,0.91,24.87,0.71,0.76,18.94,3.08,0.21,0.69,0.10,0.00,0.10,191,14,26,20,15,4,1,7,24,13.6429,12.7333,9.5500,1.4286,1.7333,1.3333,0.2000,0.2667,1.0714,0.0667,0.4667,0.3500,1.6000,1.2000,2
120.txt,4,31,10,20,10,35,11,23,11,0.66,0.48,0.32,0.56,2.78,1.18,31,31,31,31,0.89,0.89,3.71,5.24,0.97,45.23,0.87,0.89,7.11,1.89,0.35,0.85,0.04,0.00,0.04,35,4,7,4,4,0,0,1,1,8.7500,8.7500,8.7500,1.0000,1.7500,1.0000,0.0000,0.0000,1.0000,0.0000,0.2500,0.2500,0.2500,0.2500,2
358.txt,27,155,62,104,56,305,113,170,102,0.56,0.60,0.40,0.38,7.55,1.94,155,37,41.70,40.00,0.51,0.80,6.28,8.88,0.88,20.99,0.61,0.62,20.55,3.21,0.19,0.57,0.09,0.02,0.12,299,27,45,35,26,8,8,5,35,11.0741,11.5000,8.5429,1.2963,1.7308,1.3462,0.2286,0.3077,0.9630,0.3077,0.1923,0.1429,1.3462,1.0000,2
52.txt,18,159,62,103,56,270,98,144,88,0.53,0.61,0.39,0.38,6.10,1.75,159,40,41.20,41.30,0.59,0.82,6.84,9.68,0.91,25.71,0.72,0.76,24.38,3.49,0.22,0.66,0.08,0.01,0.10,268,18,39,26,19,6,5,9,34,14.8889,14.1053,10.3077,1.4444,2.0526,1.3684,0.2308,0.3158,1.0556,0.2632,0.4737,0.3462,1.7895,1.3077,2
38.txt,4,47,20,34,20,54,21,35,21,0.65,0.60,0.43,0.67,2.67,1.15,47,44,43.80,43.80,0.87,0.88,4.52,6.40,0.97,49.77,0.97,1.00,6.00,1.73,0.17,1.00,0.09,0.00,0.09,54,4,6,6,4,2,2,1,8,13.5000,13.5000,9.0000,1.5000,1.5000,1.5000,0.3333,0.5000,1.0000,0.5000,0.2500,0.1667,2.0000,1.3333,2
203.txt,8,57,24,37,23,78,35,45,31,0.58,0.69,0.42,0.60,3.60,1.34,57,37,39.60,38.40,0.73,0.74,4.56,6.45,0.93,26.28,0.82,0.80,6.40,1.79,0.18,0.80,0.09,0.02,0.11,78,8,9,8,8,1,1,1,8,9.7500,9.7500,9.7500,1.0000,1.1250,1.0000,0.1250,0.1250,1.0000,0.1250,0.1250,0.1250,1.0000,1.0000,2
482.txt,15,103,48,70,45,174,70,106,67,0.61,0.63,0.47,0.62,9.38,2.17,103,35,40.30,36.40,0.59,0.74,5.52,7.81,0.90,22.05,0.66,0.79,15.04,2.74,0.18,0.60,0.08,0.02,0.09,172,15,18,16,13,2,2,4,20,11.4667,13.2308,10.7500,1.0667,1.3846,1.2308,0.1250,0.1538,0.8667,0.1538,0.3077,0.2500,1.5385,1.2500,2
27.txt,16,154,65,100,61,252,89,137,84,0.54,0.61,0.42,0.59,13.08,2.56,154,37,41.40,41.40,0.61,0.84,6.86,9.70,0.91,26.96,0.73,0.81,24.32,3.49,0.22,0.67,0.09,0.04,0.13,250,16,36,26,16,8,5,2,27,15.6250,15.6250,9.6154,1.6250,2.2500,1.6250,0.3077,0.5000,1.0000,0.3125,0.1250,0.0769,1.6875,1.0385,2
98.txt,4,61,22,38,18,76,27,44,21,0.58,0.48,0.36,0.25,0.75,0.61,61,41,42.80,41.70,0.80,0.82,4.95,7.00,0.95,37.05,0.86,1.00,12.00,2.45,0.27,0.84,0.09,0.02,0.11,72,4,11,7,4,1,1,1,6,18.0000,18.0000,10.2857,1.7500,2.7500,1.7500,0.1429,0.2500,1.0000,0.2500,0.2500,0.1429,1.5000,0.8571,2
386.txt,20,152,62,104,59,252,96,148,89,0.59,0.60,0.41,0.50,13.00,2.55,152,40,42.10,42.40,0.60,0.84,6.77,9.58,0.91,26.27,0.70,0.75,29.25,3.82,0.26,0.65,0.05,0.03,0.07,246,20,39,33,21,9,8,6,27,12.3000,11.7143,7.4545,1.6500,1.8571,1.5714,0.2727,0.4286,1.0500,0.3810,0.2857,0.1818,1.2857,0.8182,2
103.txt,7,72,33,52,32,106,37,66,36,0.62,0.55,0.46,0.70,9.80,2.21,72,39,39.40,35.60,0.68,0.76,4.94,6.99,0.92,24.42,0.79,0.80,12.80,2.53,0.24,0.76,0.06,0.00,0.06,106,7,14,10,7,2,2,4,10,15.1429,15.1429,10.6000,1.4286,2.0000,1.4286,0.2000,0.2857,1.0000,0.2857,0.5714,0.4000,1.4286,1.0000,2
109.txt,5,64,24,47,23,95,32,62,31,0.65,0.50,0.38,0.31,1.23,0.78,64,39,39.80,40.40,0.67,0.78,4.64,6.57,0.91,22.80,0.76,0.54,3.77,1.37,0.11,0.77,0.16,0.00,0.16,95,5,11,8,5,3,2,7,13,19.0000,19.0000,11.8750,1.6000,2.2000,1.6000,0.3750,0.6000,1.0000,0.4000,1.4000,0.8750,2.6000,1.6250,2
106.txt,3,24,8,14,8,26,9,15,9,0.58,0.60,0.33,0.60,1.80,0.95,24,24,24,24,0.92,0.92,3.33,4.71,0.98,57.60,0.93,0.80,3.20,1.26,0.27,1.00,0.07,0.00,0.07,26,3,4,4,3,1,1,1,4,8.6667,8.6667,6.5000,1.3333,1.3333,1.3333,0.2500,0.3333,1.0000,0.3333,0.3333,0.2500,1.3333,1.0000,2
101.txt,8,82,44,60,41,120,57,75,54,0.62,0.72,0.54,0.57,6.86,1.85,82,34,40.00,40.30,0.68,0.77,5.29,7.49,0.92,26.14,0.80,0.76,12.19,2.47,0.21,0.83,0.03,0.00,0.03,118,8,12,11,7,3,2,7,12,14.7500,16.8571,10.7273,1.3750,1.7143,1.5714,0.2727,0.4286,0.8750,0.2857,1.0000,0.6364,1.7143,1.0909,2
248.txt,29,184,86,124,82,338,146,196,136,0.58,0.69,0.47,0.48,12.02,2.45,184,38,41.40,38.60,0.54,0.76,7.08,10.01,0.90,24.22,0.63,0.56,16.17,2.84,0.15,0.67,0.09,0.02,0.11,336,29,37,36,30,6,4,3,41,11.5862,11.2000,9.3333,1.2414,1.2333,1.2000,0.1667,0.2000,1.0345,0.1333,0.1000,0.0833,1.3667,1.1389,2
294.txt,14,94,39,68,37,127,44,78,42,0.61,0.54,0.41,0.53,5.26,1.62,94,40,42.30,39.90,0.74,0.81,5.90,8.34,0.94,33.87,0.87,0.84,13.47,2.60,0.21,0.86,0.12,0.00,0.12,127,14,17,15,14,1,1,5,13,9.0714,9.0714,8.4667,1.0714,1.2143,1.0714,0.0667,0.0714,1.0000,0.0714,0.3571,0.3333,0.9286,0.8667,2
321.txt,31,199,85,144,79,367,147,210,129,0.57,0.61,0.43,0.43,10.29,2.27,199,39,42.60,39.70,0.54,0.80,7.35,10.39,0.90,24.74,0.69,0.62,21.88,3.31,0.17,0.69,0.09,0.02,0.10,359,31,46,43,31,8,8,8,37,11.5806,11.5806,8.3488,1.3871,1.4839,1.3871,0.1860,0.2581,1.0000,0.2581,0.2581,0.1860,1.1935,0.8605,2
22.txt,5,50,26,34,25,71,33,43,31,0.61,0.72,0.52,0.67,4.00,1.41,50,37,38.80,36.30,0.70,0.74,4.20,5.93,0.92,22.50,0.79,0.89,7.11,1.89,0.19,0.71,0.14,0.00,0.14,71,5,8,6,5,1,1,5,10,14.2000,14.2000,11.8333,1.2000,1.6000,1.2000,0.1667,0.2000,1.0000,0.2000,1.0000,0.8333,2.0000,1.6667,2
328.txt,15,108,41,73,39,159,54,92,52,0.58,0.57,0.38,0.46,5.54,1.66,108,40,42.20,41.90,0.68,0.85,6.06,8.56,0.92,28.85,0.79,0.77,15.38,2.77,0.22,0.79,0.12,0.01,0.13,157,15,25,16,15,3,2,2,14,10.4667,10.4667,9.8125,1.0667,1.6667,1.0667,0.1875,0.2000,1.0000,0.1333,0.1333,0.1250,0.9333,0.8750,2
429.txt,11,86,38,54,34,121,51,69,47,0.57,0.68,0.44,0.50,4.00,1.41,86,41,42.40,41.10,0.71,0.78,5.53,7.82,0.93,29.25,0.78,0.81,10.56,2.30,0.19,0.76,0.07,0.04,0.12,119,11,14,11,11,0,0,3,11,10.8182,10.8182,10.8182,1.0000,1.2727,1.0000,0.0000,0.0000,1.0000,0.0000,0.2727,0.2727,1.0000,1.0000,2
177.txt,18,142,52,92,49,220,84,124,76,0.56,0.61,0.37,0.49,8.76,2.09,142,45,42.60,42.50,0.65,0.85,6.77,9.57,0.92,28.86,0.74,0.76,21.19,3.25,0.23,0.68,0.08,0.04,0.12,214,18,38,27,17,8,5,3,21,11.8889,12.5882,7.9259,1.5000,2.2353,1.5882,0.2963,0.4706,0.9444,0.2941,0.1765,0.1111,1.2353,0.7778,2
199.txt,9,62,27,40,25,93,41,54,37,0.58,0.69,0.44,0.56,5.56,1.67,62,37,38.80,38.50,0.67,0.74,4.55,6.43,0.91,22.01,0.74,0.83,12.50,2.50,0.28,0.66,0.04,0.04,0.07,89,9,16,13,9,2,2,4,6,9.8889,9.8889,6.8462,1.4444,1.7778,1.4444,0.1538,0.2222,1.0000,0.2222,0.4444,0.3077,0.6667,0.4615,2
344.txt,16,115,57,82,53,182,70,111,66,0.61,0.59,0.50,0.41,4.97,1.58,115,40,41.80,36.70,0.63,0.81,6.03,8.52,0.91,25.62,0.74,0.62,11.17,2.36,0.16,0.79,0.09,0.01,0.10,180,16,24,22,17,5,5,7,29,11.2500,10.5882,8.1818,1.3750,1.4118,1.2941,0.2273,0.2941,1.0625,0.2941,0.4118,0.3182,1.7059,1.3182,2
363.txt,7,52,20,35,18,69,22,40,20,0.58,0.50,0.38,0.36,1.45,0.85,52,39,40.50,38.40,0.75,0.78,4.43,6.26,0.93,27.53,0.88,0.91,9.09,2.13,0.25,0.88,0.07,0.03,0.10,69,7,11,8,7,2,2,1,10,9.8571,9.8571,8.6250,1.1429,1.5714,1.1429,0.2500,0.2857,1.0000,0.2857,0.1429,0.1250,1.4286,1.2500,2
393.txt,18,138,52,94,49,224,80,128,75,0.57,0.59,0.38,0.41,7.05,1.88,138,44,41.20,38.10,0.62,0.81,6.52,9.22,0.91,26.26,0.73,0.71,20.51,3.20,0.23,0.74,0.09,0.02,0.10,220,18,36,27,18,8,6,6,25,12.2222,12.2222,8.1481,1.5000,2.0000,1.5000,0.2963,0.4444,1.0000,0.3333,0.3333,0.2222,1.3889,0.9259,2
