Filename,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,class
229.txt,7,65,32,40,29,97,41,54,37,0.56,0.69,0.49,0.60,3.60,1.34,65,39,39.60,38.90,0.67,0.78,4.67,6.60,0.91,22.70,0.74,0.70,4.90,1.57,0.13,0.75,0.11,0.00,0.11,95,7,7,7,6,1,1,2,13,13.5714,15.8333,13.5714,1.0000,1.1667,1.1667,0.1429,0.1667,0.8571,0.1667,0.3333,0.2857,2.1667,1.8571,3
493.txt,6,62,27,40,26,84,33,49,32,0.58,0.65,0.44,0.60,3.60,1.34,62,41,40.50,38.90,0.74,0.82,4.78,6.76,0.93,28.08,0.82,0.90,8.10,2.01,0.18,0.78,0.08,0.04,0.12,84,6,7,6,6,0,0,2,12,14.0000,14.0000,14.0000,1.0000,1.1667,1.0000,0.0000,0.0000,1.0000,0.0000,0.3333,0.3333,2.0000,2.0000,3
42.txt,44,306,169,238,161,670,296,374,259,0.56,0.69,0.55,0.48,26.54,3.64,306,41,40.20,39.40,0.46,0.78,8.36,11.82,0.88,23.47,0.64,0.65,48.04,4.90,0.20,0.61,0.06,0.02,0.08,652,44,99,78,45,27,22,9,54,14.8182,14.4889,8.3590,1.7727,2.2000,1.7333,0.3462,0.6000,1.0227,0.4889,0.2000,0.1154,1.2000,0.6923,3
92.txt,15,114,53,76,50,207,94,123,89,0.59,0.72,0.46,0.39,4.65,1.52,114,37,40.30,37.90,0.55,0.75,5.60,7.92,0.89,20.70,0.62,0.65,12.90,2.54,0.16,0.58,0.03,0.02,0.06,203,15,26,24,16,7,6,3,17,13.5333,12.6875,8.4583,1.6000,1.6250,1.5000,0.2917,0.4375,1.0667,0.3750,0.1875,0.1250,1.0625,0.7083,3
337.txt,15,113,43,73,40,207,64,112,61,0.54,0.54,0.38,0.42,4.65,1.53,113,38,37.60,38.80,0.55,0.74,5.55,7.85,0.89,20.40,0.65,0.65,11.12,2.36,0.15,0.60,0.12,0.01,0.13,207,15,21,18,15,3,3,8,21,13.8000,13.8000,11.5000,1.2000,1.4000,1.2000,0.1667,0.2000,1.0000,0.2000,0.5333,0.4444,1.4000,1.1667,3
117.txt,7,66,33,47,33,96,39,55,39,0.57,0.71,0.50,0.73,8.07,2.01,66,39,38.40,35.80,0.69,0.78,4.76,6.74,0.92,24.15,0.85,0.73,8.07,2.01,0.20,0.89,0.09,0.00,0.09,96,7,11,9,7,2,2,3,12,13.7143,13.7143,10.6667,1.2857,1.5714,1.2857,0.2222,0.2857,1.0000,0.2857,0.4286,0.3333,1.7143,1.3333,3
23.txt,23,163,71,102,67,357,127,180,123,0.50,0.68,0.44,0.50,12.50,2.50,163,38,39.20,38.60,0.46,0.78,6.10,8.63,0.87,19.14,0.57,0.56,15.68,2.80,0.16,0.55,0.08,0.02,0.10,355,23,44,43,23,17,12,6,39,15.4348,15.4348,8.2558,1.8696,1.9130,1.8696,0.3953,0.7391,1.0000,0.5217,0.2609,0.1395,1.6957,0.9070,3
381.txt,9,86,36,57,34,119,50,68,44,0.57,0.65,0.42,0.56,5.06,1.59,86,42,40.90,41.30,0.72,0.84,5.57,7.88,0.93,30.54,0.84,0.88,12.25,2.47,0.21,0.78,0.15,0.01,0.16,119,9,14,11,9,2,2,2,12,13.2222,13.2222,10.8182,1.2222,1.5556,1.2222,0.1818,0.2222,1.0000,0.2222,0.2222,0.1818,1.3333,1.0909,3
44.txt,29,211,90,149,83,417,156,226,146,0.54,0.65,0.43,0.39,8.17,2.02,211,39,40.20,38.90,0.51,0.77,7.31,10.33,0.89,23.20,0.66,0.74,29.63,3.85,0.18,0.60,0.09,0.02,0.12,411,29,53,39,31,9,9,13,36,14.1724,13.2581,10.5385,1.3448,1.7097,1.2581,0.2308,0.2903,1.0690,0.2903,0.4194,0.3333,1.1613,0.9231,3
293.txt,12,121,67,85,62,185,85,107,74,0.58,0.69,0.55,0.68,11.56,2.40,121,41,42.40,41.10,0.65,0.84,6.29,8.90,0.92,27.88,0.79,0.88,19.36,3.11,0.21,0.79,0.07,0.03,0.10,175,12,20,19,12,4,3,4,21,14.5833,14.5833,9.2105,1.5833,1.6667,1.5833,0.2105,0.3333,1.0000,0.2500,0.3333,0.2105,1.7500,1.1053,3
484.txt,43,282,142,215,137,608,241,349,231,0.57,0.66,0.50,0.45,17.19,2.93,282,42,39.90,38.40,0.46,0.80,8.09,11.44,0.88,23.23,0.62,0.74,45.76,4.78,0.18,0.58,0.08,0.02,0.09,600,43,71,60,43,16,13,19,73,13.9535,13.9535,10.0000,1.3953,1.6512,1.3953,0.2667,0.3721,1.0000,0.3023,0.4419,0.3167,1.6977,1.2167,3
211.txt,35,249,123,173,116,543,234,295,208,0.54,0.71,0.49,0.38,13.50,2.60,249,42,42.30,39.20,0.46,0.79,7.56,10.69,0.88,22.09,0.59,0.51,25.01,3.54,0.17,0.61,0.08,0.02,0.09,527,35,76,55,32,14,13,8,58,15.0571,16.4688,9.5818,1.5714,2.3750,1.7188,0.2545,0.4375,0.9143,0.4062,0.2500,0.1455,1.8125,1.0545,3
7.txt,11,84,38,63,36,130,45,78,43,0.60,0.55,0.45,0.73,11.64,2.41,84,34,38.30,38.40,0.65,0.75,5.21,7.37,0.91,23.56,0.81,0.95,20.05,3.17,0.27,0.79,0.09,0.03,0.12,130,11,17,12,11,1,1,2,20,11.8182,11.8182,10.8333,1.0909,1.5455,1.0909,0.0833,0.0909,1.0000,0.0909,0.1818,0.1667,1.8182,1.6667,3
312.txt,4,36,12,26,12,42,13,28,13,0.67,0.46,0.33,0.50,2.00,1.00,36,36,36,36,0.86,0.86,3.93,5.55,0.96,39.36,0.93,1.00,8.00,2.00,0.29,0.89,0.07,0.00,0.07,42,4,7,5,4,1,1,1,3,10.5000,10.5000,8.4000,1.2500,1.7500,1.2500,0.2000,0.2500,1.0000,0.2500,0.2500,0.2000,0.7500,0.6000,3
444.txt,37,246,101,175,95,494,158,265,150,0.54,0.57,0.41,0.39,13.76,2.62,246,40,40.60,39.80,0.50,0.81,7.83,11.07,0.89,23.96,0.66,0.75,50.44,5.02,0.25,0.57,0.10,0.03,0.12,492,37,80,64,36,27,18,9,57,13.2973,13.6667,7.6875,1.7297,2.2222,1.7778,0.4219,0.7500,0.9730,0.5000,0.2500,0.1406,1.5833,0.8906,3
374.txt,6,65,34,46,31,81,37,51,34,0.63,0.67,0.52,0.85,9.31,2.16,65,41,41.90,40.50,0.80,0.82,5.11,7.22,0.95,38.11,0.90,1.00,13.00,2.55,0.25,0.87,0.14,0.00,0.14,79,6,10,8,6,2,2,1,10,13.1667,13.1667,9.8750,1.3333,1.6667,1.3333,0.2500,0.3333,1.0000,0.3333,0.1667,0.1250,1.6667,1.2500,3
295.txt,34,205,94,151,90,419,161,247,156,0.59,0.63,0.46,0.43,13.35,2.58,205,37,40.70,40.40,0.49,0.79,7.08,10.01,0.88,22.15,0.61,0.67,32.00,4.00,0.19,0.55,0.09,0.02,0.11,417,34,59,47,33,13,11,12,52,12.2647,12.6364,8.8723,1.3824,1.7879,1.4242,0.2766,0.3939,0.9706,0.3333,0.3636,0.2553,1.5758,1.1064,3
436.txt,8,92,31,57,27,129,43,69,35,0.53,0.51,0.34,0.50,5.50,1.66,92,42,42.50,41.90,0.71,0.86,5.73,8.10,0.93,30.34,0.83,0.86,16.41,2.86,0.28,0.78,0.09,0.01,0.10,123,8,18,14,10,4,3,1,15,15.3750,12.3000,8.7857,1.7500,1.8000,1.4000,0.2857,0.4000,1.2500,0.3000,0.1000,0.0714,1.5000,1.0714,3
230.txt,12,97,44,68,43,152,60,89,58,0.59,0.65,0.45,0.39,3.52,1.33,97,41,40.70,37.30,0.64,0.79,5.56,7.87,0.91,24.40,0.76,0.87,17.39,2.95,0.22,0.73,0.08,0.01,0.09,152,12,19,14,12,1,1,7,15,12.6667,12.6667,10.8571,1.1667,1.5833,1.1667,0.0714,0.0833,1.0000,0.0833,0.5833,0.5000,1.2500,1.0714,3
494.txt,15,153,83,103,75,224,102,122,90,0.54,0.74,0.54,0.60,10.80,2.32,153,44,42.60,41.20,0.68,0.82,7.23,10.22,0.93,33.36,0.84,0.83,20.83,3.23,0.20,0.79,0.20,0.01,0.20,216,15,23,19,16,2,2,4,27,14.4000,13.5000,11.3684,1.2667,1.4375,1.1875,0.1053,0.1250,1.0667,0.1250,0.2500,0.2105,1.6875,1.4211,3
261.txt,13,122,62,87,60,196,82,119,80,0.61,0.67,0.51,0.80,12.80,2.53,122,40,41.60,39.30,0.62,0.78,6.16,8.71,0.91,25.52,0.73,0.90,16.20,2.85,0.15,0.72,0.09,0.01,0.10,194,13,18,16,12,4,3,5,27,14.9231,16.1667,12.1250,1.2308,1.5000,1.3333,0.2500,0.3333,0.9231,0.2500,0.4167,0.3125,2.2500,1.6875,3
61.txt,10,92,39,63,39,140,51,86,51,0.61,0.59,0.42,0.54,7.54,1.94,92,40,39.60,38.10,0.66,0.78,5.50,7.78,0.92,25.26,0.73,0.81,16.96,2.91,0.24,0.73,0.10,0.02,0.13,140,10,22,18,10,6,5,3,18,14.0000,14.0000,7.7778,1.8000,2.2000,1.8000,0.3333,0.6000,1.0000,0.5000,0.3000,0.1667,1.8000,1.0000,3
12.txt,10,108,46,78,43,160,62,95,55,0.59,0.58,0.43,0.68,11.56,2.40,108,43,42.70,41.10,0.68,0.80,6.04,8.54,0.92,28.46,0.82,0.84,17.64,2.97,0.22,0.79,0.04,0.03,0.07,156,10,20,15,11,4,3,4,14,15.6000,14.1818,10.4000,1.5000,1.8182,1.3636,0.2667,0.3636,1.1000,0.2727,0.3636,0.2667,1.2727,0.9333,3
16.txt,11,102,46,66,42,154,59,85,53,0.55,0.62,0.45,0.67,12.00,2.45,102,39,41.60,40.80,0.66,0.81,5.81,8.22,0.92,26.75,0.78,0.89,21.33,3.27,0.28,0.74,0.08,0.01,0.09,150,11,24,21,11,9,7,4,23,13.6364,13.6364,7.1429,1.9091,2.1818,1.9091,0.4286,0.8182,1.0000,0.6364,0.3636,0.1905,2.0909,1.0952,3
134.txt,21,201,91,143,88,384,150,226,145,0.59,0.64,0.45,0.52,16.02,2.83,201,38,42.60,39.10,0.52,0.78,7.25,10.26,0.89,23.76,0.63,0.70,29.40,3.83,0.19,0.58,0.08,0.03,0.10,380,21,49,36,22,13,12,15,47,18.0952,17.2727,10.5556,1.7143,2.2273,1.6364,0.3611,0.5909,1.0476,0.5455,0.6818,0.4167,2.1364,1.3056,3
309.txt,12,97,31,67,30,160,42,101,40,0.63,0.40,0.32,0.52,6.26,1.77,97,39,39.70,37.80,0.61,0.75,5.42,7.67,0.90,22.35,0.66,0.83,15.70,2.80,0.19,0.58,0.10,0.03,0.13,158,12,19,15,12,3,3,2,18,13.1667,13.1667,10.5333,1.2500,1.5833,1.2500,0.2000,0.2500,1.0000,0.2500,0.1667,0.1333,1.5000,1.2000,3
28.txt,30,190,83,135,79,370,161,224,150,0.61,0.67,0.44,0.44,14.03,2.65,190,42,39.50,40.50,0.51,0.80,6.98,9.88,0.89,22.79,0.60,0.58,24.16,3.48,0.19,0.59,0.08,0.00,0.09,366,30,49,46,30,14,11,7,44,12.2000,12.2000,7.9565,1.5333,1.6333,1.5333,0.3043,0.4667,1.0000,0.3667,0.2333,0.1522,1.4667,0.9565,3
373.txt,5,52,29,36,28,66,35,42,33,0.64,0.79,0.56,0.80,6.40,1.79,52,38,41.40,40.40,0.79,0.76,4.53,6.40,0.94,31.98,0.86,0.90,8.10,2.01,0.21,0.83,0.07,0.00,0.07,66,5,7,7,5,2,1,2,10,13.2000,13.2000,9.4286,1.4000,1.4000,1.4000,0.2857,0.4000,1.0000,0.2000,0.4000,0.2857,2.0000,1.4286,3
404.txt,17,151,74,105,69,260,103,144,97,0.55,0.67,0.49,0.64,14.69,2.71,151,36,40.50,40.10,0.58,0.81,6.62,9.36,0.90,24.71,0.73,0.83,25.00,3.54,0.21,0.69,0.08,0.00,0.08,256,17,28,22,16,4,4,18,24,15.0588,16.0000,11.6364,1.2941,1.7500,1.3750,0.1818,0.2500,0.9412,0.2500,1.1250,0.8182,1.5000,1.0909,3
410.txt,15,144,74,101,68,228,93,131,85,0.57,0.65,0.51,0.76,21.19,3.25,144,38,39.70,41.40,0.63,0.79,6.74,9.54,0.92,27.86,0.77,0.84,25.97,3.60,0.24,0.71,0.07,0.02,0.08,224,15,25,20,15,4,3,4,19,14.9333,14.9333,11.2000,1.3333,1.6667,1.3333,0.2000,0.2667,1.0000,0.2000,0.2667,0.2000,1.2667,0.9500,3
120.txt,9,102,41,76,38,160,60,99,56,0.62,0.57,0.40,0.29,2.29,1.07,102,41,41.30,39.20,0.64,0.82,5.70,8.06,0.91,24.85,0.77,0.64,11.57,2.41,0.18,0.82,0.13,0.00,0.13,158,9,25,19,9,9,5,3,20,17.5556,17.5556,8.3158,2.1111,2.7778,2.1111,0.4737,1.0000,1.0000,0.5556,0.3333,0.1579,2.2222,1.0526,3
358.txt,7,65,31,39,27,85,38,46,34,0.54,0.74,0.48,0.71,7.14,1.89,65,41,41.90,39.70,0.76,0.82,4.99,7.05,0.94,31.95,0.85,0.93,12.07,2.46,0.28,0.78,0.09,0.02,0.11,83,7,11,10,7,3,3,2,10,11.8571,11.8571,8.3000,1.4286,1.5714,1.4286,0.3000,0.4286,1.0000,0.4286,0.2857,0.2000,1.4286,1.0000,3
52.txt,12,77,36,53,36,117,49,67,49,0.57,0.73,0.47,0.63,7.58,1.95,77,35,38.00,36.10,0.66,0.74,5.03,7.12,0.91,23.54,0.79,0.74,10.32,2.27,0.21,0.78,0.13,0.03,0.16,117,12,20,19,12,7,5,1,16,9.7500,9.7500,6.1579,1.5833,1.6667,1.5833,0.3684,0.5833,1.0000,0.4167,0.0833,0.0526,1.3333,0.8421,3
38.txt,25,177,54,115,48,341,74,170,66,0.50,0.39,0.31,0.39,5.44,1.65,177,44,40.30,39.70,0.52,0.79,6.78,9.59,0.89,22.53,0.68,0.78,21.78,3.30,0.16,0.64,0.08,0.02,0.10,337,25,42,29,24,12,10,8,31,13.4800,14.0417,11.6207,1.1600,1.7500,1.2083,0.4138,0.5000,0.9600,0.4167,0.3333,0.2759,1.2917,1.0690,3
203.txt,29,203,119,148,111,402,203,229,180,0.57,0.79,0.59,0.68,28.02,3.74,203,37,40.80,39.10,0.50,0.78,7.16,10.12,0.89,22.86,0.65,0.72,30.82,3.93,0.19,0.62,0.07,0.02,0.09,395,29,49,43,30,12,8,14,41,13.6207,13.1667,9.1860,1.4828,1.6333,1.4333,0.2791,0.4000,1.0345,0.2667,0.4667,0.3256,1.3667,0.9535,3
482.txt,26,189,86,140,81,371,136,210,124,0.57,0.59,0.46,0.52,13.52,2.60,189,30,38.30,40.00,0.51,0.76,6.94,9.81,0.89,22.54,0.67,0.66,21.78,3.30,0.16,0.65,0.09,0.00,0.10,367,26,43,36,26,8,7,8,43,14.1154,14.1154,10.1944,1.3846,1.6538,1.3846,0.2222,0.3077,1.0000,0.2692,0.3077,0.2222,1.6538,1.1944,3
27.txt,32,255,111,186,105,507,164,274,158,0.54,0.58,0.44,0.44,17.78,2.98,255,38,41.00,37.80,0.50,0.79,8.01,11.32,0.89,24.52,0.68,0.68,41.34,4.55,0.22,0.69,0.08,0.03,0.11,507,32,72,50,37,12,10,12,43,15.8438,13.7027,10.1400,1.5625,1.9459,1.3514,0.2400,0.3243,1.1562,0.2703,0.3243,0.2400,1.1622,0.8600,3
98.txt,9,86,22,53,20,132,28,67,24,0.51,0.36,0.26,0.27,1.88,0.97,86,41,40.50,39.20,0.65,0.83,5.29,7.49,0.91,24.17,0.79,0.69,12.46,2.50,0.27,0.86,0.04,0.03,0.07,132,9,21,13,11,6,5,5,9,14.6667,12.0000,10.1538,1.4444,1.9091,1.1818,0.4615,0.5455,1.2222,0.4545,0.4545,0.3846,0.8182,0.6923,3
386.txt,36,267,124,190,114,546,191,293,176,0.54,0.60,0.46,0.39,12.01,2.45,267,41,41.50,40.60,0.49,0.79,8.08,11.43,0.89,24.12,0.65,0.64,32.51,4.03,0.17,0.63,0.10,0.03,0.13,542,36,67,55,38,13,11,16,60,15.0556,14.2632,9.8545,1.5278,1.7632,1.4474,0.2364,0.3421,1.0556,0.2895,0.4211,0.2909,1.5789,1.0909,3
103.txt,12,99,51,67,47,165,76,93,70,0.56,0.75,0.52,0.79,17.29,2.94,99,38,39.70,37.20,0.60,0.73,5.45,7.71,0.90,22.16,0.72,0.89,22.32,3.34,0.27,0.62,0.09,0.02,0.11,163,12,24,19,12,7,5,2,22,13.5833,13.5833,8.5789,1.5833,2.0000,1.5833,0.3684,0.5833,1.0000,0.4167,0.1667,0.1053,1.8333,1.1579,3
109.txt,10,85,42,52,36,108,49,59,43,0.55,0.73,0.49,0.69,7.56,1.94,85,42,42.90,43.00,0.79,0.85,5.78,8.18,0.95,39.76,0.88,0.81,10.56,2.30,0.22,0.89,0.05,0.03,0.08,104,10,13,12,9,2,2,1,7,10.4000,11.5556,8.6667,1.2000,1.4444,1.3333,0.1667,0.2222,0.9000,0.2222,0.1111,0.0833,0.7778,0.5833,3
106.txt,30,199,96,133,90,421,178,235,165,0.56,0.70,0.48,0.37,9.66,2.20,199,40,40.40,38.30,0.47,0.75,6.86,9.70,0.88,21.16,0.57,0.51,18.51,3.04,0.15,0.54,0.09,0.00,0.10,411,30,56,46,33,10,9,9,36,13.7000,12.4545,8.9348,1.5333,1.6970,1.3939,0.2174,0.3030,1.1000,0.2727,0.2727,0.1957,1.0909,0.7826,3
101.txt,23,173,84,117,78,318,128,173,118,0.54,0.68,0.49,0.54,16.86,2.90,173,44,40.30,39.40,0.54,0.78,6.86,9.70,0.89,23.69,0.68,0.68,26.68,3.65,0.23,0.66,0.05,0.01,0.06,313,23,45,35,24,13,10,9,31,13.6087,13.0417,8.9429,1.5217,1.8750,1.4583,0.3714,0.5417,1.0435,0.4167,0.3750,0.2571,1.2917,0.8857,3
248.txt,20,145,60,99,57,257,105,150,96,0.58,0.64,0.41,0.30,4.26,1.46,145,39,41.70,39.90,0.56,0.81,6.40,9.04,0.90,23.37,0.66,0.63,18.28,3.02,0.19,0.63,0.10,0.01,0.11,249,20,40,33,20,10,6,5,22,12.4500,12.4500,7.5455,1.6500,2.0000,1.6500,0.3030,0.5000,1.0000,0.3000,0.2500,0.1515,1.1000,0.6667,3
294.txt,35,202,89,141,83,419,155,228,141,0.54,0.62,0.44,0.51,19.75,3.14,202,39,39.90,36.40,0.48,0.74,6.98,9.87,0.88,21.70,0.62,0.73,40.73,4.51,0.25,0.52,0.07,0.02,0.09,415,35,73,55,34,21,13,6,43,11.8571,12.2059,7.5455,1.5714,2.1471,1.6176,0.3818,0.6176,0.9714,0.3824,0.1765,0.1091,1.2647,0.7818,3
321.txt,10,100,47,69,44,134,54,78,50,0.58,0.64,0.47,0.62,8.05,2.01,100,44,42.20,43.20,0.75,0.85,6.11,8.64,0.94,35.60,0.88,0.81,13.76,2.62,0.22,0.91,0.13,0.01,0.14,132,10,17,13,10,2,2,3,16,13.2000,13.2000,10.1538,1.3000,1.7000,1.3000,0.1538,0.2000,1.0000,0.2000,0.3000,0.2308,1.6000,1.2308,3
22.txt,25,183,80,133,73,357,125,224,117,0.63,0.52,0.44,0.38,8.67,2.08,183,39,40.70,39.10,0.51,0.78,6.85,9.69,0.89,22.45,0.59,0.69,28.92,3.80,0.19,0.52,0.10,0.02,0.12,355,25,56,42,25,13,11,7,36,14.2000,14.2000,8.4524,1.6800,2.2400,1.6800,0.3095,0.5200,1.0000,0.4400,0.2800,0.1667,1.4400,0.8571,3
328.txt,25,186,79,133,75,356,123,193,116,0.54,0.60,0.42,0.54,17.36,2.95,186,33,40.10,38.50,0.52,0.76,6.97,9.86,0.89,23.09,0.69,0.75,32.81,4.05,0.23,0.67,0.08,0.00,0.08,354,25,45,36,24,11,8,6,43,14.1600,14.7500,9.8333,1.4400,1.8750,1.5000,0.3056,0.4583,0.9600,0.3333,0.2500,0.1667,1.7917,1.1944,3
429.txt,20,141,63,100,59,260,106,151,101,0.58,0.67,0.45,0.55,12.10,2.46,141,37,37.20,36.60,0.54,0.76,6.18,8.74,0.89,21.95,0.66,0.68,18.23,3.02,0.18,0.62,0.11,0.03,0.13,258,20,28,26,21,4,4,6,35,12.9000,12.2857,9.9231,1.3000,1.3333,1.2381,0.1538,0.1905,1.0500,0.1905,0.2857,0.2308,1.6667,1.3462,3
177.txt,32,206,86,134,78,427,156,239,135,0.56,0.56,0.42,0.37,11.91,2.44,206,44,40.60,40.30,0.48,0.79,7.05,9.97,0.88,21.86,0.56,0.52,23.55,3.43,0.19,0.55,0.06,0.04,0.10,413,32,70,55,29,23,16,5,49,12.9062,14.2414,7.5091,1.7188,2.4138,1.8966,0.4182,0.7931,0.9062,0.5517,0.1724,0.0909,1.6897,0.8909,3
199.txt,11,93,48,62,41,151,74,85,61,0.56,0.72,0.52,0.61,8.52,2.06,93,34,38.90,37.80,0.62,0.76,5.35,7.57,0.90,22.56,0.73,0.78,14.09,2.65,0.21,0.71,0.06,0.00,0.06,147,11,19,16,12,2,1,2,18,13.3636,12.2500,9.1875,1.4545,1.5833,1.3333,0.1250,0.1667,1.0909,0.0833,0.1667,0.1250,1.5000,1.1250,3
344.txt,9,77,21,47,18,114,30,59,24,0.52,0.41,0.27,0.40,1.60,0.89,77,39,41.80,39.50,0.68,0.78,5.10,7.21,0.92,24.83,0.80,0.80,6.40,1.79,0.14,0.81,0.14,0.03,0.17,110,9,10,9,9,1,1,3,16,12.2222,12.2222,12.2222,1.0000,1.1111,1.0000,0.1111,0.1111,1.0000,0.1111,0.3333,0.3333,1.7778,1.7778,3
363.txt,16,124,57,89,52,199,79,113,72,0.57,0.64,0.46,0.53,11.03,2.35,124,41,41.80,42.20,0.62,0.87,6.22,8.79,0.91,25.73,0.79,0.80,25.60,3.58,0.28,0.77,0.07,0.00,0.07,199,16,32,22,16,7,4,3,23,12.4375,12.4375,9.0455,1.3750,2.0000,1.3750,0.3182,0.4375,1.0000,0.2500,0.1875,0.1364,1.4375,1.0455,3
393.txt,18,141,66,96,62,247,97,135,85,0.55,0.63,0.47,0.51,10.26,2.26,141,41,39.80,37.40,0.57,0.79,6.34,8.97,0.90,23.51,0.71,0.74,21.56,3.28,0.21,0.72,0.07,0.02,0.10,239,18,35,26,18,6,5,3,25,13.2778,13.2778,9.1923,1.4444,1.9444,1.4444,0.2308,0.3333,1.0000,0.2778,0.1667,0.1154,1.3889,0.9615,3
