,Filename,TLC/D,ALCL, numsyl, avgchar,awl,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,class_y,NP/S,VP/S,PP/S,NPlen,VPlen,PPlen,cli,fks
10,229.txt,12,2,1.62,4.97,0.0962,10,132,65,100,61,189,78,121,72,0.64,0.6,0.49,0.37,2.58,1.14,132,44,44.4,41.7,0.7,0.89,6.79,9.6,0.93,33.24,0.83,0.89,15.21,2.76,0.14,0.82,0.08,0.01,0.09,182,10,18,11,10,3,3,6,18,18.2,18.2,16.5455,1.1,1.8,1.1,0.2727,0.3,1.0,0.3,0.6,0.5455,1.8,1.6364,4,4.9,1.9,1.5,2.24,1.63,1.0,13.034,39.105
11,92.txt,20,2,1.59,4.68,0.172,13,135,66,101,62,209,80,125,74,0.6,0.59,0.49,0.64,13.36,2.58,135,44,43.1,42.2,0.65,0.8,6.6,9.34,0.92,28.36,0.81,0.88,25.48,3.57,0.23,0.75,0.14,0.01,0.14,206,13,27,16,13,5,5,11,24,15.8462,15.8462,12.875,1.2308,2.0769,1.2308,0.3125,0.3846,1.0,0.3846,0.8462,0.6875,1.8462,1.5,4,4.85,2.23,1.69,1.94,1.52,1.0,11.968,40.393
12,337.txt,21,3,1.47,4.45,0.0711,18,166,60,117,56,294,82,155,71,0.53,0.46,0.36,0.47,9.8,2.21,166,44,41.7,41.0,0.56,0.84,6.85,9.68,0.9,24.54,0.75,0.78,27.22,3.69,0.23,0.69,0.14,0.02,0.16,282,18,45,30,20,12,11,7,25,15.6667,14.1,9.4,1.6667,2.25,1.5,0.4,0.6,1.1111,0.55,0.35,0.2333,1.25,0.8333,4,5.33,2.33,1.67,1.83,1.71,1.0,11.786,43.858
13,117.txt,10,3,1.54,4.63,0.1393,8,95,36,64,32,140,44,79,38,0.56,0.48,0.38,0.52,6.26,1.77,95,40,43.1,42.2,0.68,0.87,5.68,8.03,0.92,27.35,0.81,0.87,17.39,2.95,0.25,0.77,0.11,0.01,0.13,137,8,20,12,8,6,3,8,12,17.125,17.125,11.4167,1.5,2.5,1.5,0.5,0.75,1.0,0.375,1.0,0.6667,1.5,1.0,4,5.38,2.88,1.5,1.81,1.52,1.0,11.501,43.676
14,381.txt,33,4,1.55,4.5,0.1356,26,211,80,160,75,396,111,223,102,0.56,0.46,0.38,0.46,14.63,2.7,211,40,40.2,40.9,0.53,0.83,7.5,10.6,0.89,24.68,0.72,0.77,41.66,4.56,0.24,0.68,0.13,0.02,0.15,390,26,53,31,26,10,7,16,41,15.0,15.0,12.5806,1.1923,2.0385,1.1923,0.3226,0.3846,1.0,0.2692,0.6154,0.5161,1.5769,1.3226,4,4.07,1.93,1.44,1.91,2.02,1.0,11.631,40.899
15,293.txt,9,3,1.44,4.49,0.125,14,108,40,72,37,180,52,97,47,0.54,0.48,0.37,0.33,3.0,1.22,108,43,42.6,41.2,0.6,0.83,5.69,8.05,0.9,22.93,0.74,0.81,17.93,2.99,0.23,0.71,0.13,0.01,0.14,176,14,25,16,14,5,5,6,16,12.5714,12.5714,11.0,1.1429,1.7857,1.1429,0.3125,0.3571,1.0,0.3571,0.4286,0.375,1.1429,1.0,4,4.0,2.36,1.07,1.7,1.58,1.0,11.635,46.367
16,484.txt,30,5,1.48,4.55,0.125,22,197,97,147,93,418,161,225,148,0.54,0.66,0.49,0.54,22.12,3.33,197,35,40.2,38.4,0.47,0.77,6.81,9.64,0.88,21.03,0.65,0.7,36.96,4.3,0.24,0.58,0.11,0.02,0.13,405,22,49,34,23,14,12,14,43,18.4091,17.6087,11.9118,1.5455,2.1304,1.4783,0.4118,0.6087,1.0455,0.5217,0.6087,0.4118,1.8696,1.2647,4,5.5,2.36,1.95,2.19,1.87,1.0,11.557,46.943
17,211.txt,2,2,1.78,5.33,0.0408,2,51,26,39,25,62,33,47,32,0.76,0.68,0.51,0.0,0.0,0.0,51,43,43.0,41.1,0.82,0.86,4.58,6.48,0.95,37.88,0.83,1.0,3.0,1.22,0.06,0.83,0.04,0.0,0.04,61,2,5,3,2,1,1,1,8,30.5,30.5,20.3333,1.5,2.5,1.5,0.3333,0.5,1.0,0.5,0.5,0.3333,4.0,2.6667,4,7.5,1.5,2.0,3.0,1.33,1.0,14.1,25.703
18,312.txt,49,4,1.58,4.83,0.1034,48,301,119,235,117,701,189,385,183,0.55,0.48,0.4,0.32,13.6,2.61,301,35,42.8,38.0,0.43,0.79,8.04,11.37,0.87,22.06,0.61,0.56,42.47,4.61,0.2,0.63,0.07,0.02,0.09,695,48,107,72,53,22,17,29,68,14.4792,13.1132,9.6528,1.5,2.0189,1.3585,0.3056,0.4151,1.1042,0.3208,0.5472,0.4028,1.283,0.9444,4,4.49,2.08,1.06,1.68,1.97,1.0,13.804,34.621
19,444.txt,22,4,1.49,4.41,0.1171,16,172,65,115,62,402,127,210,110,0.52,0.52,0.38,0.42,11.22,2.37,172,37,40.2,37.3,0.43,0.71,6.07,8.58,0.86,18.39,0.55,0.63,25.86,3.6,0.2,0.46,0.1,0.01,0.11,388,16,53,37,17,19,9,7,48,24.25,22.8235,10.4865,2.3125,3.1176,2.1765,0.5135,1.1176,1.0625,0.5294,0.4118,0.1892,2.8235,1.2973,4,9.38,3.88,2.25,1.74,1.52,1.0,9.548,46.986
20,374.txt,15,2,1.53,4.68,0.0784,17,154,52,106,50,225,66,128,60,0.57,0.47,0.34,0.45,8.1,2.01,154,46,44.7,42.9,0.68,0.84,7.26,10.27,0.93,33.6,0.83,0.82,27.23,3.69,0.26,0.79,0.14,0.04,0.18,219,17,30,20,17,7,6,6,20,12.8824,12.8824,10.95,1.1765,1.7647,1.1765,0.35,0.4118,1.0,0.3529,0.3529,0.3,1.1765,1.0,4,3.65,2.12,1.0,2.1,1.64,1.0,13.055,37.016
21,295.txt,20,3,1.45,4.31,0.1572,18,144,48,100,42,256,68,138,57,0.54,0.41,0.33,0.31,4.36,1.48,144,39,42.3,39.6,0.56,0.78,6.36,9.0,0.9,23.21,0.72,0.69,21.36,3.27,0.22,0.68,0.14,0.04,0.17,250,18,40,24,21,9,8,6,22,13.8889,11.9048,10.4167,1.3333,1.9048,1.1429,0.375,0.4286,1.1667,0.381,0.2857,0.25,1.0476,0.9167,4,4.29,2.47,1.18,2.03,1.88,1.0,10.1,48.838
22,436.txt,24,2,1.47,4.44,0.0732,21,165,60,117,55,315,86,170,77,0.54,0.45,0.36,0.4,9.12,2.14,165,41,41.8,38.4,0.52,0.79,6.57,9.3,0.89,22.23,0.69,0.71,28.98,3.81,0.24,0.63,0.14,0.02,0.16,309,21,48,24,23,4,4,5,32,14.7143,13.4348,12.875,1.1429,2.087,1.0435,0.1667,0.1739,1.0952,0.1739,0.2174,0.2083,1.3913,1.3333,4,4.38,2.1,1.71,1.8,2.11,1.0,11.129,46.547
23,230.txt,2,2,1.79,5.66,0.0294,2,71,40,55,39,88,45,62,44,0.7,0.71,0.56,0.0,0.0,0.0,71,44,42.8,42.2,0.81,0.88,5.35,7.57,0.95,40.56,0.89,1.0,2.0,1.0,0.03,0.88,0.02,0.02,0.03,85,2,2,2,2,0,0,1,10,42.5,42.5,42.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,5.0,5.0,4,13.5,1.0,4.5,2.37,1.5,1.0,14.886,18.718
24,494.txt,33,4,1.71,4.98,0.1579,23,191,92,141,88,391,159,225,147,0.58,0.65,0.48,0.35,9.47,2.18,191,40,41.4,38.3,0.49,0.78,6.83,9.66,0.88,21.6,0.63,0.6,27.48,3.71,0.2,0.67,0.1,0.01,0.11,381,23,57,37,24,13,12,11,46,16.5652,15.875,10.2973,1.6087,2.375,1.5417,0.3514,0.5417,1.0435,0.5,0.4583,0.2973,1.9167,1.2432,4,5.04,2.17,1.67,1.79,1.81,1.0,14.608,24.244
25,261.txt,22,2,1.5,4.41,0.0902,18,159,65,114,60,277,89,158,82,0.57,0.52,0.41,0.47,9.8,2.21,159,39,42.7,42.6,0.57,0.79,6.76,9.55,0.9,24.75,0.72,0.67,20.0,3.16,0.19,0.74,0.11,0.04,0.15,273,18,37,23,20,5,5,9,27,15.1667,13.65,11.8696,1.2778,1.85,1.15,0.2174,0.25,1.1111,0.25,0.45,0.3913,1.35,1.1739,4,4.78,1.83,2.11,1.81,1.67,1.03,10.7,44.56
26,61.txt,16,3,1.55,4.58,0.1818,12,121,40,82,35,219,63,116,52,0.53,0.45,0.33,0.36,4.36,1.48,121,32,41.6,38.1,0.55,0.74,5.78,8.18,0.89,21.26,0.71,0.82,22.09,3.32,0.23,0.63,0.1,0.02,0.12,212,12,30,20,13,9,8,10,18,17.6667,16.3077,10.6,1.6667,2.3077,1.5385,0.45,0.6923,1.0833,0.6154,0.7692,0.5,1.3846,0.9,4,5.42,2.58,1.67,1.8,1.68,1.0,11.215,43.417
27,134.txt,27,3,1.49,4.61,0.0795,17,154,62,115,57,264,81,152,74,0.58,0.49,0.4,0.35,5.57,1.67,154,33,42.3,41.8,0.58,0.79,6.7,9.48,0.9,25.05,0.76,0.74,25.13,3.54,0.22,0.77,0.12,0.03,0.14,261,17,39,19,18,5,5,14,21,15.3529,14.5,13.7368,1.1176,2.1667,1.0556,0.2632,0.2778,1.0588,0.2778,0.7778,0.7368,1.1667,1.1053,4,4.65,2.24,1.65,1.71,1.76,1.0,11.949,45.013
28,530.txt,17,3,1.58,4.64,0.1979,12,130,52,94,48,215,75,120,65,0.56,0.54,0.4,0.49,8.76,2.09,130,39,41.3,41.1,0.6,0.79,6.27,8.87,0.91,24.9,0.78,0.76,21.19,3.25,0.23,0.8,0.12,0.01,0.13,206,12,26,16,11,5,5,7,26,17.1667,18.7273,12.875,1.3333,2.3636,1.4545,0.3125,0.4545,0.9167,0.4545,0.6364,0.4375,2.3636,1.625,4,5.58,2.58,1.67,1.97,1.71,1.0,12.041,39.405
29,309.txt,24,3,1.69,5.12,0.1073,18,149,63,114,61,254,81,149,77,0.59,0.52,0.42,0.55,12.6,2.51,149,40,42.6,41.4,0.59,0.82,6.61,9.35,0.9,24.97,0.77,0.83,29.17,3.82,0.23,0.74,0.08,0.01,0.09,250,18,36,20,22,4,4,12,20,13.8889,11.3636,12.5,1.1111,1.6364,0.9091,0.2,0.1818,1.2222,0.1818,0.5455,0.6,0.9091,1.0,4,3.8,1.85,1.15,1.7,1.76,1.0,14.891,29.148
30,373.txt,12,2,1.59,4.74,0.1371,13,117,45,84,41,189,57,107,51,0.57,0.48,0.38,0.43,6.43,1.79,117,38,41.2,40.2,0.62,0.83,6.02,8.51,0.91,24.88,0.79,0.77,20.83,3.23,0.25,0.76,0.12,0.03,0.15,185,13,30,17,13,7,7,2,19,14.2308,14.2308,10.8824,1.3077,2.3077,1.3077,0.4118,0.5385,1.0,0.5385,0.1538,0.1176,1.4615,1.1176,4,4.31,2.23,1.38,2.0,1.9,1.0,12.611,36.545
31,514.txt,26,4,1.6,4.76,0.0836,20,203,90,141,82,379,132,205,119,0.54,0.58,0.44,0.43,11.27,2.37,203,39,42.6,41.1,0.54,0.79,7.37,10.43,0.89,24.52,0.69,0.73,32.27,4.02,0.21,0.62,0.14,0.03,0.17,371,20,43,25,19,6,5,15,37,18.55,19.5263,14.84,1.25,2.2632,1.3158,0.24,0.3158,0.95,0.2632,0.7895,0.6,1.9474,1.48,4,4.52,1.96,1.83,1.65,1.98,1.0,11.953,39.929
32,404.txt,12,2,1.51,4.61,0.1071,10,102,35,67,31,157,51,85,41,0.54,0.48,0.34,0.38,3.38,1.3,102,38,42.4,39.1,0.65,0.77,5.76,8.14,0.91,25.74,0.79,0.79,15.04,2.74,0.22,0.77,0.11,0.02,0.13,149,10,21,12,9,6,4,2,14,14.9,16.5556,12.4167,1.2,2.3333,1.3333,0.5,0.6667,0.9,0.4444,0.2222,0.1667,1.5556,1.1667,4,4.2,2.0,1.7,1.86,1.95,1.0,12.117,41.89
33,410.txt,84,7,1.58,4.73,0.0774,66,391,165,308,159,1159,321,627,295,0.54,0.47,0.42,0.26,11.91,2.44,391,42,43.2,40.5,0.34,0.81,8.12,11.49,0.85,19.9,0.49,0.49,40.52,4.5,0.13,0.47,0.09,0.02,0.11,1136,66,151,115,72,42,34,41,127,17.2121,15.7778,9.8783,1.7424,2.0972,1.5972,0.3652,0.5833,1.0909,0.4722,0.5694,0.3565,1.7639,1.1043,4,5.28,2.24,1.75,1.9,2.03,1.01,12.976,34.9
34,120.txt,17,3,1.44,4.39,0.1542,21,145,57,102,50,261,77,138,68,0.53,0.49,0.39,0.36,6.81,1.85,145,35,40.4,39.5,0.56,0.78,6.35,8.98,0.89,22.88,0.74,0.74,28.7,3.79,0.28,0.7,0.13,0.01,0.14,258,21,44,27,22,10,8,14,19,12.2857,11.7273,9.5556,1.2857,2.0,1.2273,0.3704,0.4545,1.0476,0.3636,0.6364,0.5185,0.8636,0.7037,4,4.52,2.38,1.33,1.43,1.48,1.0,10.746,46.687
35,527.txt,25,3,1.64,4.96,0.1159,14,182,87,143,85,313,125,191,115,0.61,0.6,0.48,0.5,12.0,2.45,182,39,43.0,41.3,0.58,0.81,7.27,10.29,0.91,26.45,0.75,0.77,28.52,3.78,0.19,0.73,0.17,0.01,0.17,305,14,32,23,14,8,7,14,31,21.7857,21.7857,13.2609,1.6429,2.2857,1.6429,0.3478,0.5714,1.0,0.5,1.0,0.6087,2.2143,1.3478,4,6.79,2.57,2.0,1.82,1.92,1.0,13.686,32.335
36,358.txt,23,3,1.65,5.0,0.1577,18,156,62,117,59,266,84,153,77,0.58,0.5,0.4,0.46,7.81,1.98,156,42,40.7,38.7,0.59,0.79,6.76,9.56,0.9,25.37,0.76,0.84,25.97,3.6,0.2,0.73,0.14,0.02,0.16,262,18,31,19,18,4,4,9,31,14.5556,14.5556,13.7895,1.0556,1.7222,1.0556,0.2105,0.2222,1.0,0.2222,0.5,0.4737,1.7222,1.6316,4,4.06,1.72,1.22,2.05,2.03,1.0,14.099,32.718
37,203.txt,11,2,1.49,4.49,0.1833,9,91,35,62,32,136,44,79,39,0.58,0.49,0.38,0.47,4.26,1.46,91,43,41.1,40.4,0.67,0.87,5.52,7.8,0.92,26.09,0.78,0.84,13.47,2.6,0.2,0.74,0.15,0.0,0.15,132,9,18,12,9,4,4,5,14,14.6667,14.6667,11.0,1.3333,2.0,1.3333,0.3333,0.4444,1.0,0.4444,0.5556,0.4167,1.5556,1.1667,4,4.22,2.44,1.22,2.39,1.59,1.0,11.288,46.324
38,482.txt,38,3,1.67,5.03,0.1699,26,250,107,195,103,497,146,283,140,0.57,0.49,0.43,0.44,16.6,2.88,250,35,40.9,39.7,0.5,0.78,7.93,11.21,0.89,24.36,0.69,0.7,42.77,4.62,0.22,0.68,0.12,0.02,0.14,493,26,70,44,25,22,14,18,60,18.9615,19.72,11.2045,1.6923,2.8,1.76,0.5,0.88,0.9615,0.56,0.72,0.4091,2.4,1.3636,4,5.85,2.67,1.56,1.99,1.78,1.0,14.027,32.132
39,525.txt,0,0,2.43,6.29,0.0,1,7,2,4,2,7,2,4,2,0.57,0.5,0.29,0.0,0.0,0.0,7,7,7.0,7.0,1.0,1.0,1.87,2.65,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,1,0,0,0,0,0,1,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,0.0,1.0,1.5,0.0,1.0,23.651,-54.07
40,98.txt,14,2,1.33,4.29,0.0662,11,104,34,66,29,160,45,85,39,0.53,0.46,0.33,0.39,3.52,1.33,104,36,41.5,42.7,0.65,0.82,5.81,8.22,0.92,25.97,0.78,0.7,11.13,2.36,0.19,0.76,0.12,0.02,0.14,156,11,22,15,12,3,1,5,15,14.1818,13.0,10.4,1.3636,1.8333,1.25,0.2,0.25,1.0909,0.0833,0.4167,0.3333,1.25,1.0,4,5.73,2.18,1.36,1.67,1.46,1.07,9.93,57.59
41,386.txt,22,3,1.62,4.79,0.0833,18,174,75,130,71,320,96,174,88,0.54,0.51,0.43,0.44,10.17,2.26,174,37,40.7,38.0,0.54,0.76,6.88,9.73,0.89,23.72,0.75,0.79,32.33,4.02,0.24,0.71,0.08,0.02,0.1,314,18,44,27,18,8,6,11,34,17.4444,17.4444,11.6296,1.5,2.4444,1.5,0.2963,0.4444,1.0,0.3333,0.6111,0.4074,1.8889,1.2593,4,5.56,2.56,1.72,2.02,1.78,1.06,12.581,36.226
42,103.txt,31,3,1.47,4.48,0.1176,18,187,79,138,72,326,112,186,102,0.57,0.55,0.42,0.36,5.82,1.71,187,43,43.0,42.0,0.57,0.8,7.32,10.36,0.9,26.17,0.74,0.77,26.27,3.62,0.18,0.68,0.13,0.02,0.16,322,18,39,21,17,7,7,18,34,17.8889,18.9412,15.3333,1.1667,2.2941,1.2353,0.3333,0.4118,0.9444,0.4118,1.0588,0.8571,2.0,1.619,4,5.21,2.68,1.84,1.83,1.55,1.0,11.226,46.071
43,109.txt,23,3,1.57,4.71,0.0691,15,149,71,112,66,246,95,145,87,0.59,0.6,0.48,0.53,10.53,2.29,149,37,43.3,39.7,0.61,0.82,6.72,9.5,0.91,26.25,0.77,0.87,28.66,3.79,0.23,0.74,0.1,0.01,0.11,244,15,33,20,16,6,5,13,20,16.2667,15.25,12.2,1.3333,2.0625,1.25,0.3,0.375,1.0667,0.3125,0.8125,0.65,1.25,1.0,4,4.93,2.4,1.6,2.14,1.67,1.0,11.962,40.31
44,106.txt,28,3,1.4,4.23,0.0543,23,208,93,159,88,408,132,215,121,0.53,0.56,0.45,0.34,8.23,2.03,208,42,40.0,38.3,0.51,0.79,7.28,10.3,0.89,23.29,0.74,0.69,32.91,4.06,0.22,0.76,0.09,0.01,0.1,401,23,60,34,26,14,12,17,33,17.4348,15.4231,11.7941,1.4783,2.3077,1.3077,0.4118,0.5385,1.1304,0.4615,0.6538,0.5,1.2692,0.9706,4,5.43,2.61,1.7,1.74,1.83,1.0,9.702,52.183
45,101.txt,48,3,1.53,4.57,0.1636,34,231,104,179,96,429,144,257,134,0.6,0.52,0.45,0.33,7.67,1.96,231,37,40.9,40.5,0.54,0.8,7.89,11.15,0.9,25.78,0.7,0.64,28.06,3.75,0.17,0.75,0.12,0.02,0.14,424,34,64,35,28,12,11,22,53,12.4706,15.1429,12.1143,1.0294,2.2857,1.25,0.3429,0.4286,0.8235,0.3929,0.7857,0.6286,1.8929,1.5143,4,3.89,1.74,1.11,1.85,1.67,1.0,12.086,38.698
46,545.txt,28,4,1.57,4.73,0.1054,26,212,93,159,89,431,149,242,141,0.56,0.58,0.44,0.41,13.44,2.59,212,42,41.1,39.8,0.49,0.82,7.22,10.21,0.88,22.52,0.66,0.6,29.64,3.85,0.2,0.65,0.14,0.03,0.17,425,26,57,39,26,14,12,20,51,16.3462,16.3462,10.8974,1.5,2.1923,1.5,0.359,0.5385,1.0,0.4615,0.7692,0.5128,1.9615,1.3077,4,5.08,2.52,1.8,1.97,1.89,1.0,12.682,39.158
47,248.txt,14,2,1.57,4.63,0.1714,10,102,44,72,40,168,61,95,52,0.57,0.55,0.43,0.5,6.5,1.8,102,40,41.6,37.5,0.61,0.76,5.56,7.87,0.9,22.85,0.76,0.81,16.96,2.91,0.22,0.71,0.12,0.0,0.12,160,10,22,11,10,3,3,8,18,16.0,16.0,14.5455,1.1,2.2,1.1,0.2727,0.3,1.0,0.3,0.8,0.7273,1.8,1.6364,4,4.6,2.4,1.4,2.09,1.63,1.0,11.627,39.968
48,294.txt,13,2,1.4,4.38,0.1006,15,110,41,75,35,183,59,101,49,0.55,0.49,0.37,0.36,4.69,1.53,110,37,42.1,38.8,0.6,0.81,5.75,8.13,0.9,23.16,0.74,0.69,17.36,2.95,0.25,0.73,0.17,0.03,0.2,175,15,32,20,15,10,8,6,16,11.6667,11.6667,8.75,1.3333,2.1333,1.3333,0.5,0.6667,1.0,0.5333,0.4,0.3,1.0667,0.8,4,3.53,2.13,0.67,1.81,1.5,1.0,11.656,46.545
49,516.txt,31,4,1.54,4.71,0.1201,22,185,80,138,78,345,130,197,120,0.57,0.61,0.43,0.38,8.02,2.0,185,40,42.8,40.1,0.54,0.79,7.04,9.96,0.89,23.8,0.7,0.67,24.89,3.53,0.19,0.7,0.14,0.01,0.14,335,22,46,29,21,10,7,13,37,15.2273,15.9524,11.5517,1.3182,2.1905,1.381,0.3448,0.4762,0.9545,0.3333,0.619,0.4483,1.7619,1.2759,4,5.05,2.14,1.55,1.72,1.81,1.0,12.826,42.067
50,321.txt,9,2,1.5,4.47,0.08,14,117,46,79,42,187,58,101,52,0.54,0.51,0.39,0.46,7.31,1.91,117,41,41.9,41.3,0.63,0.85,6.05,8.56,0.91,25.34,0.78,0.83,24.03,3.47,0.29,0.73,0.11,0.03,0.14,183,14,29,16,14,6,6,5,15,13.0714,13.0714,11.4375,1.1429,2.0714,1.1429,0.375,0.4286,1.0,0.4286,0.3571,0.3125,1.0714,0.9375,4,3.64,2.07,1.14,1.92,1.93,1.0,11.519,42.275
51,328.txt,54,5,1.78,5.27,0.0535,51,315,119,233,112,826,233,451,218,0.55,0.48,0.38,0.3,11.94,2.44,315,40,42.0,41.0,0.38,0.83,7.75,10.96,0.86,20.32,0.52,0.53,37.62,4.34,0.16,0.53,0.08,0.02,0.11,818,51,110,82,57,25,19,34,97,16.0392,14.3509,9.9756,1.6078,1.9298,1.4386,0.3049,0.4386,1.1176,0.3333,0.5965,0.4146,1.7018,1.1829,4,5.02,2.22,1.33,1.82,1.88,1.03,15.882,19.538
