,Filename,TLC/D,ALCL, numsyl, avgchar,awl,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,class_y,NP/S,VP/S,PP/S,NPlen,VPlen,PPlen,cli,fks
10,229.txt,9,2,1.52,4.45,0.0805,7,65,32,40,29,97,41,54,37,0.56,0.69,0.49,0.6,3.6,1.34,65,39,39.6,38.9,0.67,0.78,4.67,6.6,0.91,22.7,0.74,0.7,4.9,1.57,0.13,0.75,0.11,0.0,0.11,95,7,7,7,6,1,1,2,13,13.5714,15.8333,13.5714,1.0,1.1667,1.1667,0.1429,0.1667,0.8571,0.1667,0.3333,0.2857,2.1667,1.8571,3,4.0,1.43,1.43,2.43,1.4,1.0,10.924,42.251
11,493.txt,5,2,1.51,4.69,0.013,6,62,27,40,26,84,33,49,32,0.58,0.65,0.44,0.6,3.6,1.34,62,41,40.5,38.9,0.74,0.82,4.78,6.76,0.93,28.08,0.82,0.9,8.1,2.01,0.18,0.78,0.08,0.04,0.12,84,6,7,6,6,0,0,2,12,14.0,14.0,14.0,1.0,1.1667,1.0,0.0,0.0,1.0,0.0,0.3333,0.3333,2.0,2.0,3,4.5,1.67,1.67,2.22,1.3,1.0,11.906,44.575
12,42.txt,44,4,1.47,4.45,0.0172,44,306,169,238,161,670,296,374,259,0.56,0.69,0.55,0.48,26.54,3.64,306,41,40.2,39.4,0.46,0.78,8.36,11.82,0.88,23.47,0.64,0.65,48.04,4.9,0.2,0.61,0.06,0.02,0.08,652,44,99,78,45,27,22,9,54,14.8182,14.4889,8.359,1.7727,2.2,1.7333,0.3462,0.6,1.0227,0.4889,0.2,0.1154,1.2,0.6923,3,5.36,2.27,1.36,1.72,1.62,1.0,10.767,46.856
13,92.txt,16,3,1.56,4.67,0.0107,15,114,53,76,50,207,94,123,89,0.59,0.72,0.46,0.39,4.65,1.52,114,37,40.3,37.9,0.55,0.75,5.6,7.92,0.89,20.7,0.62,0.65,12.9,2.54,0.16,0.58,0.03,0.02,0.06,203,15,26,24,16,7,6,3,17,13.5333,12.6875,8.4583,1.6,1.625,1.5,0.2917,0.4375,1.0667,0.375,0.1875,0.125,1.0625,0.7083,3,4.69,1.69,1.56,1.84,1.63,1.0,12.947,34.207
14,337.txt,11,4,1.55,4.59,0.0559,15,113,43,73,40,207,64,112,61,0.54,0.54,0.38,0.42,4.65,1.53,113,38,37.6,38.8,0.55,0.74,5.55,7.85,0.89,20.4,0.65,0.65,11.12,2.36,0.15,0.6,0.12,0.01,0.13,207,15,21,18,15,3,3,8,21,13.8,13.8,11.5,1.2,1.4,1.2,0.1667,0.2,1.0,0.2,0.5333,0.4444,1.4,1.1667,3,3.73,1.27,1.53,2.45,1.74,1.0,10.715,42.67
15,117.txt,9,2,1.55,4.44,0.0,7,66,33,47,33,96,39,55,39,0.57,0.71,0.5,0.73,8.07,2.01,66,39,38.4,35.8,0.69,0.78,4.76,6.74,0.92,24.15,0.85,0.73,8.07,2.01,0.2,0.89,0.09,0.0,0.09,96,7,11,9,7,2,2,3,12,13.7143,13.7143,10.6667,1.2857,1.5714,1.2857,0.2222,0.2857,1.0,0.2857,0.4286,0.3333,1.7143,1.3333,3,4.86,1.57,2.29,1.85,1.64,1.0,11.38,39.421
16,23.txt,25,4,1.51,4.62,0.0505,23,163,71,102,67,357,127,180,123,0.5,0.68,0.44,0.5,12.5,2.5,163,38,39.2,38.6,0.46,0.78,6.1,8.63,0.87,19.14,0.57,0.56,15.68,2.8,0.16,0.55,0.08,0.02,0.1,355,23,44,43,23,17,12,6,39,15.4348,15.4348,8.2558,1.8696,1.913,1.8696,0.3953,0.7391,1.0,0.5217,0.2609,0.1395,1.6957,0.907,3,5.04,1.91,1.91,1.88,1.27,1.0,11.135,45.78
17,381.txt,5,2,1.57,4.67,0.0,9,86,36,57,34,119,50,68,44,0.57,0.65,0.42,0.56,5.06,1.59,86,42,40.9,41.3,0.72,0.84,5.57,7.88,0.93,30.54,0.84,0.88,12.25,2.47,0.21,0.78,0.15,0.01,0.16,119,9,14,11,9,2,2,2,12,13.2222,13.2222,10.8182,1.2222,1.5556,1.2222,0.1818,0.2222,1.0,0.2222,0.2222,0.1818,1.3333,1.0909,3,4.11,1.44,1.89,2.05,1.62,1.06,12.654,35.72
18,44.txt,34,3,1.45,4.48,0.0,29,211,90,149,83,417,156,226,146,0.54,0.65,0.43,0.39,8.17,2.02,211,39,40.2,38.9,0.51,0.77,7.31,10.33,0.89,23.2,0.66,0.74,29.63,3.85,0.18,0.6,0.09,0.02,0.12,411,29,53,39,31,9,9,13,36,14.1724,13.2581,10.5385,1.3448,1.7097,1.2581,0.2308,0.2903,1.069,0.2903,0.4194,0.3333,1.1613,0.9231,3,4.41,1.7,1.85,2.13,1.7,1.0,11.029,48.237
19,293.txt,13,2,1.58,4.85,0.057,12,121,67,85,62,185,85,107,74,0.58,0.69,0.55,0.68,11.56,2.4,121,41,42.4,41.1,0.65,0.84,6.29,8.9,0.92,27.88,0.79,0.88,19.36,3.11,0.21,0.79,0.07,0.03,0.1,175,12,20,19,12,4,3,4,21,14.5833,14.5833,9.2105,1.5833,1.6667,1.5833,0.2105,0.3333,1.0,0.25,0.3333,0.2105,1.75,1.1053,3,4.67,1.58,1.67,2.02,1.79,1.0,13.284,37.444
20,484.txt,47,5,1.45,4.54,0.0503,43,282,142,215,137,608,241,349,231,0.57,0.66,0.5,0.45,17.19,2.93,282,42,39.9,38.4,0.46,0.8,8.09,11.44,0.88,23.23,0.62,0.74,45.76,4.78,0.18,0.58,0.08,0.02,0.09,600,43,71,60,43,16,13,19,73,13.9535,13.9535,10.0,1.3953,1.6512,1.3953,0.2667,0.3721,1.0,0.3023,0.4419,0.3167,1.6977,1.2167,3,4.74,1.81,2.0,2.01,1.53,1.0,11.797,47.219
21,211.txt,37,3,1.45,4.47,0.0314,35,249,123,173,116,543,234,295,208,0.54,0.71,0.49,0.38,13.5,2.6,249,42,42.3,39.2,0.46,0.79,7.56,10.69,0.88,22.09,0.59,0.51,25.01,3.54,0.17,0.61,0.08,0.02,0.09,527,35,76,55,32,14,13,8,58,15.0571,16.4688,9.5818,1.5714,2.375,1.7188,0.2545,0.4375,0.9143,0.4062,0.25,0.1455,1.8125,1.0545,3,6.03,2.53,1.94,1.66,1.59,1.0,11.017,49.695
22,7.txt,12,2,1.52,4.5,0.0,11,84,38,63,36,130,45,78,43,0.6,0.55,0.45,0.73,11.64,2.41,84,34,38.3,38.4,0.65,0.75,5.21,7.37,0.91,23.56,0.81,0.95,20.05,3.17,0.27,0.79,0.09,0.03,0.12,130,11,17,12,11,1,1,2,20,11.8182,11.8182,10.8333,1.0909,1.5455,1.0909,0.0833,0.0909,1.0,0.0909,0.1818,0.1667,1.8182,1.6667,3,3.91,1.27,1.55,1.88,1.79,1.0,11.579,40.196
23,312.txt,3,2,1.64,4.72,0.0,4,36,12,26,12,42,13,28,13,0.67,0.46,0.33,0.5,2.0,1.0,36,36,36.0,36.0,0.86,0.86,3.93,5.55,0.96,39.36,0.93,1.0,8.0,2.0,0.29,0.89,0.07,0.0,0.07,42,4,7,5,4,1,1,1,3,10.5,10.5,8.4,1.25,1.75,1.25,0.2,0.25,1.0,0.25,0.25,0.2,0.75,0.6,3,2.75,1.5,0.5,2.18,1.83,1.0,14.281,21.442
24,444.txt,27,5,1.39,4.72,0.0406,37,246,101,175,95,494,158,265,150,0.54,0.57,0.41,0.39,13.76,2.62,246,40,40.6,39.8,0.5,0.81,7.83,11.07,0.89,23.96,0.66,0.75,50.44,5.02,0.25,0.57,0.1,0.03,0.12,492,37,80,64,36,27,18,9,57,13.2973,13.6667,7.6875,1.7297,2.2222,1.7778,0.4219,0.75,0.973,0.5,0.25,0.1406,1.5833,0.8906,3,4.5,2.33,1.17,1.86,1.48,1.02,12.487,52.3
25,374.txt,6,2,1.55,4.49,0.0135,6,65,34,46,31,81,37,51,34,0.63,0.67,0.52,0.85,9.31,2.16,65,41,41.9,40.5,0.8,0.82,5.11,7.22,0.95,38.11,0.9,1.0,13.0,2.55,0.25,0.87,0.14,0.0,0.14,79,6,10,8,6,2,2,1,10,13.1667,13.1667,9.875,1.3333,1.6667,1.3333,0.25,0.3333,1.0,0.3333,0.1667,0.125,1.6667,1.25,3,4.17,1.83,1.0,2.04,1.55,1.0,11.219,39.916
26,295.txt,32,5,1.49,4.7,0.0379,34,205,94,151,90,419,161,247,156,0.59,0.63,0.46,0.43,13.35,2.58,205,37,40.7,40.4,0.49,0.79,7.08,10.01,0.88,22.15,0.61,0.67,32.0,4.0,0.19,0.55,0.09,0.02,0.11,417,34,59,47,33,13,11,12,52,12.2647,12.6364,8.8723,1.3824,1.7879,1.4242,0.2766,0.3939,0.9706,0.3333,0.3636,0.2553,1.5758,1.1064,3,4.15,1.76,1.59,1.86,1.57,1.0,13.067,42.134
27,436.txt,11,2,1.44,4.25,0.0727,8,92,31,57,27,129,43,69,35,0.53,0.51,0.34,0.5,5.5,1.66,92,42,42.5,41.9,0.71,0.86,5.73,8.1,0.93,30.34,0.83,0.86,16.41,2.86,0.28,0.78,0.09,0.01,0.1,123,8,18,14,10,4,3,1,15,15.375,12.3,8.7857,1.75,1.8,1.4,0.2857,0.4,1.25,0.3,0.1,0.0714,1.5,1.0714,3,5.5,2.13,1.88,1.73,1.76,1.0,9.965,51.512
28,230.txt,17,2,1.43,4.56,0.0143,12,97,44,68,43,152,60,89,58,0.59,0.65,0.45,0.39,3.52,1.33,97,41,40.7,37.3,0.64,0.79,5.56,7.87,0.91,24.4,0.76,0.87,17.39,2.95,0.22,0.73,0.08,0.01,0.09,152,12,19,14,12,1,1,7,15,12.6667,12.6667,10.8571,1.1667,1.5833,1.1667,0.0714,0.0833,1.0,0.0833,0.5833,0.5,1.25,1.0714,3,4.25,1.83,1.08,1.96,1.23,1.0,12.346,45.492
29,494.txt,8,2,1.59,4.92,0.0812,15,153,83,103,75,224,102,122,90,0.54,0.74,0.54,0.6,10.8,2.32,153,44,42.6,41.2,0.68,0.82,7.23,10.22,0.93,33.36,0.84,0.83,20.83,3.23,0.2,0.79,0.2,0.01,0.2,216,15,23,19,16,2,2,4,27,14.4,13.5,11.3684,1.2667,1.4375,1.1875,0.1053,0.125,1.0667,0.125,0.25,0.2105,1.6875,1.4211,3,4.53,1.67,1.27,2.29,1.52,1.0,13.586,36.41
30,261.txt,12,3,1.68,4.98,0.0621,13,122,62,87,60,196,82,119,80,0.61,0.67,0.51,0.8,12.8,2.53,122,40,41.6,39.3,0.62,0.78,6.16,8.71,0.91,25.52,0.73,0.9,16.2,2.85,0.15,0.72,0.09,0.01,0.1,194,13,18,16,12,4,3,5,27,14.9231,16.1667,12.125,1.2308,1.5,1.3333,0.25,0.3333,0.9231,0.25,0.4167,0.3125,2.25,1.6875,3,3.93,1.27,1.27,2.39,1.21,1.0,13.644,28.67
31,61.txt,8,2,1.41,4.5,0.0,10,92,39,63,39,140,51,86,51,0.61,0.59,0.42,0.54,7.54,1.94,92,40,39.6,38.1,0.66,0.78,5.5,7.78,0.92,25.26,0.73,0.81,16.96,2.91,0.24,0.73,0.1,0.02,0.13,140,10,22,18,10,6,5,3,18,14.0,14.0,7.7778,1.8,2.2,1.8,0.3333,0.6,1.0,0.5,0.3,0.1667,1.8,1.0,3,4.4,1.9,0.8,2.18,1.79,1.0,11.654,48.805
32,12.txt,7,2,1.53,4.34,0.0,10,108,46,78,43,160,62,95,55,0.59,0.58,0.43,0.68,11.56,2.4,108,43,42.7,41.1,0.68,0.8,6.04,8.54,0.92,28.46,0.82,0.84,17.64,2.97,0.22,0.79,0.04,0.03,0.07,156,10,20,15,11,4,3,4,14,15.6,14.1818,10.4,1.5,1.8182,1.3636,0.2667,0.3636,1.1,0.2727,0.3636,0.2667,1.2727,0.9333,3,5.0,2.2,1.4,1.94,1.45,1.0,10.291,42.348
33,16.txt,12,3,1.51,4.4,0.0411,11,102,46,66,42,154,59,85,53,0.55,0.62,0.45,0.67,12.0,2.45,102,39,41.6,40.8,0.66,0.81,5.81,8.22,0.92,26.75,0.78,0.89,21.33,3.27,0.28,0.74,0.08,0.01,0.09,150,11,24,21,11,9,7,4,23,13.6364,13.6364,7.1429,1.9091,2.1818,1.9091,0.4286,0.8182,1.0,0.6364,0.3636,0.1905,2.0909,1.0952,3,5.0,2.09,1.36,1.75,1.35,1.0,11.116,40.796
34,134.txt,30,4,1.52,4.63,0.0142,21,201,91,143,88,384,150,226,145,0.59,0.64,0.45,0.52,16.02,2.83,201,38,42.6,39.1,0.52,0.78,7.25,10.26,0.89,23.76,0.63,0.7,29.4,3.83,0.19,0.58,0.08,0.03,0.1,380,21,49,36,22,13,12,15,47,18.0952,17.2727,10.5556,1.7143,2.2273,1.6364,0.3611,0.5909,1.0476,0.5455,0.6818,0.4167,2.1364,1.3056,3,4.8,2.12,1.76,1.96,1.55,1.0,12.208,41.816
35,309.txt,12,3,1.56,4.77,0.0915,12,97,31,67,30,160,42,101,40,0.63,0.4,0.32,0.52,6.26,1.77,97,39,39.7,37.8,0.61,0.75,5.42,7.67,0.9,22.35,0.66,0.83,15.7,2.8,0.19,0.58,0.1,0.03,0.13,158,12,19,15,12,3,3,2,18,13.1667,13.1667,10.5333,1.25,1.5833,1.25,0.2,0.25,1.0,0.25,0.1667,0.1333,1.5,1.2,3,4.25,1.58,1.25,2.27,1.53,1.07,13.435,35.217
36,28.txt,27,3,1.51,4.69,0.0856,30,190,83,135,79,370,161,224,150,0.61,0.67,0.44,0.44,14.03,2.65,190,42,39.5,40.5,0.51,0.8,6.98,9.88,0.89,22.79,0.6,0.58,24.16,3.48,0.19,0.59,0.08,0.0,0.09,366,30,49,46,30,14,11,7,44,12.2,12.2,7.9565,1.5333,1.6333,1.5333,0.3043,0.4667,1.0,0.3667,0.2333,0.1522,1.4667,0.9565,3,4.32,1.97,1.23,1.91,1.44,1.0,12.702,39.61
37,373.txt,6,4,1.62,4.83,0.0,5,52,29,36,28,66,35,42,33,0.64,0.79,0.56,0.8,6.4,1.79,52,38,41.4,40.4,0.79,0.76,4.53,6.4,0.94,31.98,0.86,0.9,8.1,2.01,0.21,0.83,0.07,0.0,0.07,66,5,7,7,5,2,1,2,10,13.2,13.2,9.4286,1.4,1.4,1.4,0.2857,0.4,1.0,0.2,0.4,0.2857,2.0,1.4286,3,4.6,1.8,1.4,2.09,1.11,1.0,13.672,33.149
38,404.txt,26,3,1.63,4.89,0.0925,17,151,74,105,69,260,103,144,97,0.55,0.67,0.49,0.64,14.69,2.71,151,36,40.5,40.1,0.58,0.81,6.62,9.36,0.9,24.71,0.73,0.83,25.0,3.54,0.21,0.69,0.08,0.0,0.08,256,17,28,22,16,4,4,18,24,15.0588,16.0,11.6364,1.2941,1.75,1.375,0.1818,0.25,0.9412,0.25,1.125,0.8182,1.5,1.0909,3,4.59,1.88,1.53,2.09,1.34,1.04,13.046,35.376
39,410.txt,15,2,1.58,4.79,0.051,15,144,74,101,68,228,93,131,85,0.57,0.65,0.51,0.76,21.19,3.25,144,38,39.7,41.4,0.63,0.79,6.74,9.54,0.92,27.86,0.77,0.84,25.97,3.6,0.24,0.71,0.07,0.02,0.08,224,15,25,20,15,4,3,4,19,14.9333,14.9333,11.2,1.3333,1.6667,1.3333,0.2,0.2667,1.0,0.2,0.2667,0.2,1.2667,0.95,3,4.73,1.87,1.8,2.25,1.68,1.0,12.74,39.773
40,120.txt,10,2,1.64,4.95,0.0805,9,102,41,76,38,160,60,99,56,0.62,0.57,0.4,0.29,2.29,1.07,102,41,41.3,39.2,0.64,0.82,5.7,8.06,0.91,24.85,0.77,0.64,11.57,2.41,0.18,0.82,0.13,0.0,0.13,158,9,25,19,9,9,5,3,20,17.5556,17.5556,8.3158,2.1111,2.7778,2.1111,0.4737,1.0,1.0,0.5556,0.3333,0.1579,2.2222,1.0526,3,6.11,2.78,1.11,2.0,1.8,1.0,13.775,34.302
41,358.txt,2,2,1.44,4.66,0.0571,7,65,31,39,27,85,38,46,34,0.54,0.74,0.48,0.71,7.14,1.89,65,41,41.9,39.7,0.76,0.82,4.99,7.05,0.94,31.95,0.85,0.93,12.07,2.46,0.28,0.78,0.09,0.02,0.11,83,7,11,10,7,3,3,2,10,11.8571,11.8571,8.3,1.4286,1.5714,1.4286,0.3,0.4286,1.0,0.4286,0.2857,0.2,1.4286,1.0,3,3.43,1.43,0.86,2.13,1.9,1.0,11.162,52.328
42,52.txt,11,3,1.49,4.65,0.0577,12,77,36,53,36,117,49,67,49,0.57,0.73,0.47,0.63,7.58,1.95,77,35,38.0,36.1,0.66,0.74,5.03,7.12,0.91,23.54,0.79,0.74,10.32,2.27,0.21,0.78,0.13,0.03,0.16,117,12,20,19,12,7,5,1,16,9.75,9.75,6.1579,1.5833,1.6667,1.5833,0.3684,0.5833,1.0,0.4167,0.0833,0.0526,1.3333,0.8421,3,3.75,1.58,1.08,1.8,1.21,1.0,11.228,40.88
43,38.txt,27,3,1.41,4.34,0.0095,25,177,54,115,48,341,74,170,66,0.5,0.39,0.31,0.39,5.44,1.65,177,44,40.3,39.7,0.52,0.79,6.78,9.59,0.89,22.53,0.68,0.78,21.78,3.3,0.16,0.64,0.08,0.02,0.1,337,25,42,29,24,12,10,8,31,13.48,14.0417,11.6207,1.16,1.75,1.2083,0.4138,0.5,0.96,0.4167,0.3333,0.2759,1.2917,1.069,3,4.12,1.88,1.52,2.12,1.47,1.0,10.472,50.566
44,203.txt,25,4,1.6,4.8,0.0196,29,203,119,148,111,402,203,229,180,0.57,0.79,0.59,0.68,28.02,3.74,203,37,40.8,39.1,0.5,0.78,7.16,10.12,0.89,22.86,0.65,0.72,30.82,3.93,0.19,0.62,0.07,0.02,0.09,395,29,49,43,30,12,8,14,41,13.6207,13.1667,9.186,1.4828,1.6333,1.4333,0.2791,0.4,1.0345,0.2667,0.4667,0.3256,1.3667,0.9535,3,5.29,1.93,1.96,1.75,1.33,1.0,13.379,34.08
45,482.txt,35,3,1.65,4.77,0.0366,26,189,86,140,81,371,136,210,124,0.57,0.59,0.46,0.52,13.52,2.6,189,30,38.3,40.0,0.51,0.76,6.94,9.81,0.89,22.54,0.67,0.66,21.78,3.3,0.16,0.65,0.09,0.0,0.1,367,26,43,36,26,8,7,8,43,14.1154,14.1154,10.1944,1.3846,1.6538,1.3846,0.2222,0.3077,1.0,0.2692,0.3077,0.2222,1.6538,1.1944,3,4.8,1.76,2.0,1.82,1.52,1.0,12.753,32.876
46,27.txt,32,4,1.57,4.63,0.0691,32,255,111,186,105,507,164,274,158,0.54,0.58,0.44,0.44,17.78,2.98,255,38,41.0,37.8,0.5,0.79,8.01,11.32,0.89,24.52,0.68,0.68,41.34,4.55,0.22,0.69,0.08,0.03,0.11,507,32,72,50,37,12,10,12,43,15.8438,13.7027,10.14,1.5625,1.9459,1.3514,0.24,0.3243,1.1562,0.2703,0.3243,0.24,1.1622,0.86,3,5.71,2.42,1.74,1.68,1.73,1.0,11.997,38.979
47,98.txt,11,3,1.3,3.98,0.0435,9,86,22,53,20,132,28,67,24,0.51,0.36,0.26,0.27,1.88,0.97,86,41,40.5,39.2,0.65,0.83,5.29,7.49,0.91,24.17,0.79,0.69,12.46,2.5,0.27,0.86,0.04,0.03,0.07,132,9,21,13,11,6,5,5,9,14.6667,12.0,10.1538,1.4444,1.9091,1.1818,0.4615,0.5455,1.2222,0.4545,0.4545,0.3846,0.8182,0.6923,3,5.0,2.67,1.67,1.58,1.54,1.0,9.077,57.774
48,386.txt,48,5,1.4,4.34,0.012,36,267,124,190,114,546,191,293,176,0.54,0.6,0.46,0.39,12.01,2.45,267,41,41.5,40.6,0.49,0.79,8.08,11.43,0.89,24.12,0.65,0.64,32.51,4.03,0.17,0.63,0.1,0.03,0.13,542,36,67,55,38,13,11,16,60,15.0556,14.2632,9.8545,1.5278,1.7632,1.4474,0.2364,0.3421,1.0556,0.2895,0.4211,0.2909,1.5789,1.0909,3,5.0,2.17,1.91,1.75,1.8,1.0,10.642,52.012
49,103.txt,13,3,1.51,4.68,0.0329,12,99,51,67,47,165,76,93,70,0.56,0.75,0.52,0.79,17.29,2.94,99,38,39.7,37.2,0.6,0.73,5.45,7.71,0.9,22.16,0.72,0.89,22.32,3.34,0.27,0.62,0.09,0.02,0.11,163,12,24,19,12,7,5,2,22,13.5833,13.5833,8.5789,1.5833,2.0,1.5833,0.3684,0.5833,1.0,0.4167,0.1667,0.1053,1.8333,1.1579,3,4.33,1.75,1.42,2.13,1.52,1.0,12.124,43.924
50,109.txt,3,2,1.59,4.78,0.0,10,85,42,52,36,108,49,59,43,0.55,0.73,0.49,0.69,7.56,1.94,85,42,42.9,43.0,0.79,0.85,5.78,8.18,0.95,39.76,0.88,0.81,10.56,2.3,0.22,0.89,0.05,0.03,0.08,104,10,13,12,9,2,2,1,7,10.4,11.5556,8.6667,1.2,1.4444,1.3333,0.1667,0.2222,0.9,0.2222,0.1111,0.0833,0.7778,0.5833,3,3.2,1.6,1.1,1.97,1.63,1.0,12.909,33.931
51,106.txt,24,4,1.43,4.39,0.022,30,199,96,133,90,421,178,235,165,0.56,0.7,0.48,0.37,9.66,2.2,199,40,40.4,38.3,0.47,0.75,6.86,9.7,0.88,21.16,0.57,0.51,18.51,3.04,0.15,0.54,0.09,0.0,0.1,411,30,56,46,33,10,9,9,36,13.7,12.4545,8.9348,1.5333,1.697,1.3939,0.2174,0.303,1.1,0.2727,0.2727,0.1957,1.0909,0.7826,3,4.41,1.84,1.41,1.94,1.44,1.0,10.368,49.182
